word	valence	arousal	dominance
mercado	5.41	4.0	5.27
massacre	1.33	6.89	2.5
material	5.41	3.86	5.38
medicina	6.28	4.23	5.67
melodia	7.19	3.73	5.2
recordações	6.21	4.57	5.69
contente	8.17	4.88	7.0
desordenado	4.0	4.78	5.29
metal	5.7	2.38	5.1
método	5.71	4.0	6.8
leite	5.75	4.0	4.7
mente	6.64	4.11	6.09
travessura	5.68	5.11	5.5
miséria	2.11	6.14	3.33
erro	3.7	6.46	4.85
mobilidade	6.86	5.58	7.38
molde	5.1	3.71	4.21
temperamental	4.6	4.14	4.33
moral	5.94	4.73	5.85
mosquito	3.55	5.08	4.27
muco	3.31	5.5	5.18
lamacento	3.82	5.2	4.31
queque	5.95	3.6	5.33
museu	5.44	3.47	5.06
mutação	4.47	5.06	4.13
místico	6.53	4.54	4.92
nu	7.0	5.0	6.43
nome	5.21	3.31	5.33
narcótico	3.23	4.5	5.6
desagradável	2.4	6.38	4.38
natural	6.15	2.92	5.88
agulha	4.36	4.25	4.15
negligência	2.4	5.33	4.4
nervoso	3.5	7.15	3.7
neurótico	3.0	5.63	3.44
notícias	5.3	5.07	4.44
simpático	7.33	3.92	6.64
mamilo	5.72	5.56	4.93
ruidoso	4.06	5.1	4.71
disparate	4.57	5.42	5.29
laço	5.65	2.81	5.62
nutrir	6.11	3.0	5.46
aborrecimento	2.52	5.47	4.71
freira	5.7	4.18	5.67
infantário	5.24	4.94	4.15
obesidade	3.06	5.44	3.6
obedecer	5.23	4.58	5.18
repugnante	2.81	4.29	4.8
obsceno	4.75	5.0	5.23
obsessão	3.69	5.83	5.36
invulgar	5.71	3.93	5.69
ofender	3.07	6.57	4.11
optimismo	7.6	4.0	7.0
opção	5.5	4.64	6.33
orgasmo	8.2	5.55	5.6
ultrage	4.36	5.57	3.44
extraordinário	8.04	6.06	6.5
nublado	4.29	4.33	4.73
pintura	6.56	3.0	5.0
panfleto	5.18	4.0	4.67
paralisia	2.09	5.19	3.18
parte	5.2	3.3	5.57
passagem	6.0	5.0	5.5
paciente	5.09	4.27	4.56
patriota	5.57	5.33	5.83
multa	2.09	7.0	4.0
pénis	5.63	6.27	5.18
águas-furtadas	4.59	3.2	5.25
perfume	7.08	3.8	5.22
mascote	6.21	4.0	5.27
fase	5.17	3.88	6.5
porco	4.13	3.15	4.82
beliscão	4.47	5.85	4.33
pistola	3.8	5.92	4.29
piedade	5.8	4.29	5.25
plano	5.94	3.93	6.14
póster	5.43	4.83	4.73
presente	5.64	5.0	5.67
pressão	3.35	6.92	2.3
prestígio	6.81	3.0	5.14
pila	4.9	6.36	4.17
progresso	7.07	4.42	7.4
acre	2.88	4.06	4.36
píton	4.37	4.86	4.69
qualidade	7.67	5.08	5.33
litro	5.15	4.07	4.92
rainha	5.71	3.42	5.89
rápido	6.4	6.08	5.09
radiante	7.63	6.1	5.92
radiador	5.28	3.69	5.38
rançoso	3.44	5.38	4.67
navalha	3.37	6.08	3.94
réptil	4.82	5.14	3.77
ressentir-se	2.93	5.94	3.45
restaurante	5.78	3.89	5.33
reunião	5.63	5.06	5.33
revólver	4.0	6.44	3.3
rígido	4.47	4.38	4.14
assaltante	2.58	6.93	3.31
rocha	5.75	3.18	5.0
áspero	3.39	4.18	4.89
seguro	7.13	3.54	6.36
santo	4.86	2.57	4.83
poupar	5.43	4.0	4.17
escaldar	3.94	5.43	3.5
escândalo	4.0	5.82	3.7
bode-expiatório	2.85	5.33	4.6
cicatriz	4.0	4.69	4.75
tesoura	5.0	4.5	6.0
abrasador	4.87	3.88	4.3
escorpião	5.12	6.14	3.55
sentimento	6.53	5.85	4.67
severo	3.72	5.44	3.89
caçadeira	3.41	7.36	4.88
guincho	4.08	4.27	5.25
tonto	4.94	4.27	5.0
lento	3.57	3.27	4.0
lama	4.75	3.15	4.13
liso	4.67	4.3	4.2
sociável	7.27	4.18	6.88
macio	6.31	3.28	6.75
canção	7.17	3.67	5.0
acalmar	5.86	2.4	5.71
azedo	3.11	3.7	4.0
palmada	4.62	6.75	5.0
esfera	5.3	3.16	3.83
spray	4.62	4.13	5.22
primavera	7.25	5.0	5.86
estagnado	3.09	3.35	4.56
estátua	5.91	4.08	5.25
fedor	2.4	4.0	3.5
firme	6.13	3.91	6.63
estômago	5.19	3.56	5.5
banquinho	5.85	2.67	5.63
tempestade	4.77	4.78	4.11
forno	5.41	3.5	5.82
açúcar	6.46	5.17	5.0
luz-solar	7.1	4.0	4.83
pântano	4.38	4.92	4.29
veloz	6.5	6.25	5.5
manipular	3.0	6.11	4.0
sabor	6.76	3.38	6.0
táxi	5.14	4.27	4.93
professor	5.69	4.67	5.11
arreliar	3.52	5.23	4.78
terno	6.9	3.5	6.67
termómetro	4.78	4.0	5.08
pensamento	6.21	3.83	5.64
ordenado	7.0	4.7	5.0
ferramenta	5.47	3.75	5.4
torre	5.47	4.17	5.44
brinquedo	6.8	4.82	5.63
viajar	8.0	6.0	6.47
apaparicar	5.63	4.67	4.88
bagageira	4.93	3.41	5.3
cantiga	7.1	4.71	5.5
crepúsculo	5.93	3.77	6.18
unidade	5.71	3.5	5.78
utensílio	5.44	2.86	4.94
vagina	6.83	6.0	4.43
colete	4.82	4.5	3.71
virgem	5.0	4.09	5.4
travessia	5.33	3.2	6.33
carruagem	4.94	4.47	4.67
assobio	5.87	3.17	5.36
esposa	5.94	3.77	4.0
moínho	5.76	3.64	5.5
piscar	5.46	5.33	5.42
desejo	7.71	7.47	6.77
engenho	6.75	4.12	4.27
escritor	6.75	3.88	6.55
iate	6.37	4.58	6.14
jovem	6.8	3.91	6.0
juventude	7.58	4.36	5.27
zelo	5.88	3.85	6.33
