# Rodrigues, Branco, Neale, Silva (2016)
word1	word2	similarity	pos1	pos2
perdoar	esquecer	4.17	v	v
clarificar	explicar	8.33	v	v
perceber	perdoar	1.67	v	v
lembrar	esquecer	0	v	v
obter	permanecer	0	v	v
perceber	descobrir	5.83	v	v
pedir	investigar	0	v	v
ignorar	perguntar	0.83	v	v
pensar	inquirir	4.17	v	v
rejeitar	evitar	5.83	v	v
argumentar	persuadir	7.5	v	v
perseguir	persuadir	0.83	v	v
aceitar	perdoar	4.17	v	v
realizar	desistir	0	v	v
investigar	examinar	8.33	v	v
discutir	explicar	5	v	v
dever	emprestar	2.5	v	v
explorar	descobrir	5	v	v
criticar	argumentar	5	v	v
retirar	rejeitar	1.67	v	v
manter	pedir emprestado	0	v	v
implorar	pedir	6.67	v	v
arrumar	organizar	8.33	v	v
reduzir	diminuir	10	v	v
conversar	acusar	1.67	v	v
dar	pedir emprestado	0.83	v	v
matar	defender	1.67	v	v
desaparecer	diminuir	3.33	v	v
entregar	transportar	2.5	v	v
respirar	sufocar	0	v	v
acusar	notificar	5.83	v	v
tornar-se	parecer	0	v	v
aparentar	parecer	8.33	v	v
realizar	tornar-se	0.83	v	v
contemplar	pensar	2.5	v	v
determinar	prever	2.5	v	v
agradar	entreter	1.67	v	v
permanecer	reter	1.67	v	v
aparentar	representar	1.67	v	v
esquecer	reter	0	v	v
querer	escolher	5	v	v
perder	ganhar	0	v	v
tentar	pensar	0	v	v
tornar-se	aparecer	0	v	v
deixar	ignorar	3.33	v	v
aceitar	recomendar	1.67	v	v
sair	vaguear	4.17	v	v
guardar	dar	0	v	v
dar	permitir	3.33	v	v
trazer	enviar	1.67	v	v
absorver	aprender	2.5	v	v
adquirir	encontrar	1.67	v	v
sair	aparecer	0	v	v
criar	destruir	0	v	v
começar	ir	1.67	v	v
obter	comprar	5	v	v
colecionar	salvar	0	v	v
substituir	repor	5.83	v	v
juntar	adicionar	5.83	v	v
juntar	casar	5.83	v	v
aceitar	entregar	0.83	v	v
anexar	juntar	8.33	v	v
pôr	pendurar	2.5	v	v
ir	vender	0	v	v
comunicar	rezar	3.33	v	v
dar	roubar	0	v	v
adicionar	construir	2.5	v	v
trazer	repor	0.83	v	v
compreender	satisfazer	0	v	v
retratar	decidir	0	v	v
organizar	tornar-se	0	v	v
dar	saber	0	v	v
dizer	verificar	0	v	v
cooperar	juntar	2.5	v	v
providenciar	exigir	0	v	v
pedir emprestado	querer	3.33	v	v
investigar	perseguir	0	v	v
ignorar	explorar	0	v	v
trazer	queixar-se	0	v	v
entrar	dever	0	v	v
retratar	notificar	0	v	v
relembrar	vender	0	v	v
absorver	possuir	0	v	v
juntar	adquirir	0.83	v	v
enviar	comprarecer	0	v	v
reunir	participar	1.67	v	v
absorver	retirar	0.83	v	v
comparecer	chegar	2.5	v	v
