	Unnamed: 0	lang	norm	r	r-squared	source	task	corrected score	label	col
260	0	nl	prevalence	0.579458199	0.335771804	wiki	keuleers (2015)	0.335771804	nl keuleers (2015) prevalence	1
60	0	pl	valence	0.869052553	0.75525234	cc	imir (2014)	0.75525234	pl imir (2014) valence	1
61	1	pl	dominance	0.745597913	0.555916247	cc	imir (2014)	0.555916247	pl imir (2014) dominance	1
62	2	pl	arousal	0.699641169	0.489497765	cc	imir (2014)	0.489497765	pl imir (2014) arousal	1
127	0	pl	valence	0.837946239	0.702153899	sub	imir (2014)	0.702153899	pl imir (2014) valence	1
128	1	pl	dominance	0.728533936	0.530761696	sub	imir (2014)	0.530761696	pl imir (2014) dominance	1
129	2	pl	arousal	0.704601422	0.496463164	sub	imir (2014)	0.496463164	pl imir (2014) arousal	1
194	0	pl	valence	0.847439823	0.718154253	wiki-sub	imir (2014)	0.718154253	pl imir (2014) valence	1
195	1	pl	dominance	0.721938607	0.521195352	wiki-sub	imir (2014)	0.521195352	pl imir (2014) dominance	1
196	2	pl	arousal	0.689657043	0.475626836	wiki-sub	imir (2014)	0.475626836	pl imir (2014) arousal	1
261	0	pl	valence	0.802315462	0.643710101	wiki	imir (2014)	0.643710101	pl imir (2014) valence	1
262	1	pl	dominance	0.668826431	0.447328794	wiki	imir (2014)	0.447328794	pl imir (2014) dominance	1
263	2	pl	arousal	0.6181474	0.382106208	wiki	imir (2014)	0.382106208	pl imir (2014) arousal	1
63	0	pt	valence	0.861834729	0.742759099	cc	soares (2012)	0.742759099	pt soares (2012) valence	1
64	1	pt	arousal	0.659729484	0.435242992	cc	soares (2012)	0.435242992	pt soares (2012) arousal	1
65	2	pt	dominance	0.600556065	0.360667587	cc	soares (2012)	0.360667587	pt soares (2012) dominance	1
66	0	pt	age of acquisition	0.800413176	0.640661253	cc	cameirao (2010)	0.640661253	pt cameirao (2010) age of acquisition	1
130	0	pt	valence	0.839161807	0.704192538	sub	soares (2012)	0.704192538	pt soares (2012) valence	1
131	1	pt	arousal	0.62606854	0.391961817	sub	soares (2012)	0.391961817	pt soares (2012) arousal	1
132	2	pt	dominance	0.536015348	0.287312454	sub	soares (2012)	0.287312454	pt soares (2012) dominance	1
133	0	pt	age of acquisition	0.769493401	0.592120094	sub	cameirao (2010)	0.592120094	pt cameirao (2010) age of acquisition	1
197	0	pt	valence	0.851936292	0.725795446	wiki-sub	soares (2012)	0.725795446	pt soares (2012) valence	1
198	1	pt	arousal	0.642280532	0.412524282	wiki-sub	soares (2012)	0.412524282	pt soares (2012) arousal	1
199	2	pt	dominance	0.559211424	0.312717417	wiki-sub	soares (2012)	0.312717417	pt soares (2012) dominance	1
200	0	pt	age of acquisition	0.778002188	0.605287404	wiki-sub	cameirao (2010)	0.605287404	pt cameirao (2010) age of acquisition	1
264	0	pt	valence	0.818179434	0.669417586	wiki	soares (2012)	0.669417586	pt soares (2012) valence	1
265	1	pt	arousal	0.587067629	0.344648401	wiki	soares (2012)	0.344648401	pt soares (2012) arousal	1
266	2	pt	dominance	0.554852497	0.307861293	wiki	soares (2012)	0.307861293	pt soares (2012) dominance	1
267	0	pt	age of acquisition	0.750424689	0.563137214	wiki	cameirao (2010)	0.563137214	pt cameirao (2010) age of acquisition	1
