word	age of acquisition	concreteness
bevelen	8.50	2.93
bevelhebber	10.67	3.13
bevelschrift	12.33	3.07
bever	6.89	4.87
beverig	9.05	3.50
bevestigen	9.67	2.73
bevestiging	10.00	2.07
bevinden	9.89	1.67
bevinding	10.45	1.93
beving	9.11	3.67
bevlekken	9.94	3.07
bevlieging	10.61	2.00
bevlogen	11.94	2.00
bevlogenheid	12.18	2.00
bevoegd	11.78	1.60
bevoegdheid	11.61	1.67
bevolken	10.15	2.73
bevolking	8.06	2.80
bevolkingsgroei	12.00	2.33
bevolkingsgroep	11.28	2.47
bevoordelen	10.80	2.13
bevoorraden	8.94	3.20
bevoorrading	10.56	2.60
bevoorrecht	11.61	1.47
bevoorrechten	11.35	1.80
bevorderen	10.17	1.80
bevordering	11.72	2.20
bevorderlijk	11.78	1.80
bevredigen	11.70	2.73
bevredigend	12.22	2.00
bevrediging	11.56	2.40
bevreemden	11.94	1.93
bevriezen	7.75	3.60
bevriezing	8.17	3.40
bevrijden	8.83	3.20
bevrijder	8.89	2.87
bevrijding	9.10	2.00
bevroeden	11.67	2.00
bevroren	6.94	4.00
bevruchten	10.44	2.67
bevruchting	11.00	2.87
bevuilen	8.61	3.20
bewaakster	9.39	3.60
bewaarder	9.33	2.60
bewaarheid	11.62	1.79
bewaken	8.44	3.20
bewaker	8.67	4.20
bewaking	8.56	3.73
bewandelen	8.50	3.87
bewapenen	10.06	3.33
bewapening	10.39	3.40
bewaren	7.78	2.73
bewaring	9.85	2.29
beweegreden	13.17	1.47
bewegen	6.44	4.20
beweging	7.00	3.60
bewegingsruimte	10.05	3.20
bewenen	11.43	2.92
beweren	9.83	1.87
bewering	10.22	1.47
bewerkelijk	11.31	1.54
bewerken	9.33	2.93
bewerking	9.44	2.60
bewerkstelligen	11.89	2.07
bewieroken	11.05	2.54
bewijs	8.72	2.27
bewijsbaar	10.78	1.73
bewijskracht	10.89	2.33
bewijslast	12.50	2.23
bewijsmiddel	10.85	2.40
bewijsstuk	9.44	2.93
bewijzen	9.15	2.27
bewind	11.72	1.53
bewindsman	12.06	2.29
bewogen	8.72	2.53
bewolking	7.90	4.13
bewolkt	6.67	4.27
bewonderaar	10.22	1.87
bewonderen	9.11	2.07
bewonen	7.60	3.27
bewoner	7.50	3.00
bewoonbaar	9.78	2.13
bewoond	8.50	3.13
bewoording	10.79	2.00
bewust	10.22	1.47
bewusteloos	9.33	3.20
bewustwording	11.44	1.53
bewustzijn	10.40	1.80
bezaaid	9.44	2.54
bezaaien	9.78	3.33
bezadigd	12.47	2.36
bezatten	10.95	3.20
bezegelen	11.56	2.38
bezemkast	9.39	4.60
bezemsteel	6.56	4.80
bezemwagen	11.94	4.40
bezeren	8.12	3.13
bezet	7.61	2.53
bezeten	10.22	2.27
bezetene	11.35	2.20
bezetenheid	11.28	1.53
bezetten	10.06	2.60
bezetter	10.28	3.47
bezetting	10.40	2.27
bezichtigen	8.94	2.93
bezield	12.00	1.80
bezielen	10.28	2.07
bezieler	12.33	2.07
bezieling	11.56	1.67
bezien	10.33	2.47
bezienswaardigheid	10.83	2.60
bezigen	9.89	1.79
bezigheid	9.06	2.27
bezighouden	8.56	2.27
bezijden	12.29	2.44
bezingen	9.50	2.60
bezinken	10.72	2.33
bezinksel	10.94	3.79
bezinnen	10.17	1.87
bezinning	10.95	1.60
bezit	8.06	2.00
bezittelijk	10.61	1.53
bezitten	9.00	2.13
bezitterig	9.50	2.00
bezitting	9.94	2.40
bezoedelen	11.39	2.08
bezoek	6.33	2.87
bezoeken	7.35	2.73
bezoeker	7.44	3.64
bezoeking	10.31	2.93
bezoekrecht	10.89	2.00
bezoekuur	9.15	3.07
bezoldigd	14.28	1.82
bezoldigen	13.87	1.83
bezoldiging	13.00	1.92
bezondigen	11.37	1.62
bezonken	11.00	1.93
bezonnen	12.17	1.73
bezopen	11.72	2.93
bezorgen	7.75	3.00
bezorger	9.50	2.87
bezorging	10.61	2.87
bezuinigen	10.94	2.27
bezuiniging	11.25	2.47
bezuipen	10.94	3.13
bezuren	11.88	2.00
bezwaard	10.28	2.00
bezwaarlijk	12.35	1.33
bezwarend	11.33	1.67
bezweet	8.33	4.33
bezweren	10.22	1.87
bezwering	10.40	2.00
bezwijken	10.50	2.60
bias	15.31	2.50
bib	7.41	4.47
bibber	6.15	4.00
bibberen	6.94	4.27
bibberig	7.82	3.33
bibliofiel	13.60	2.73
bibliografie	12.67	3.13
bibliothecaresse	9.20	4.13
bibliothecaris	8.72	3.40
bibliotheek	7.22	4.07
bic	7.88	4.53
biceps	12.50	4.67
bidet	12.50	4.25
bidon	10.50	4.40
bidprentje	9.88	4.27
bie	7.00	2.80
bieb	6.53	3.67
biechten	9.06	3.00
biechtstoel	9.56	3.93
biechtvader	10.60	3.14
bieder	10.00	3.07
biefstuk	6.89	4.60
biels	7.00	3.50
biënnale	15.67	2.57
bierbak	8.22	4.73
bierblikje	9.44	4.73
bierbuik	9.56	3.67
bierfles	8.00	4.80
bierglas	8.83	4.73
bierkaai	12.63	2.50
biertje	8.61	4.73
biervat	11.61	4.40
bierviltje	9.75	4.86
bies	12.29	4.20
bieslook	9.39	4.87
biest	12.25	1.67
bietsen	12.00	2.33
bifocaal	17.33	2.67
bigamie	14.07	1.69
bigamist	14.70	2.75
biggelen	9.46	3.33
bij	5.39	3.47
bijbaan	12.24	2.80
bijbaantje	10.83	2.73
bijbedoeling	11.05	1.53
bijbehorend	10.56	1.60
bijbelboek	8.44	3.93
bijbels	8.61	1.93
bijbelvast	11.10	1.82
bijbenen	10.89	3.07
bijblijven	10.33	1.87
bijbrengen	9.11	2.07
bijdehand	10.70	1.47
bijdraaien	9.61	2.47
bijdrage	10.83	2.00
bijdragen	10.17	2.33
bijeen	7.50	2.07
bijeenhouden	9.28	2.93
bijeenkomen	9.11	3.13
bijeenkomst	9.72	3.20
bijeenroepen	8.00	2.80
bijen	5.72	4.60
bijenkast	9.17	4.67
bijenkorf	8.50	4.67
bijgaand	10.69	1.27
bijgebouw	9.33	3.93
bijgeloof	9.78	1.67
bijgelovig	10.33	1.80
bijgenaamd	10.30	1.53
bijgeval	11.47	1.69
bijgevolg	10.78	1.33
bijhalen	8.72	2.80
bijhoren	8.20	1.93
bijhouden	7.78	2.07
bijhuis	11.69	3.93
bijkans	10.69	1.75
bijkeuken	10.37	3.80
bijklussen	10.72	2.47
bijkomen	9.83	2.53
bijkomstig	10.33	1.93
bijkomstigheid	11.50	1.79
bijlage	11.50	3.27
bijlange	10.39	1.69
bijleggen	8.28	2.07
bijleren	8.15	2.33
bijles	8.33	2.47
bijltjesdag	13.80	2.80
bijna	5.67	1.40
bijnaam	8.45	2.73
bijnier	13.39	4.00
bijou	10.53	4.15
bijpassen	9.61	2.57
bijpassend	8.95	2.53
bijpraten	9.94	3.13
bijrijder	10.67	3.25
bijrol	9.72	2.27
bijschaven	10.45	2.13
bijschenken	9.56	3.33
bijscholing	11.50	2.67
bijschrift	12.00	3.13
bijslaap	9.57	2.20
bijsluiter	9.80	4.13
bijsmaak	9.94	2.93
bijspijkeren	10.81	2.47
bijspringen	9.78	2.33
bijstaan	9.85	2.07
bijstand	11.00	1.80
bijstellen	10.67	2.53
bijsturen	10.17	3.00
bijtanken	9.50	3.53
bijter	7.56	3.93
bijtgaar	11.71	3.57
bijtijds	11.27	1.36
bijtring	10.14	3.92
bijtwond	8.61	4.27
bijvak	11.44	3.00
bijval	11.25	2.46
bijvallen	10.29	2.64
bijverdienen	10.61	2.20
bijvoegen	9.61	2.67
bijvoeglijk	9.67	1.60
bijvoegsel	10.40	1.40
bijvoorbeeld	6.89	1.67
bijvrouw	11.91	2.25
bijvullen	8.17	3.21
bijwerken	9.80	2.87
bijwerking	9.89	2.40
bijwijlen	12.92	1.80
bijwonen	9.89	2.47
bijwoord	10.25	1.40
bijzaak	10.50	2.07
bijzetten	9.22	3.33
bijziend	11.17	3.33
bijziendheid	11.00	2.60
bijzijn	9.61	1.47
bijzin	10.18	2.13
bijzit	10.41	2.67
bijzitten	9.00	2.40
bijzonder	7.78	1.60
bikini	8.44	4.73
bikinilijn	11.89	4.60
bikkel	7.60	3.23
bikkelen	8.86	3.25
bikken	10.62	3.11
bilan	14.13	2.60
bilateraal	16.26	2.29
biljarten	8.78	4.13
biljarter	9.85	4.00
biljet	8.72	4.53
biljoen	10.44	3.27
billen	5.45	4.80
billenkoek	7.94	3.60
billijken	13.14	1.64
billijkheid	13.60	1.73
bilnaad	10.06	4.07
bimbammen	7.38	2.38
binair	13.78	2.21
bindend	10.50	1.73
binding	10.75	2.87
bindmiddel	12.06	3.07
bindweefsel	12.94	3.20
bingo	8.17	2.93
bink	8.84	3.40
binnen	5.17	3.00
binnenband	10.22	4.60
binnenbrengen	8.72	2.93
binnendoor	8.84	2.53
binnendringen	9.11	3.20
binnengaan	6.78	3.27
binnenhalen	8.78	3.07
binnenhouden	7.85	2.40
binnenhuis	8.00	3.33
binnenin	7.89	2.93
binnenkant	7.00	3.00
binnenkomen	6.05	3.87
binnenkomst	8.94	3.33
binnenkort	7.83	1.53
binnenland	8.72	2.33
binnenlands	9.85	1.93
binnenlaten	7.11	3.33
binnenlopen	7.89	3.47
binnenplaats	8.56	3.67
binnenpret	8.95	1.67
binnenpretje	9.39	2.27
binnenraken	8.78	2.87
binnenrijden	8.22	3.53
binnenshuis	7.90	3.13
binnensluipen	8.44	3.33
binnensmokkelen	10.44	2.73
binnensmonds	9.83	2.73
binnenstad	10.20	3.33
binnenstappen	7.44	3.53
binnenste	7.44	3.00
binnenstebuiten	7.17	3.33
binnenstormen	7.85	3.53
binnenstromen	9.22	3.07
binnentreden	9.28	3.27
binnenuit	8.82	2.20
binnenvaart	11.22	2.87
binnenvallen	8.22	3.60
binnenweg	9.33	3.13
binnenwerk	10.00	2.60
binnenzak	6.89	4.20
binocle	14.86	3.86
binomiaal	16.27	1.42
bint	12.80	3.38
bintje	13.00	4.67
biochemie	14.85	2.13
biochemisch	13.61	1.87
biogas	13.29	3.00
biograaf	11.29	3.46
biografie	11.20	3.47
biologeren	12.19	1.85
biologie	10.33	2.27
biologisch	10.11	1.93
bioloog	11.10	3.20
biopsie	14.06	3.21
bioritme	13.00	1.93
bios	10.24	3.15
bioscoop	8.05	4.33
biotoop	12.17	3.13
bipolair	14.44	2.14
bipolariteit	14.44	1.87
bis	11.35	1.79
biscuit	7.78	4.67
bisdom	10.53	2.53
biseksueel	12.72	2.60
bismut	14.25	3.25
bisschop	10.11	3.33
bissectrice	13.14	2.73
bissen	12.35	2.60
bistro	11.35	4.07
bit	11.90	3.54
bits	12.20	2.23
bitsig	11.12	2.25
bitterbal	9.11	4.80
bitterheid	9.65	2.27
bitterzoet	11.17	3.60
bitumen	16.25	3.00
bivak	10.78	3.62
bivakkeren	11.53	2.93
bivakmuts	9.51	4.80
bizon	8.50	4.73
blaadje	5.28	4.47
blaag	9.67	3.67
blaasbalg	11.40	4.55
blaasinstrument	8.22	4.27
blaaskaak	10.22	2.80
blaaspijp	10.94	4.57
blabla	4.74	1.57
bladderen	9.69	3.08
bladerdeeg	9.89	4.80
bladeren	7.06	4.40
bladgoud	11.63	4.33
bladgroente	9.17	4.13
bladluis	10.06	4.67
bladmoes	11.33	3.60
bladmuziek	10.17	3.60
bladstil	10.73	2.50
bladvulling	11.63	3.07
bladwijzer	7.89	4.40
bladzij	7.50	4.13
blaffer	9.22	3.67
blaffetuur	11.00	4.38
blaken	11.38	2.07
blaker	12.80	2.67
blakeren	11.79	2.83
blamage	12.21	2.08
blameren	13.55	2.09
blancheren	14.44	3.00
blanco	11.00	3.27
blanke	8.61	4.07
blanketsel	14.50	3.00
blasé	13.56	2.25
blasfemie	16.00	1.22
blasfemisch	15.22	1.67
blauwbaard	9.64	3.30
blauwbekken	10.25	2.14
blauwblauw	8.89	3.57
blauwdruk	12.11	3.71
blauwhelm	10.93	4.20
blauwkiel	12.00	4.25
blauwtong	12.46	3.31
blazer	12.39	4.27
blazoen	11.33	3.50
bleekgezicht	9.20	3.29
bleekmiddel	9.44	4.27
bleekneus	10.08	2.36
bleekneusje	10.27	3.15
bleekscheet	8.55	2.93
bleekwater	9.33	3.93
bleekzucht	12.33	3.08
blein	7.89	4.21
bleken	9.30	3.93
blender	11.78	4.73
blèren	8.29	3.17
bles	10.88	4.27
blesseren	9.85	3.07
blessure	9.67	3.67
blessuur	10.11	3.87
bleu	10.94	3.50
blieven	9.67	1.67
blijkbaar	8.44	1.33
blijkens	11.94	1.38
blijmoedig	10.76	1.93
blijspel	12.08	3.07
blijver	8.88	2.00
blikje	7.11	4.60
blikken	8.71	3.93
blikkeren	10.00	2.00
blikopener	7.44	4.60
blikschade	11.28	3.67
bliksemactie	10.50	2.79
bliksemafleider	9.45	3.80
bliksemen	6.78	4.20
bliksemflits	7.17	4.47
bliksemsnel	8.39	2.40
blikvanger	10.35	2.27
blikveld	11.38	3.07
blinddoek	7.17	4.33
blinddoeken	6.94	4.20
blinde	7.30	3.47
blindedarm	10.39	4.40
blindelings	10.28	2.13
blinderen	10.88	3.08
blindganger	10.33	2.67
blindheid	8.56	3.33
blinkend	7.89	3.80
blits	10.47	2.27
blitskikker	9.50	2.78
blizzard	14.07	3.50
blocnote	9.83	4.00
bloedarmoede	11.78	2.87
bloedbaan	11.26	3.53
bloedbank	12.22	3.07
bloedbroeder	11.67	2.40
bloedcel	11.11	4.00
bloeddorstig	9.90	2.33
bloeddruk	9.94	3.13
bloedeigen	11.56	1.60
bloedeloos	10.75	2.15
bloederig	7.90	3.87
bloedgeld	13.39	2.71
bloedgroep	9.94	2.53
bloedheet	8.44	3.40
bloedhekel	9.32	1.79
bloedhond	11.24	4.00
bloedig	8.39	3.60
bloeding	8.50	3.87
bloedje	8.82	3.00
bloedlijn	11.39	2.79
bloedmonster	12.61	3.80
bloedmooi	9.06	2.07
bloedneus	6.00	4.60
bloedplaatje	12.11	3.53
bloedproef	10.94	3.27
bloedprop	12.72	4.07
bloedrood	8.28	4.60
bloedserieus	9.45	2.47
bloedsomloop	10.17	3.47
bloedspoor	9.28	4.40
bloedstollend	11.50	2.33
bloedstolsel	11.29	3.60
bloedstroom	10.35	3.87
bloedsuiker	12.13	3.20
bloedtest	11.00	3.67
bloedtransfusie	12.17	3.73
bloeduitstorting	9.80	4.13
bloedvat	10.11	3.93
bloedverlies	10.72	4.33
bloedverwant	11.00	2.47
bloedvlek	7.15	4.53
bloedworst	8.33	4.40
bloedwraak	12.76	1.73
bloedziekte	10.83	2.60
bloedzuiger	9.50	4.20
bloeimaand	9.94	2.87
bloeiwijze	11.44	2.33
bloembed	9.76	4.27
bloembol	8.15	4.67
bloemen	4.78	4.80
bloemencorso	11.30	4.50
bloemetje	5.06	4.80
bloemig	8.00	3.60
bloemist	7.72	3.53
bloemkool	7.17	4.93
bloemlezing	11.77	2.29
bloemperk	8.55	4.53
bloempot	6.17	4.67
bloemrijk	10.35	3.43
bloemstuk	7.94	4.73
bloemsuiker	8.00	4.67
bloes	7.17	4.80
blog	13.78	3.47
blokbeest	11.88	2.67
blokfluit	6.20	4.87
blokhut	8.61	4.60
blokkade	10.72	3.07
blokkendoos	4.83	4.67
blokker	10.55	3.09
blokkeren	8.72	3.13
blokkering	10.61	3.07
blokletter	7.88	4.20
blokuur	12.78	2.58
blonde	6.44	4.13
blonderen	11.53	3.67
blondine	8.78	4.53
blondje	6.70	4.13
blooper	10.94	3.53
blootgeven	10.44	2.53
blootje	5.39	4.40
blootleggen	9.35	2.93
blootshoofds	9.12	4.13
blootstaan	10.06	2.46
blootstellen	9.56	2.40
blootsvoets	7.65	4.13
blowen	13.39	3.93
blozend	8.33	3.67
blubberig	7.44	3.20
blues	11.15	3.33
bluffen	10.11	2.40
bluffer	10.83	2.71
blunderen	10.39	2.27
bluts	7.13	4.43
board	11.59	3.60
bobbelen	9.21	2.91
bobbelig	8.22	4.00
bobijn	11.80	3.92
bobslee	9.61	4.60
bochtig	10.11	3.87
bode	10.44	2.43
bodega	15.67	3.86
bodemloos	9.33	3.20
body	10.83	4.31
bodybuilder	9.89	3.80
bodyguard	9.55	3.80
boeddhisme	11.83	1.53
boeddhist	10.78	2.33
boeddhistisch	12.33	1.87
boedel	11.00	2.67
boegbeeld	11.56	2.60
boeiend	9.39	1.73
boekanier	12.57	3.83
boekdeel	9.10	3.57
boeken	5.39	4.40
boekenbeurs	9.00	3.87
boekenbon	9.28	3.80
boekenclub	8.90	3.27
boekenkast	6.78	4.93
boekenlegger	9.65	4.14
boekenlijst	9.28	4.00
boekenrek	6.75	4.73
boekentaal	9.41	2.47
boekentas	5.33	4.80
boekenweek	9.06	2.57
boekenwurm	8.80	2.93
boekerij	11.40	3.09
boekhandel	8.56	4.20
boekhouden	11.17	2.73
boekhouder	10.80	2.87
boekhouding	11.50	2.73
boeking	10.61	2.67
boekmaag	12.75	3.67
boekrol	10.93	4.64
boekstaven	12.57	2.67
boekwaarde	12.88	2.42
boekweit	11.63	4.64
boekwinkel	6.80	4.13
boem	4.33	2.86
boemel	11.20	3.69
boemelen	11.27	2.50
boemeltrein	11.70	4.43
boemerang	7.67	4.67
boenen	9.22	4.00
boenwas	11.94	4.25
boerderij	5.60	4.20
boeren	5.94	4.07
boerenbedrog	11.69	1.93
boerenbont	10.47	2.70
boerenkinkel	10.11	3.00
boerenkool	8.89	4.67
boerenlul	10.59	2.67
boerenmeid	9.00	3.13
boerenpummel	9.42	2.87
boerenzoon	7.67	3.00
boerin	6.18	3.60
boerka	12.28	4.71
boetedoening	11.10	2.07
boetekleed	11.12	2.83
boeteling	11.56	2.00
boetiek	9.94	3.60
boetseren	7.50	4.07
boetvaardig	12.88	1.70
boezelaar	9.80	3.40
boezemen	11.17	1.93
boezemvriend	8.53	2.47
boezeroen	9.00	1.50
bofkont	8.72	1.93
bohemien	14.07	3.40
bohémien	14.00	2.15
boiler	11.33	4.53
bokkig	10.06	2.07
bokking	10.67	3.00
boksbal	8.83	4.87
boksbeugel	11.12	4.73
bokspringen	8.61	4.33
bolderen	11.33	3.22
bolderkar	11.69	4.75
boleet	12.75	3.25
bolero	13.32	4.55
bolgewas	11.00	3.75
bolhoed	8.89	4.73
bolide	13.11	3.00
bolknak	10.50	4.33
bollen	7.29	3.87
bolletje	5.56	4.53
bolsjewiek	14.92	2.60
bolster	9.00	3.69
bolus	13.86	4.29
bolvormig	9.28	3.67
bolwassing	11.00	2.93
bolwerk	11.94	2.64
bolwerken	11.33	2.36
bomaanslag	10.28	3.87
bombardement	10.17	4.07
bombarderen	9.70	3.53
bombardon	10.57	3.64
bombarie	11.09	3.33
bombast	10.88	2.42
bombastisch	11.65	2.27
bomen	5.06	4.67
bomma	7.83	4.07
bommakleren	8.50	3.93
bommelding	10.06	3.27
bommen	7.89	4.53
bommenlegger	10.78	3.67
bommenmaker	10.06	3.50
bommenwerper	10.05	4.27
bompa	6.00	3.93
bomvol	9.11	3.20
bonafide	14.64	1.88
bonbon	7.45	4.50
bonbonnière	14.89	4.13
bondage	14.41	3.08
bondgenoot	10.61	2.20
bondgenote	11.35	2.60
bondig	10.33	2.00
bonen	6.06	4.87
bonenkruid	11.09	4.31
bonenstaak	8.68	3.27
bongerd	12.00	3.00
bongo	14.22	3.75
bonificatie	14.07	2.09
bonje	11.20	2.80
bonjour	9.50	1.71
bonjouren	11.18	2.23
bonkig	10.73	2.56
bonnefooi	11.60	3.67
bonobo	12.29	4.93
bonsai	11.06	3.93
bontjas	9.00	4.60
bontje	10.56	3.91
bonus	9.22	2.53
bonze	9.00	3.67
bonzen	10.22	3.40
boobytrap	12.63	3.31
boodschappen	6.50	3.87
boodschappenlijst	8.00	4.20
boodschapper	8.17	3.20
boogiewoogie	11.68	3.00
boogschieten	8.17	4.73
boogschutter	8.72	4.07
bookmaker	12.67	3.54
boomgaard	9.10	4.60
boomgrens	10.58	3.36
boomhut	6.44	4.80
boomschors	8.28	4.80
boomstam	7.06	4.80
boomstronk	8.16	4.93
boomtak	6.94	4.53
boordevol	8.94	2.40
booreiland	11.47	4.27
boormachine	8.16	4.73
boortoren	12.69	4.53
boosdoener	9.89	2.33
booster	12.21	2.88
booswicht	10.12	2.00
boot	3.18	4.80
boothuis	9.50	3.67
bootsman	10.81	3.67
boottocht	7.67	4.00
bootwerker	9.40	3.93
border	14.00	3.10
borderel	13.00	3.75
bordes	12.13	4.00
bordpapier	9.25	4.25
bordspel	6.50	4.53
borduren	9.56	4.13
bordveger	7.47	4.36
boreling	12.00	3.46
borgsom	12.50	2.73
borgtocht	12.27	2.73
borrelen	9.94	2.80
borrelpraat	12.81	3.00
borstbeeld	10.44	4.64
borstbeen	10.78	4.33
borstelen	6.44	4.33
borstelig	9.65	3.60
borsten	6.72	4.80
borsthaar	8.50	4.80
borstkanker	10.78	3.60
borstkas	8.35	4.67
borstplaat	11.63	4.00
borstrok	11.90	4.38
borstvoeding	8.50	3.87
borstwering	12.93	3.77
bosbes	6.78	4.87
bosbouw	10.78	3.20
bosbrand	8.06	4.40
bosje	5.65	4.33
bosmarmot	11.33	4.60
bosrand	8.83	4.14
bosrijk	9.47	3.86
bosvruchten	7.90	4.93
boswachter	8.22	4.20
botanicus	13.21	3.08
botanisch	13.00	1.92
botaniseren	14.50	2.40
botanist	13.94	3.00
botbreuk	9.94	4.20
botenhuis	9.27	4.27
boterbloem	7.65	4.73
boterbriefje	12.23	3.22
boteren	10.53	3.29
boterham	4.94	4.93
boterkoek	6.55	4.73
botermelk	8.56	4.07
botervloot	8.88	4.29
botje	7.06	4.40
botsauto	7.10	4.60
botsing	7.00	3.87
bottelarij	12.62	3.70
bottelen	11.67	3.33
bottelier	13.91	3.33
botten	7.28	4.73
botterik	11.92	2.67
bottine	8.80	4.69
botulisme	15.78	2.22
botvieren	12.38	2.29
botweg	10.83	2.00
boud	12.00	3.08
boudoir	10.47	4.07
boudweg	9.50	1.63
bougie	12.00	4.00
boulevard	11.33	4.07
boulimie	13.24	2.93
bouquet	10.30	4.33
bourgeois	13.39	2.00
bourgeoisie	13.00	1.73
bourgogne	12.06	2.79
boutade	16.67	2.00
bouvier	11.36	4.89
bouwbedrijf	9.89	3.53
bouwdoos	7.67	4.00
bouwer	7.05	3.53
bouwheer	11.59	3.00
bouwjaar	9.59	2.87
bouwkunde	11.06	2.47
bouwkunst	11.05	2.87
bouwland	9.78	3.60
bouwmeester	11.94	2.87
bouwpakket	8.50	4.07
bouwplaat	11.44	3.79
bouwplaats	9.17	3.87
bouwproject	11.28	3.14
bouwput	9.71	4.47
bouwsel	9.94	3.33
bouwsteen	8.05	3.67
bouwstijl	11.33	2.67
bouwstof	11.89	3.00
bouwtekening	10.00	4.27
bouwterrein	8.75	4.20
bouwvak	10.44	2.54
bouwvakker	8.83	4.27
bouwval	9.94	3.33
bouwwerf	10.55	4.07
bouwwerk	8.67	3.73
boven	5.50	3.47
bovenaan	6.94	2.60
bovenaards	10.15	2.07
bovenal	9.56	1.33
bovenarm	7.78	4.87
bovenbouw	11.22	3.57
bovendien	8.30	1.20
bovendrijven	8.17	3.53
bovengenoemd	11.53	1.93
bovengronds	8.83	3.80
bovenhalen	8.40	2.93
bovenhands	11.39	2.80
bovenhuis	12.00	3.21
bovenin	7.78	2.27
bovenkamer	9.25	3.07
bovenkant	6.11	3.53
bovenkomen	8.44	2.67
bovenlaag	9.11	3.87
bovenleiding	11.68	3.27
bovenlichaam	8.17	4.47
bovenlijf	8.17	4.47
bovenlip	6.72	4.67
bovenmate	11.20	1.57
bovenmatig	11.39	1.80
bovenmenselijk	10.67	1.80
bovenop	7.89	2.67
bovenstaand	9.28	2.86
boventoon	11.75	2.64
bovenuit	8.47	2.40
bovenzijde	7.94	3.40
bovist	12.25	3.00
bowlen	8.40	4.60
bowling	7.44	4.60
bowlingbaan	8.72	4.53
bowlingbal	7.44	4.87
boycotten	11.00	2.33
braadpan	8.06	4.87
braak	10.11	3.21
braaksel	7.33	4.53
braam	9.75	4.27
braambes	7.78	4.87
brabbelen	6.94	3.60
bracelet	12.65	4.67
braderie	9.95	3.53
braderij	9.75	3.62
braille	10.11	4.07
brainstormen	12.28	2.20
brak	11.94	3.42
brallen	12.33	2.91
brandbaar	9.56	3.27
brandblaar	9.88	4.14
brandblusser	8.17	4.73
brandbom	10.89	4.07
brandbrief	13.00	3.43
brander	9.61	4.13
branderig	8.83	3.40
brandewijn	12.00	4.50
brandgevaar	8.39	2.27
brandglas	11.38	3.71
brandhaard	10.17	4.07
brandhout	7.95	4.53
branding	11.06	3.60
brandkast	10.28	4.20
brandkraan	10.47	4.20
brandmerk	11.10	3.87
brandmerken	10.83	4.00
brandnetel	7.78	4.93
brandplek	8.83	4.50
brandpunt	11.47	2.86
brandschoon	9.72	2.53
brandslang	8.72	4.47
brandspuit	9.12	4.71
brandstapel	8.90	4.53
brandstichting	9.17	3.67
brandstof	9.83	4.07
brandstoftank	10.11	4.20
brandtrap	9.15	4.53
brandweer	6.39	4.00
brandweerauto	5.71	4.47
brandweerman	5.94	4.27
brandwond	7.40	4.33
brandy	12.93	4.79
brandzalf	10.72	4.13
branie	11.67	2.67
brasem	12.44	5.00
braspartij	11.29	3.14
brassen	12.20	2.31
brasserie	10.89	3.87
braverik	7.68	2.21
bravoure	13.80	2.43
breakdancing	11.56	4.13
breedsprakig	12.29	2.09
breedte	7.85	3.27
breedtecirkel	11.61	2.60
breedtegraad	11.83	3.07
breeduit	10.59	2.13
breedvoerig	13.06	2.00
breekijzer	11.61	4.13
breekpunt	12.28	2.07
brei	8.44	3.71
breidel	14.00	3.50
breigoed	9.35	4.13
breinaald	7.83	4.87
breipen	10.57	4.23
breisel	9.70	3.90
breister	9.82	3.50
breiwerk	8.22	4.13
brekebeen	10.00	2.78
brem	10.25	4.67
brenger	8.56	3.38
bretel	8.41	4.60
breuklijn	11.06	3.53
brevet	8.55	3.60
brevier	15.00	4.25
bricoleren	12.72	3.43
bridge	12.00	3.53
brie	9.50	4.83
briefhoofd	12.47	3.40
briefing	13.17	2.40
briefkaart	8.89	4.73
briefpapier	7.90	4.67
briesen	10.23	3.42
briesje	9.17	3.93
brievenbus	6.17	4.73
brieventas	8.42	4.60
brigade	11.00	2.87
brigadier	11.22	3.53
brik	9.00	4.43
briket	11.06	4.33
brillantine	14.88	3.38
brilslang	9.67	4.69
brink	11.50	2.33
brocante	13.33	3.25
brocanterie	13.65	2.80
broccoli	6.72	4.93
brocheren	11.50	3.00
brochette	8.11	4.73
brochure	9.28	4.47
broddelen	10.00	2.36
brodeloos	11.13	2.09
broebelen	6.50	3.13
broederlijk	8.94	2.00
broedmachine	10.56	4.07
broedplaats	9.89	3.53
broeds	12.89	2.33
broei	8.69	2.83
broeien	10.61	2.87
broeierig	11.18	3.07
broeikas	11.65	3.00
broeinest	9.06	3.60
broekie	9.35	2.67
broekje	5.28	4.87
broekriem	6.80	4.73
broekrok	8.82	4.27
broekspijp	7.61	4.73
broekventje	8.33	3.14
broekzak	5.80	4.60
brokaat	13.88	3.86
brokkelen	8.18	3.87
brokkelig	9.11	3.20
brokstuk	9.05	4.27
brol	8.00	2.60
brombeer	8.18	3.47
bromelia	15.50	3.67
bromfiets	7.90	4.80
bromfietser	8.44	4.60
brommen	9.22	3.67
brommer	7.33	4.87
brompot	7.70	2.93
bromtol	7.17	2.90
bromvlieg	7.88	4.73
bronchiën	13.94	3.18
bronchitis	10.80	3.60
bronstig	12.06	2.36
bronsttijd	12.53	2.43
bronvermelding	13.11	3.67
bronwater	8.40	3.93
bronzen	9.22	3.73
brood	4.01	5.00
broodbeleg	7.67	4.20
brooddoos	5.44	4.80
broodje	5.30	4.80
broodjeszaak	8.94	4.67
broodmes	8.28	4.60
broodnijd	11.17	1.90
broodnodig	9.45	1.93
broodplank	7.56	4.80
