word	arousal	valence	dominance	concreteness	imageability	familiarity	age of acquisition	semantic size	gender association
click	4.059	5.03	6.029	5.343	5.257	6.212	3.559	2.371	4.171
client	4.063	5.069	5.156	4.438	4.156	4.889	5.344	3.936	4
cliff	4.8	4.171	4.571	6.571	6.543	5.206	3.343	6	4.571
climate	4.969	5.313	4.097	4.061	3.567	5.571	5.188	5.576	3.862
climax	7.455	7.273	6.576	3.667	3.879	5.576	5.606	5.719	3.333
climb	4.714	5.765	6.314	4.771	5.412	5.824	2.8	4.543	4.657
climber	4.618	5.765	5.588	6.029	5.4	4.912	4.029	4.235	5.382
cling	4.242	3.774	3.941	3.871	4.5	5	4.353	3.281	3.353
clingy	4.125	2.743	3.765	3.059	4.4	4.939	4.618	3.714	2.6
cloak	4.182	5.361	5.706	6.5	6.529	5.156	3.861	3.486	4.667
clock	4.031	5.438	4.188	6.467	6.448	6.407	2.438	2.849	4.071
clone	5.129	4.125	3.414	4.194	4.125	4.345	5.063	4.375	4.355
close	4.133	4.71	4.581	3.531	3.969	6.621	2.719	3.226	3.958
close (near)	4.531	6.273	5.063	3.75	3.727	6.367	2.424	2.849	3.697
close (stairwell)	3.394	4.879	4.939	5.969	5.849	4.219	4.813	3.548	4.091
closure	4.242	6	5.313	2.771	3.029	4.75	5.618	4.485	3.563
cloth	3.647	5.469	5.091	6.406	6.5	6.188	2.719	2.875	3.5
clothes	5.206	5.882	5.529	6.382	6.588	6.515	2.029	3.265	2.618
clothing	4.939	6.059	5.882	6.242	6.529	6.576	2.706	3.441	2.606
cloud	3.871	5.531	4.563	5.594	6.533	6.519	2.065	5.194	3.407
cloud (sky)	4.853	6.059	5.061	6.057	6.429	6.636	2.059	5.314	3.686
cloud (spoil)	3	3.156	3.818	3.645	4.063	3.875	5.563	3.879	4.065
cloudy	3.912	4.029	4.094	5.086	6.412	6.242	2.294	5.229	4.059
clove	3.813	5.152	4.882	5.943	5.667	4.788	4.824	2.257	3.853
clover	4.206	6.353	5.457	5.697	6.471	4.909	3.677	2.457	3.514
clown	4.4	4.333	4.754	6.339	6.726	4.964	2.455	3.625	5.409
club	5.794	6.114	5.235	5.886	5.909	6.257	3.857	4.353	4.546
club (card suit)	3.424	5.515	5.303	5.469	5.735	4.645	3.912	2.875	5.265
club (disco)	5.824	6.529	5.576	6.324	6.382	6.353	5	4.406	3.677
club (hit)	4.719	3.212	4.933	5.581	5.594	4.688	4.677	4.533	5.406
club (organisation)	4.8	6.114	5.177	5.543	5.486	6.242	3.229	4.882	4.229
club (tool)	3.765	3.735	5.375	6.469	6.229	4.563	4.2	3.618	5.697
clue	5.313	6.094	5.156	3.394	3.529	5.903	2.941	3.424	3.941
clueless	3.364	3.324	3.576	2.294	2.441	5.412	4.471	3.677	3.441
clumsy	4.265	3.629	4.265	2.943	4.629	5.697	3.441	4.118	3.794
cluster	4.344	5.059	4.781	4.588	4.588	4.515	5.059	3.794	3.941
clutch	4.4	4.571	5.286	5.441	5.242	4.546	5.029	3.375	3.677
clutch (bag)	3.939	5.457	5	6.514	6.229	4.912	5.657	2.657	1.677
clutch (car)	3.588	4.882	5.765	6.4	6.029	5.657	5.8	2.714	5.514
clutch (grab)	5.343	4.257	4.914	4.514	4.857	4.543	4.8	3.714	3.686
clutter	3.515	3.061	4.121	4.697	5.667	5.576	4.424	3.788	3.727
coach	3.941	5.6	5.771	5.912	5.8	5.094	3.657	4.4	5.2
coach (bus)	3.03	5.286	4.182	6.735	6.457	5.273	3.743	4.697	5.088
coach (trainer)	4.906	6	4.688	5.807	5.697	5.406	4.314	4.177	5.235
coarse	3.625	3.912	4.75	4.061	3.853	4.286	4.697	3.212	5.206
coast	5.215	6.212	5.385	6.015	6.269	5.807	3.783	5.815	3.761
coast (beach)	5.576	7.281	5.424	6.515	6.813	6.161	3.606	5.667	3.061
coast (glide)	4.424	5.697	5.242	4.061	4.594	4.394	5.406	4.484	3.758
coaster	3.242	5.273	4.594	5.636	5.735	4.242	4	3.059	3.719
coat	3.844	5.75	5.844	6.625	6.807	6.69	2	3.182	3.625
coat (cover)	3.735	5.212	5.629	5.294	5.629	6	3.229	3.121	3.941
coat (jacket)	3.563	5.735	5.656	6.618	6.758	6.719	2.441	3.794	4.206
cobble	3.212	4.857	4.853	5.412	5.265	4.235	4.333	2.588	4.314
cock	6.585	5.046	5.984	6.288	6.302	5.787	5.227	3.866	6.391
cock (bird)	3.618	5.343	5.324	6.4	6.212	3.2	4.571	3	5.559
cock (dick)	6.059	5.059	5.636	6.114	6.182	5.559	6.286	4	6.909
cock (tilt)	4.206	4.543	5.286	3.941	4.029	3.636	5.471	3.029	5.257
cockerel	4.097	4.933	5.767	6.556	6.6	3.807	3.844	3.065	5.75
cockney	4	4.968	5.063	4.156	4.094	4.4	5.697	3.4	5.313
cockroach	5.156	2.313	4.188	6.7	6.393	4.31	4.313	1.939	5
cocktail	7.156	6.647	5.571	6.382	6.514	6.121	6.114	2.943	2.514
cod	2.879	4.941	4.879	6.484	5.781	5.265	3.886	2.344	4.743
code	3.909	5	5.147	4.882	4.5	5.097	3.774	3.5	4.629
coerce	5.233	3.214	3.966	3.533	3.742	4.75	6.467	4.467	4.448
coffee	5.486	5.882	5.8	6.324	6.735	6.606	3.588	2.771	3.706
coffin	4.061	2.029	3.212	6.844	6.412	5.226	3.743	4.5	4.394
coin	4.394	5.97	5.303	6.546	6.727	6.781	2.2	2.063	4.4
coke	4.121	5.206	4.941	6.235	6.412	6.324	3.265	2.606	4.412
coke (coal)	3.433	4.844	5.29	5.563	4.939	2.788	5.788	3.29	4.97
coke (cocaine)	4.588	2.941	4.088	6.412	6.088	5.152	6.147	3.971	4.735
coke (cola)	5.114	5.324	5.152	6.758	6.758	6.563	2.853	2.912	4.343
cola	4.406	5.429	5.121	6.343	6.286	6.091	3.171	3.029	4.143
cold	4.086	3.257	3.588	5	5.353	6.455	1.829	4	4.6
cold (illness)	2.714	2.371	2.771	5.286	5.057	6.324	2.324	3.571	3.971
cold (temperature)	4.818	3.333	4.485	4.424	4.242	6.697	1.909	4.061	4.515
collage	4	5.765	5.114	5.257	5.629	4.457	4.8	4.171	3.143
collar	3.548	4.967	4.741	6.406	6.071	5.385	3.419	2.688	5.321
collate	3.546	5.219	5.276	2.906	2.71	3.559	6.559	4.281	4.03
collect	4.273	5.606	5.485	4.161	3.677	5.906	3.529	4	4
college	4.912	5.943	5.118	6.147	6.2	6.235	4.686	5.303	4.171
colonel	3.912	5.235	5.424	5.794	5.485	3.844	4.939	4.97	6.429
colony	4.091	5	5.303	4.879	4.636	4.375	5.182	5.424	5.156
colour	6.324	6.697	6.029	5.206	6.333	6.781	1.606	4.333	2.939
column	3.242	5.294	5.656	5.824	5.636	4.667	4.177	4.294	4.438
comb	3.25	5.25	5.618	6.625	6.656	5.968	2.788	2.032	3.677
combat	5.286	3.382	5.515	4.853	4.429	4.844	5	5.235	5.969
combatant	5.107	3.857	5.71	4.714	4.571	3.324	6.333	4.852	5.645
combustion	5.971	4.6	4.824	4.829	4.657	4.457	5.794	4.886	4.829
comedian	6.294	7.091	5.735	5.879	5.647	6.032	4.412	3.941	5.121
comedy	7.065	7.406	5.594	3.5	3.719	6.192	4.156	5	4.833
comet	6.457	6.235	4.743	6.057	6.121	4.697	4.177	5.824	4.294
comfort	4.258	7.485	5.118	3.114	4.206	5.909	3.457	4.257	2.727
comfortable	4.514	7.571	6	2.912	4.088	6.303	3.629	4.382	3
comma	3.355	5.1	4.688	4.774	5.759	5.643	3.968	2.167	3.867
command	5.613	4.188	6.063	2.909	3.484	5.133	4.03	5.065	5.452
commander	5.088	5.171	5.486	5.314	5.618	4.394	5.257	5.343	5.743
commanding	6.156	5.324	6.333	3.281	3.531	5.313	4.765	5.294	5.758
comment	3.743	5.219	5.879	3.882	3.353	6.03	4.182	3.438	3.849
committee	3.75	5.471	4.546	4.849	4.406	5.393	5.303	5.063	3.97
common	3	4.313	4.355	3.188	3.125	6.387	3.839	4.194	4.152
communication	5.2	7.4	6.029	3.824	4.2	6.147	4.457	5.412	3.486
compare	3.688	5.594	5.5	3.303	3.029	5.849	4.171	3.969	3.438
comparison	4.382	4.97	5.424	2.97	3	6.125	5.177	4.529	4.171
compass	3.647	5.559	5.441	6.412	6.324	4.968	4.5	2.636	4.971
compete	5.6	6.061	6.212	3.059	4	5.594	4.147	5.212	5.286
competence	5.387	6.75	6.788	2.906	2.471	4.788	6.088	5.125	4
competent	5	6.719	7	3.485	2.875	5.118	5.455	4.625	4.438
competition	6.273	5.857	6.114	4	4.314	6.03	3.514	5.371	5.088
complement	6.394	7.364	5.171	2.8	3.6	5.371	5.257	4.529	2.714
complete	5.857	7.343	6.857	3.824	3.706	5.824	3.543	5.059	3.829
complex	4.879	4.273	4.758	2.546	2.485	5.677	4.969	5.333	3.576
complex (behaviour)	5.206	4.265	5.324	2.206	2.294	4.543	5.529	5.353	3.824
complex (buildings)	3.514	5.029	5.324	5.714	5.143	4.5	6.057	5.588	5.121
complex (difficult)	5.394	3.813	4.457	3.032	2.788	5.97	5.382	5.235	4.5
complicated	5.242	3.324	4.029	2.6	3.343	5.606	4.118	5.257	3.457
compliment	6.571	8.057	6.943	3.229	3.543	6.303	4.806	5.171	2.694
compose	4.546	6.394	6	3.576	3.364	5.097	4.697	4.606	3.871
composer	4.5	6.294	5.529	5.636	5.636	5.515	4.758	4.375	4.735
compute	3.914	5.686	5.5	3.571	3.281	4.818	5.647	4.382	5
computer	4.515	5.844	5.938	6.719	6.9	6.75	3.559	3.719	4.667
comrade	4.781	5.735	6.125	4.242	4.382	3.343	5.849	4.529	5.727
conceal	4.833	4.063	3.969	3.258	3.067	4.6	5.313	3.226	3.143
concealed	4.531	3.788	3.936	3.125	3.469	4.621	5.406	3	3.533
concentrate	4.364	6.294	6.118	2.765	2.912	6.294	4.118	4.971	3.912
concept	4.735	5.686	5.886	2.057	2.6	5.618	5.5	5.086	4.229
conceptual	4.8	5.452	5.75	1.939	2.031	4.455	6.281	4.903	3.406
concert	6.939	7.2	6.182	5.714	6.364	6.059	4.118	5.543	3.971
conclude	3.849	5.424	5.382	3.057	2.824	5.258	5.343	4	4.177
conclusion	4.571	5.257	6.059	3	2.471	5.912	5	4.6	4.412
concoct	4.774	4.621	5.517	2.871	2.862	3.484	5.936	3.931	4.167
concoction	5.719	5.344	5.529	4.484	4.188	4	5.818	3.581	3.906
concrete	3.094	5.294	5.576	6.344	5.906	5.281	4.088	4.455	5.457
condemn	4.452	3.061	4.576	3	3.242	4.529	5.636	5.063	4.939
condescend	4.065	2.71	3.968	2.563	3	5.281	6.4	4.069	4.313
condescending	4.531	1.97	3.273	2.969	3.094	4.839	6.273	3.839	4.241
conductor	4.286	5.457	4.853	6	6	5	4.6	4.086	5.514
confer	3.645	5.733	5.455	3.161	3.063	4.097	5.879	3.645	4
conference	3.355	4.912	5.455	5.281	5.029	5.094	5.743	4.969	4.765
confess	5.265	4.912	4.606	2.882	3.412	5.438	4.147	4.794	3.471
confetti	5.75	6.938	5.656	6.452	6.467	4.3	3.938	2.091	2.8
confide	5.029	6.636	5.543	2.6	2.735	4.909	5.743	4.6	2.6
confidence	6.849	7.765	7.5	3.059	3.765	6.394	4.471	5.912	4.382
confident	7	7.813	7.516	2.625	3.419	6.333	4.313	5.567	4.581
confirm	4.429	6.143	5.882	3.636	3.156	6.061	4.886	4.094	4.059
confirmation	3.912	6.114	5.886	4	3.471	5.343	5.171	4.529	4
conform	3.647	3.529	2.943	2.765	3.471	4.794	5.857	4.265	3.8
conformity	3.686	3.618	2.457	2.8	3.143	4.457	6.118	4.441	3.618
confuse	3.813	3.636	3.97	2.758	2.697	6	3.606	4.182	4
confused	4.323	3.438	3.219	2.719	3.219	6.179	3.625	4.226	3.704
confusion	4.686	3.235	3.486	2.571	3.629	6	3.829	4.743	3.914
connect	4.265	6.514	5.576	3.229	3.529	5.647	4.029	4.088	3.706
connection	5.667	6.563	5.727	3.75	4.031	6	4.629	4.909	3.727
connoisseur	5.828	6.833	6.31	4.138	2.9	3.344	6.333	4.724	4.714
conquer	6.706	4.912	7.364	3.515	4.086	4.257	4.714	6.177	6.059
conqueror	6.286	4.944	6.686	5.194	5.147	4.438	5.25	6.229	6.389
conquest	6.212	5.303	7.152	3.697	4	4.484	5.424	5.97	5.697
consent	4.588	6.471	6.364	3.364	3.147	5.969	5.529	4.515	3.303
console	4.912	5.857	4.677	3.382	4.177	4.807	5.314	4.324	3.576
consonant	3.531	5.152	5.333	4.469	4.485	4.724	4.441	2.794	4.188
construction	3.909	5.438	5.5	5.242	5.576	5.25	4.788	5.258	5.559
consult	3.353	5.455	4.943	3.794	2.824	5.152	5.457	4.294	3.829
contain	3.581	4.818	4.548	3.182	3.061	5.7	4.303	4.094	4.133
container	3.485	5.152	4.677	6.029	5.912	6.031	4.147	3.394	4.059
contempt	4.714	3.286	5.286	3.029	3.229	4.912	5.629	4.657	3.912
contend	4.182	4.824	5.323	2.818	2.152	4.606	5.794	4.242	4.406
contender	5.323	6.143	6.364	3.882	3.971	4.031	5.364	4.853	5.029
content	3.968	5.939	4.882	3.143	3.147	5.909	4.485	4.147	3.667
content (contents)	3.8	5.486	5.294	4.441	3.829	5.382	4.647	4.5	4.086
content (happy)	6.548	8.156	7.267	2.849	4.667	6.267	4.697	5.438	3.226
contents	3.5	5.343	5.257	4.677	4.265	5.618	4.657	3.914	4
context	4.061	5.543	4.833	2.853	2.5	5.516	5.629	4.182	3.875
continent	3.424	5.543	5.088	6.364	5.5	5.353	4.406	6.063	4.344
continental	4.067	5.813	4.967	4.355	4.133	5.063	5.313	5.1	4.097
contract	3.971	4.853	4.5	5.546	5.364	5.452	4.943	4.029	4.857
contract (agreement)	3.455	5.029	4.735	4.667	4.771	5.469	5.286	4.735	4.576
contract (catch)	4.333	3.688	3.618	3.606	3.086	4.394	5.706	3.818	4.424
contribute	4.941	7.029	6.706	2.765	2.735	5.588	5.059	4.647	4.029
contribution	5.2	6.824	6.559	2.943	3	5.714	5.588	5.486	4.114
convene	3.967	5.276	5.167	3.172	3.065	3.424	6.226	3.793	4.143
convener	3.3	5.286	5.32	4.76	3.852	3.303	6.75	4.185	4.222
convent	3.226	4.273	3.097	4.875	4.767	2.852	5.03	4.286	2.433
convention	3.364	4.667	3.871	3.788	3.781	4.258	5.636	4.818	4.321
convert	4.242	4.606	4.727	2.094	2.219	4	4.968	4	3.846
convict	5.455	2.143	4.343	5.029	4.735	4.647	5.057	4.647	5.424
conviction	5.143	3.829	4.588	3.6	3.2	4.735	5.686	5.143	5.206
convoy	3.588	4.853	5	5.546	5.471	3.794	5.4	5.147	5.029
cook	5.094	6.406	5.606	5.485	6.212	6.625	2.364	4.091	3.121
cooker	4.229	5.286	5.286	6.677	6.514	6.03	2.8	3.914	3.114
cool	5.235	6.485	5.177	2.857	3.514	6.188	3.086	3.941	4.529
cool (popular)	5.727	6.719	6.375	2.839	4.063	5.844	3.647	4.486	4.177
cool (temperature)	3.353	4.412	4.333	4.364	4.029	6.303	2.829	3.441	3.882
cooperate	4.382	6.806	5.059	3.4	3.943	5.844	5.083	4.629	3.306
copy	3.394	4.333	4.156	3.879	4.455	6.161	2.576	3.485	4.156
coral	4.727	6.118	5.344	5.735	6.147	4.933	4.303	4.094	2.824
cord	3.206	4.971	4.844	5.457	5.656	3.912	3.943	3.242	4.121
core	4.719	5.182	5.677	4.182	4.125	4.742	4.118	3.774	4.273
cork	4.094	5.194	5.414	6.5	6.167	5.345	4.031	1.936	4.4
corn	3.412	5.4	5.177	6.353	6.286	5.286	2.914	2.147	4.265
corn (foot)	3.065	2.727	3.788	6	5.531	3.382	5.971	1.727	3.788
corn (maize)	3.086	5.629	5.4	6.429	6.086	5.265	3.257	2.8	3.971
corner	3.529	4.765	4.594	6.029	5.765	6.226	2.529	2.941	4.242
corner (edge)	3.441	4.353	5.294	5.941	6.235	6.147	2.559	2.657	4.364
corner (surround)	4.121	4.182	4.177	4.029	4.735	5.091	3.824	3.657	4.313
cornered	4.829	2.543	2.29	3.771	4.177	5.212	4.412	3.677	4.257
cornflour	2.313	5.094	4.903	6.719	6.182	4.548	5	2	3.273
corporation	3.212	4.143	3.886	4.677	4.571	4.906	6.257	6.143	4.788
corpse	4.968	2.516	3.516	6.6	5.968	4.536	5.094	3.844	4.567
corridor	3.529	5.029	4.97	5.938	6.344	6.097	3.324	4.324	4.303
corrupt	4.212	2.147	4.059	3.171	3.182	4.533	5.412	5.182	5.516
cortex	4.129	5.452	5.3	5.226	4.194	4.469	6.833	4	4.484
cost	5.031	3.645	3.807	3.419	3.355	6.12	3.25	4.936	4.037
costly	4.412	2.971	3.429	3.829	3.941	5.706	4.6	4.971	4.057
costume	5.909	5.788	5.849	5.656	5.971	5.688	2.857	4.242	3.147
cosy	5.406	7.794	5.912	3.313	4.849	6.333	2.457	3.364	2.455
cottage	3.971	6.061	5.029	6.765	6.758	5.563	3.382	4.088	2.824
cotton	3.559	5.941	4.647	6.438	6.029	5.636	3.941	2.875	2.829
couch	3.667	5.788	5.344	6.758	6.716	5.9	2.818	3.742	4.406
couch (express)	3.63	5.074	5.167	4.304	4.167	2.939	4.741	3.5	4.296
couch (sofa)	4.091	5.886	5.147	6.714	6.706	6.121	2.229	4.171	4.265
cough	4.059	3.686	4.457	5.829	5.765	6.206	2.514	3.143	4.686
councillor	3.647	4.486	3.086	5.543	5.229	4.657	5.571	4.088	4.114
counsellor	3.813	5.344	4.242	5.364	5.394	5.313	5.212	4.394	2.97
count	2.886	5.265	5.629	3.912	3.706	5.971	2.114	3.677	4.235
count (numbers)	3.029	4.941	5.735	3.629	3.235	5.97	2.257	3.882	4.088
count (title)	3.242	5	5.242	4.433	4.032	3.697	5.029	3.971	5.656
counter	3.059	5.057	5.438	5.429	5.571	5.03	3.457	3.529	4.091
counter (keeping account)	3.086	5.056	5.059	4.583	3.286	4.088	5.278	3.8	4.143
counter (oppose)	4.515	3.656	5.906	3.212	2.938	4.727	5.333	4.576	4.424
counter (worktop)	3.5	5.394	5.088	6.576	6.265	5.969	3.647	3.849	4.471
country	4.371	5.829	5.75	5.618	6	6.364	2.971	6.265	4.364
county	3.212	5.242	4.818	5.469	4.903	5.094	4.606	5.455	4.177
coup	3.667	4.615	4.852	3.76	3.5	3	5.704	4.083	4.407
couple	5.364	7	5.424	5.029	5.706	5.933	3.971	4.177	2.971
couple (a few)	4.059	5.229	5.229	4.314	4.886	6.118	2.771	2.457	3.886
couple (romantic pair)	6.382	7.515	5.471	5.364	6.235	6.353	4.324	4.5	3.029
courage	7.206	8.143	7.758	2.4	3.697	5.324	3.794	5.886	4.882
courageous	6.588	8.091	7.057	2.914	3.441	5.125	4.8	5.6	4.419
course	3.629	5.057	4.647	3.941	3.143	6.061	4.257	4.294	4.457
course (class)	4.194	5.469	4.485	4.688	4.226	6.233	5.273	4.419	3.906
course (path)	4.294	5.943	5.853	4.364	4.914	4.971	4.886	4.514	4.143
court	4.903	4.188	3.484	5.516	5.594	5.387	4.273	5.091	4.871
court (law)	3.97	4.088	3.688	5.667	5.606	5.546	4.636	5.471	4.909
court (sport)	3.788	5.469	5.636	5.686	5.788	4.882	4.177	4.219	4.886
court (woo)	6.1	6.484	5.448	3.767	4.4	3.813	5.793	4.633	3.938
courtship	5.257	6.686	5.543	4.118	3.882	3.394	5.853	4.177	3.235
courtyard	3.758	5.559	4.939	6.294	6.206	4.667	4.429	4.853	3.677
cover	4.226	5.267	4.938	4.406	4.233	5.862	2.867	4	3.871
covert	4.625	4.455	5.344	2.849	3.294	4.355	6.235	3.75	4.212
cow	3.147	5.177	5.029	6.853	6.882	6.375	1.735	4.177	3.412
coward	3.807	2.515	3.364	3.188	3.688	4.517	4.219	3.323	4.938
cowardice	4.059	2.257	3.118	2.543	3.441	3.6	5.743	3.882	4.343
cowardly	4.406	2.455	2.844	2.515	2.636	4.387	4.909	3.156	4.364
cowboy	4.853	5.471	5.735	6.177	6.667	5	2.677	3.647	6.324
cowboy (reckless)	5.667	4.065	5.75	4.344	4.667	3.471	5.177	4.29	5.97
cowboy (wild west)	5.364	5.743	5.912	5.618	6.6	5.371	2.943	4.5	6.618
crab	4.057	5.029	4.771	6.8	6.606	5.303	2.543	2.206	4.571
crab (cranky person)	3.412	2.412	4.618	3.677	4.794	3.343	5.061	4.171	4.294
crab (shellfish)	3.242	5.125	5.485	6.576	6.606	5.594	2.667	2.594	4.667
cradle	4.143	6.314	4.029	5.971	6.029	4.686	3.029	2.771	2.314
craft	4.735	5.97	5.455	4.457	3.914	5	3.971	3.824	3.088
craft (skill)	4.794	6.765	6.152	4.546	4.031	4.788	4.371	4.576	4.546
craft (vessel)	3.515	5.294	5.212	6.057	5.706	3.939	4.6	4.971	5
crag	4.182	4.773	4.591	5.55	4.571	2.103	5.5	3.476	5.095
cranium	4.774	5.533	5.633	6.233	5.065	3.429	6.188	3.452	4.679
crank	4.059	3.944	5.235	4.2	3.429	4.029	4.972	3.853	5.286
crank (grouch)	4.345	2.69	5.065	3.552	4	2.939	5.065	3.833	5.452
crank (winch)	3.71	4.344	5.167	5.091	4.7	3.471	5.909	3.613	5.031
crap	4.147	2.559	4.618	3.636	4.824	5.758	4.171	3.515	4.939
crash	5.152	2.387	3.719	5.452	5.788	5.9	2.727	5.212	4.71
crater	4.257	4	4.697	6.177	5.771	3.879	4.429	5.061	4.909
crawl	3.969	4.618	4.303	4.794	5.5	5.516	1.912	3	3.971
crayon	4.265	5.727	5.657	6.457	6.571	5.588	1.771	1.686	3.765
crazy	6.206	3.059	4.879	2.794	4.412	5.733	3.147	4.912	3.677
cream	4.515	5.941	5.219	6.5	6.2	5.606	2.853	2.457	3.091
create	5.529	7.273	6.818	2.686	3.303	6.177	3.171	4.758	3.667
creator	5.514	6.629	5.714	3.147	3.382	5.455	3.914	5.941	4.743
creature	5.133	5.281	5.267	5.394	5.194	5.742	3.594	3.645	4.656
credit	4.029	5.941	5.088	3.235	3.029	5.606	5.429	4.314	4.029
credit (money)	5.441	6.6	5.485	4.667	4.412	5.515	5.177	4.636	4.546
credit (praise)	5.371	7.677	6.059	3.618	3.094	5	4.677	4.581	3.559
creek	3.906	5.094	4.903	5.938	5.813	4.313	4.5	4.226	4.419
creep	5.118	2.118	4.206	3.353	4.088	4.546	4.429	3.629	5.657
crest	4.061	5.235	5.375	5.094	5	3.906	5.029	3.455	4.424
crevice	4.452	4.29	3.933	4.936	5.031	3.903	5.969	3.25	3.939
cricket	3	5.059	4.618	5.719	6.182	4.688	3.824	3.294	5.529
cricket (insect)	2.971	4.571	5.118	6.514	6.6	4.706	3.8	1.879	4.657
cricket (sport)	2.794	5.242	5	6.412	6.559	5.273	3.735	4.059	5.667
crime	5.4	1.941	4.059	4.758	4.879	6.152	3.849	5.515	5.303
criminal	5.353	2.029	4.314	5.143	5.265	5.242	3.943	4.943	5.324
crisis	6.147	1.8	2.829	3.743	3.912	5.457	5	6.059	4.629
crisp	5.086	5.853	5.343	5.114	5.686	5.606	2.543	2.882	4.429
crisp (chip)	4.406	5.636	5.394	6.531	6.485	6.031	2.636	2.212	4.242
crisp (sharp)	5.914	5.882	6.114	4	4.514	4.714	4.743	3.257	4.229
critic	4.313	2.912	4.909	4.543	3.771	5.152	5.529	4.452	4.486
criticism	5	2.758	3.156	3.031	2.813	5.546	5.171	4.765	4.152
criticize	4.882	2.677	4.882	2.794	3.912	5.636	4.971	4.486	4.2
crocodile	5.441	4.028	4.5	6.8	6.849	5.688	2.333	5.111	5.583
crook	4.849	2.5	4.219	4.303	4.75	4.313	4.121	4.182	5.091
crook (criminal)	5.529	1.912	3.941	5.818	6.121	5.029	3.853	4.394	5.706
crook (stick)	2.879	4.714	5	5.364	5.267	2.706	4.875	3.265	4.788
crop	3.606	5.156	5.182	5.727	5.839	4.875	3.849	3.871	4.485
crops	3.625	6.063	5.032	5.933	5.75	4.679	4.219	4.633	4.25
cross	3.618	4.294	5.229	5	5.343	5.406	2.829	3.441	4.394
cross (an object)	3.25	4.576	4.849	5.909	5.794	4.853	3.424	2.939	4.063
cross (annoyed)	4.686	2.794	5.543	3.743	4.686	5.771	2.529	4.314	3.714
cross (offend)	4.879	2.824	4.546	2.879	2.879	4.529	4.382	4.324	4.75
cross (pass)	3.424	4.853	5.559	4.571	4.618	4.794	3.824	3.8	4.588
crossbow	4.5	4.273	5.382	6.257	6.235	4.242	4.743	3.514	5.061
crossed	3.636	4.147	4.794	3.758	3.647	5.394	3.677	3.706	4.324
crow	3.469	4.613	5.29	6.656	6.727	5.8	2.758	2.094	4.656
crowd	5.206	4.758	4.177	5.875	6.121	6.192	3.588	5.813	4.273
crown	5.333	6.121	5.807	6.345	6.586	5.143	2.5	3	3.933
crucifix	4.818	3.875	3.188	5.781	6.355	4.3	4.546	3.355	4.929
crucify	5.394	2.094	3.697	4.333	4.576	3.9	4.212	5.125	5.161
crude	5.303	3.364	5	2.576	2.563	4.6	5.419	3.906	5.345
cruel	4.029	1.743	4.971	2.706	3.471	5.576	4.143	4.543	4.559
cruise	5.063	6.387	5.29	5.281	5.484	4.643	4.375	5.1	3.931
crumb	3.303	4.714	5	6.03	6.242	5.879	2.735	1.375	3.938
crumble	4.323	3.714	4	4.324	4.853	4.75	3.853	3.394	3.697
crunch	4.875	4.939	5.563	4.303	4.719	5.781	2.906	3.688	4.688
crunchy	4.677	5.543	5.382	5.143	4.824	5.588	2.714	3.543	4.571
crush	6.094	4.706	4.941	4.5	4.343	5.8	3.886	4.486	3.118
crushed	5.125	2.455	3.576	4.188	5.294	5.871	3.324	4.706	4.441
crust	3.059	4.906	4.853	5.941	5.824	5.794	2.882	2.576	4.706
crutch	3.412	3.629	3.171	5.543	5.543	4.618	4.677	3.441	4.4
cry	4.794	2.735	3.576	4.971	5.879	6.441	1.576	3.939	2.794
cry (shout)	5.618	3.143	4.857	4.829	4.813	5.788	2.471	4.559	3.061
cry (weep)	4.912	2.686	4.257	5.114	6.029	6.147	1.943	4.114	2.677
crying	4.912	2.177	2.912	5.257	6.343	6.177	2.029	4.824	2.6
crystal	6.371	6.943	5.829	6.114	6.143	4.912	3.943	2.8	2.118
cube	2.406	4.879	4.781	6.121	6.455	5.719	3.091	3.364	4.606
cuddle	6.629	8.029	4.886	5.486	6	6.353	2.057	3.886	1.914
cues	3.794	5.088	4.667	3.059	2.8	4.758	5.647	3.242	4.424
cues (prompts)	4.515	4.969	4.118	4.161	3.688	4.546	5.735	3.441	3.788
cues (snooker)	2.849	5.177	5.424	6.206	6.457	4.629	4.618	2.727	5.559
cuisine	5.294	6.486	5.6	5.515	5.556	5.242	5.444	3.588	3.25
cultural	5.364	6.152	4.697	3.03	3.606	6.063	5.091	5.697	3.818
culture	5.824	6.882	4.903	3.188	3.853	6.281	5.152	6.25	3.059
cunning	6	4.853	5.939	2.529	3.182	4.576	5.029	4.588	4.333
cunt	5.636	2.029	5.063	4.441	4.594	5.156	6.412	4.344	3.788
cup	3.886	5.177	5.147	6.5	6.606	6.5	1.657	2.147	3.559
curb	3.177	4.677	4.697	5.412	5.242	4.781	3.758	2.765	4.206
cure	6.419	8	6	4.219	2.844	5.556	3.968	5.5	3.852
curious	6.452	6.781	6.065	2.25	2.807	5.821	4.219	4.8	3.552
currant	3.771	5.257	5.171	5.559	5.5	4.818	4.114	2.743	3.618
currency	4.853	5.353	3.844	4.469	4.875	4.964	5.177	4.719	4.455
current	4.645	5.219	5.375	3	2.97	5.433	4.394	4.419	3.897
curry	5.088	5.849	5.242	6.529	6.529	6.25	4.088	2.853	4.606
curse	5.667	2.143	3.531	2.829	3.824	4.667	4	4.629	4.147
curtain	3.323	5.188	4.893	6.606	6.567	5.96	3.063	3.613	3.179
