word	concreteness	context availability	valence	arousal
huile	4.17	3.43	3.03	2.41
huit	2.63	3.03	3.57	2.31
huître	4.88	3.43	3	2.71
humble	2	1.93	4.07	1.86
hutte	4.13	2.73	3.27	2.24
hyène	4.6	3.37	2	3.69
hymne	2.6	3.43	4.1	2.66
il	1.63	1.8	3.24	2.66
île	4.03	4.17	4.38	1.52
interrupteur	4.63	4.03	3.33	3.17
ivre	2.9	4.37	1.72	3.59
jambe	4.7	3.43	3.66	2.31
jarre	4.12	2.47	3	2.58
jauge	3.17	2.6	2.93	2.59
jaune	3.3	3.5	3.63	2.24
jazz	2.87	3.43	4.21	2.34
je	2.27	2.3	3.19	2.31
jean	4.67	3.83	3.8	2.21
jet	3.63	2.93	3.28	2.79
jeu	3.5	4.27	4.07	2.72
jeûne	2.67	3.37	3.22	2.31
jeune	2.3	3.33	4.31	2.21
job	3.57	3.5	3.93	3
joie	2	3.73	4.83	2.83
joindre	2.3	2.83	3.93	2.38
joint	3.36	3.1	2.9	2.61
jouable	1.83	2.6	3.5	2.76
joué	2.36	3.03	3.8	2.55
joue	4.28	2.97	3.9	2.44
jouer	3.17	4.13	4.31	2.31
jouet	4.24	4.07	4.13	2.61
joueur	3.48	3.4	3.9	2.76
jouir	2.87	3.17	4.47	3.34
jour	2.72	3.33	4.03	2.21
joute	3.03	1.9	2.88	3.07
juge	3.6	3.37	3.07	3.34
juin	3.07	3.57	4.17	2.28
jungle	4.2	3.93	3.37	3.31
jupe	4.77	3.9	3.63	2.41
jus	4.13	3.4	3.84	1.93
jusque	1.47	1.9	3.2	2.14
juste	1.8	3.07	4.07	2.42
kangourou	4.83	3.73	3.79	2.59
kilt	4.43	3.27	3.28	2.24
kiosque	4.2	3.77	3.3	2.31
kit	3.33	2.9	3.07	2.38
là	2.03	1.4	3.44	2.28
la	1.57	1.73	3.16	2.14
lac	4.44	4.03	3.9	1.71
lâche	2.5	2.27	1.66	3.66
laid	2.04	3.17	1.83	3.15
laine	4.43	3.2	3.72	1.59
laisse	3.17	2.9	2.44	2.72
lait	4.77	4.23	3.93	1.62
laitue	4.63	3.8	3.67	1.69
lame	4.4	3.2	2.1	3.62
lampe	4.77	3.9	3.73	1.93
lance	3.2	2.97	2.59	3.34
landau	4.67	3.73	4	2.1
langue	3.77	3.67	4.13	2.59
lapin	4.8	4.3	4.03	2
laque	3.93	3.17	3.06	2.34
lard	4.53	3	2.73	2.21
large	2.47	2.63	3.27	2.28
larme	4.17	4.23	2.14	3.48
larve	4.1	3.1	2.34	2.86
las	1.92	1.97	1.97	2.59
latte	3.97	2.83	2.9	2.76
lave	3.68	3.1	3	2.91
le	1.57	1.57	3.06	2.03
lent	2.43	2.83	2.28	2.41
lente	2.5	2.97	2.28	2
léopard	4.88	3.53	3.5	2.88
lèpre	3.27	2.83	1.14	4.21
les	2	2.07	3.2	2.52
lettre	4.37	3.83	3.83	2.17
leur	1.6	2.03	3.37	2.17
leurre	2.56	2.53	1.97	3.09
lèvre	4.77	4.13	3.87	2.55
lèvres	4.8	4.53	4.1	2.41
liane	4.63	3.6	3.13	2.45
liasse	3.9	3.3	3.76	3.14
libre	1.68	3.6	4.57	2.06
lié	2.3	1.97	3.25	2.69
lie	2.92	2.23	2.83	2.65
liège	3.9	2.73	3.16	2.14
lien	2.7	2.67	3.59	2.14
lieu	2.79	2.9	3.41	2.48
lièvre	4.87	3.73	3.63	2.38
light	1.93	3.1	3.41	2.21
ligne	3.2	3.17	3.3	2.53
ligue	2.5	2.63	3.1	2.83
lime	4.36	3.17	3.1	2.7
lime à ongles	4.7	3.43	3.28	2.55
lin	4.32	2.4	3.53	2.12
linge	4.53	4.07	3.47	2.07
lion	4.83	4	3.91	3.21
lire	3.33	3.7	4.25	1.45
lisse	2.9	2.67	3.5	1.86
liste	3.08	4.03	3	2.76
lit	4.8	3.93	4.38	1.55
litre	3.04	3.4	3.3	2.7
livre	4.57	3.97	4.22	1.59
lobe	3.87	2.73	3.31	2.07
loft	3.83	3.27	3.8	1.9
loge	3.73	2.63	3.62	2.48
loi	2.52	3.07	3.03	3.09
loin	2	2.77	2.63	2.76
long	2.43	1.87	3.24	2.83
look	2.13	3.97	3.53	2.38
lors	1.47	1.77	3	2.14
lorsque	1.57	1.5	2.97	2.41
lot	3.33	2.4	3.2	2.14
louange	1.67	2.43	4.23	2.52
louche	4	3.27	2.53	2.76
loué	2.62	2.77	3.48	2.69
louer	2.73	3.23	3.38	2.66
loup	4.77	4.07	3.03	3.17
loupe	4.88	3.07	3.27	2.38
lourd	2.53	3.1	2.3	2.76
loutre	4.57	2.57	3.66	2.21
lu	2.2	3.03	3.63	2.24
lueur	2.23	2.4	4.07	1.93
luge	4.88	3.83	3.8	2.44
lui	1.87	2.23	3.66	2.31
lune	4.27	3.87	4.1	1.59
lunettes	4.8	4.4	3.57	2.48
lustre	4.53	3.1	3.38	2.14
lutte	2.72	3.23	2.9	3.59
luxe	1.96	3.07	3.5	2.76
lymphe	2.83	2.03	3.03	2.31
lynx	4.44	3.33	3.63	2.56
lys	4.33	3.27	4.28	1.48
mâche	3.67	2.63	3.34	2.28
mai	2.4	3.23	4.07	2.26
maigre	2.52	3.23	2.37	3.21
maille	3.83	3	3.23	2.17
main	4.73	3.7	3.91	2.24
maire	4.08	3.23	3.3	2.65
mais	1.7	2.47	2.8	2.83
maison	4.83	4.6	4.3	1.97
maître	3.2	4	3.2	3.06
mal	1.92	3.9	1.47	4
mâle	3.47	3.17	3.28	2.38
malle	4.63	2.43	3.69	2.34
malt	3.57	2.13	3.17	2.38
manche	4.32	3.57	3	2.67
mangue	4.77	3.63	4.03	2.1
manque	1.73	2.47	1.83	3.34
manteau	4.77	3.4	3.76	2.14
marbre	4.1	3.37	3.17	2.07
marche	3.77	3.4	3.67	2.28
mare	4.03	2.87	3	1.97
marge	3.2	2.8	3.19	2.31
marmite	4.87	3.73	3.8	2.52
marque	3.13	3.47	3.06	2.59
mars	2.83	3.17	3.37	2.34
marteau	4.9	3.87	2.97	3.21
masque	4.47	3.53	2.63	2.97
masse	2.97	2.63	2.75	2.79
mât	4.08	3.4	3.33	2.32
mat	3.37	2.7	3.31	2.14
match	3.77	4	3.38	3.59
maths	2.6	3.47	3.14	3.28
mauve	3.07	2.47	3.37	1.72
me	1.5	1.77	3.34	2.52
mèche	4.43	3.53	3.2	2.28
membre	3.57	2.63	3.59	2.52
même	2.2	1.9	3.13	2.5
menthe	4.4	3.67	4.13	2.31
mer	4.23	4.33	4.43	1.97
mère	4.2	4.33	4.59	1.97
merle	4.67	3.07	3.3	2.24
mes	1.57	2.3	3.6	2.07
messe	2.96	3.23	2.87	2.68
mètre	3	3.37	3.3	2.24
mets	3.08	2.1	3.43	2.48
mettre	2.12	2.77	3.2	2.58
meuble	4.73	3.73	3.37	2.1
meule	4.2	3.1	3	2.14
meurtre	3.13	3.73	1.16	4.66
mi	2.2	2.47	3.2	2.32
miche	4.14	3.23	3.4	2.21
mie	4.2	3.3	3.33	2.24
miel	4.53	4	4.16	1.69
mien	2.17	1.97	3.69	2.21
miette	4.37	3.47	2.69	2.24
mieux	1.77	2	4.28	1.93
mille	2.92	2.67	3.4	2.79
mime	2.63	3.13	3.5	2.28
mince	2.7	3.4	3.53	2.21
mine	4.17	2.93	2.94	3.1
mioche	3.4	3.13	2.48	3.24
mis	2.03	1.6	3	2.62
mise	2.4	2.4	2.93	2.73
mixte	2.77	2.5	3.59	2.45
mode	1.88	3.57	3.3	2.7
moelle	3.6	2.73	3.03	2.48
moeurs	2.12	2.9	3.13	2.85
moi	2.23	3.43	3.8	2.14
moindre	1.56	1.67	2.63	2.71
moine	4.3	3.43	3.16	2.17
moins	1.83	1.77	2.1	3.03
mois	2.63	2.77	3.31	2.52
moite	2.5	2.93	1.93	3.07
mon	1.43	2.13	3.47	2.03
monde	2.63	3.3	3.93	3.03
monstre	2.77	3.93	1.84	3.76
mont	3.4	2.57	3.5	2.58
montagne	4.2	4.17	4.38	1.83
montre	4.7	4.1	3.53	2.72
mordre	3.64	3.2	1.77	4.03
morgue	3.87	3.53	1.31	4.07
morse	4.24	2.67	3.13	2.68
mort	2.8	4.17	1.09	4.24
mot	2.68	3.07	3.7	2.41
moto	4.8	4	3.27	2.88
motte	3.67	2.33	3.21	2.31
mou	2.32	2.47	2.33	2.3
mouche	4.83	3.57	2.31	3.31
moudre	3.41	2.9	3.31	2.38
moue	2.7	2.1	2.03	2.69
mouette	4.84	3.73	3.47	2.24
moufle	4.32	3.4	3.17	2.29
moule	4.67	3.73	3.17	2.1
moulin (à vent)	4.64	3.43	3.8	1.97
mousse	3.93	3.23	3.66	1.72
mouton	4.96	3.93	3.33	2.18
mue	2.97	2.27	3.1	2.52
muer	2.84	3.3	3.03	2.85
muet	3	3.2	2.43	2.58
mufle	3.57	1.97	2.03	3.34
mule	4.37	2.67	2.76	2.86
mûr	3.9	3.23	3.7	1.83
mur	4.5	3.07	2.55	2.9
muscle	4.3	3.6	3.88	2.72
muse	2.27	2.9	3.87	2
myope	3	3.23	1.93	3.14
mythe	1.93	3.27	3.79	2.41
nacre	3.3	2.07	3.94	1.83
nage	3.2	4.17	3.88	2.03
nain	3.73	3.37	2.56	2.31
naître	2.8	3.67	4.53	2.52
nappe	4.87	3.2	3.44	1.97
natte	3.97	2.97	3.48	1.9
ne	1.5	1.63	2.56	2.38
neige	4.2	4.33	4.17	1.79
nerf	3.57	3.1	2.7	3.34
net	2.33	2.5	3.73	2.03
neuf	2.52	3.23	3.9	2.47
neutre	1.77	2.28	3.07	2.1
nez	4.53	3.53	3.28	2.69
ni	1.63	1.23	2.34	2.97
niche	4.47	3.57	3.24	2.34
nid	4.17	3.47	4.07	1.79
nié	2.27	2.1	2.07	3.48
nier	2.44	2.66	2.27	3.5
noble	2.27	2.7	3.34	2.72
noce	2.83	3.8	4.16	2.31
noeud	4.07	3.34	3.03	2.52
noir	3.2	2.83	2.38	2.76
noix	4.84	3.53	3.93	2.39
nombre	2.63	2.13	3.21	2.69
non	2.44	3.1	2.2	3.12
nord	2.63	3.13	3	2.21
norme	1.67	2.77	3.06	2.86
nos	1.69	1.47	3.34	2.1
note	3.16	3.63	3.03	2.97
nôtre	1.73	2.27	3.53	2
notre	1.6	1.97	3.6	1.93
noué	2.63	2.38	2.7	3.07
nouer	3.2	2.8	2.97	2.69
noueux	2.43	1.87	2.41	2.9
nouille	4.1	3.37	3.28	2.45
nous	1.87	2.2	3.66	1.97
nu	3.07	3.7	3.28	2.24
nuage	3.13	3.9	3.25	1.48
nuance	1.77	2.63	3.53	1.93
nuée	2.37	2.17	2.75	2.55
nuit	3.1	4.23	3.25	1.97
nul	1.67	2.8	1.6	2.79
nuque	4.87	3.2	3.3	2.41
nymphe	2.56	2.63	3.43	2.09
oeil	4.83	3.97	3.83	2.41
oeuf	4.84	4.27	3.57	2.39
oeuvre	3.07	3.33	4.17	2.07
offre	2.2	2.83	3.84	2.24
ogre	2.97	3.3	1.88	3.52
oie	4.83	3.7	3.1	2.28
oignon	4.8	3.83	3.59	2.72
oiseau	4.63	3.7	4.1	2
ombre	2.83	3.2	2.56	2.14
on	1.5	1.87	3.09	2.14
oncle	3.8	4.07	3.6	2.48
onde	2.4	2.97	3.27	1.86
ongle	4.67	3.8	3.4	2.34
onze	2.83	2.4	3.07	2.72
or	4.07	3.73	4.2	2.69
orange	4.5	3.77	3.97	2.24
ordre	2.13	2.63	3.09	2.9
oreille	4.93	3.5	3.72	2.34
orge	4.33	2.33	3.27	1.72
os	4.76	3.6	3.03	2.82
où	1.57	1.77	3.25	2.38
ou	1.6	2.1	3.2	2.55
ouest	2.4	3.23	3.43	1.93
oui	2.03	3.43	4.37	2.34
ouïe	2.33	3.07	3.73	2.52
ours	4.87	3.9	3.66	2.83
pacte	1.93	2.8	3.27	2.83
page	3.96	3.53	3.43	2.21
paille	4.47	3.33	3.45	2.14
pain	4.87	4.3	4.27	1.93
pair	2.84	3	3.27	2.41
paire	3.43	3.07	3.28	2.28
paix	1.8	3.2	4.9	1.69
pâle	2.47	2.5	2.21	2.72
pale	2.57	2.7	1.97	2.31
palme	4.56	3.07	3.4	2.58
pan	2.67	2	2.7	2.69
panier	4.8	3.5	3.63	2.1
panne	3	3.97	1.67	3.58
pantalon	4.67	3.5	3.66	2.41
paon	4.77	2.97	3.83	2.28
pape	4	3.77	3.34	2.86
papillon	4.87	3.83	4.07	1.62
par	1.56	1.57	2.9	2.45
parapluie	4.9	4.2	3.03	2.45
parc	3.93	3.8	4	1.69
part	2.7	2.3	3.28	2.41
pas	2.6	2.43	2.67	2.58
passe	1.9	2.63	2.97	2.17
pastèque	4.97	3.83	4.09	2.03
patch	3.92	3.17	2.77	2.65
pâte	4.67	4.03	3.8	2.14
patin à roulette	4.73	3.53	3.53	2.62
patte	4.67	3.47	3.23	2.21
paume	4.28	3.23	3.1	2.53
pause	2.1	2.97	3.55	1.59
pauvre	2.08	3.63	1.87	3.44
peau	4.2	3.3	3.75	2.1
pêche	4.4	3.8	3.75	1.76
peigne	4.76	3.63	3.43	2.53
peindre	3.43	3.5	3.83	1.83
peine	2	3	1.56	3.52
peint	3.04	3.13	3.53	2.33
peintre	3.87	3.57	3.97	2.1
pelle	4.77	3.97	3	2.38
pendre	3.33	3.17	2.07	3.83
pente	3.37	2.97	3.13	2.72
perche	4.53	3.1	3.17	2.72
perdre	2.7	3	1.91	4.03
père	4	4.47	4.34	2.48
perle	4.77	3.53	4.07	2.1
perte	2.03	3.07	1.73	3.55
peste	2.6	3.2	1.22	4.07
peu	1.57	1.8	2.52	2.52
peuple	3.03	3.43	3.83	2.86
peur	1.96	3.77	1.9	4.29
phare	4.63	3.43	4	2.31
phase	2.16	2.33	3.03	2.5
phoque	4.88	3.47	3.57	2.09
phrase	2.72	3	3.57	2.61
piano	4.8	4.13	3.88	1.79
pic	3.63	2.43	3.28	3.07
pie	4.88	3.33	3	2.62
pièce	3.97	3.8	3.56	2.17
pied	4.87	4.17	3.27	2.48
piège	3.32	3.53	1.9	3.94
pierre	4.47	3.43	3	2.45
piètre	1.96	1.9	2	3
pieuvre	4.73	3.63	2.75	3.17
pieux	3.1	2.73	2.72	3.1
pige	2.47	1.67	2.66	2.83
pile	4.17	2.9	3.34	2.79
pin	4.27	3.07	3.69	1.97
pince	4.16	3.47	2.63	3.03
pince à linge	4.77	3.3	3.24	2.69
pinceau	4.6	3.63	3.59	1.76
pingouin	4.92	3.9	3.53	2.06
pioche	4.67	3.03	3	2.83
pion	4.5	3.2	2.59	2.76
pipe	4.8	3.67	2.9	2.38
pique	3.44	3.03	2.2	3.41
pire	1.64	2.6	1.63	3.62
piste	3.2	3.47	3.55	2.52
pitre	2.64	3.13	2.83	3.15
place	3.63	3.33	3.53	2.24
plage	4.47	4.47	4.63	1.86
plaie	3.97	3.63	1.73	3.69
plaindre	2.27	2.33	2.07	3.55
plaine	3.8	3.4	3.83	1.48
plainte	2.73	3.3	1.88	3.72
plaire	2.3	3.3	4.31	2.41
plan	2.9	3.27	3.25	2.55
planche	4.5	3.6	2.97	2.21
planche à repasser	4.96	3.53	2.23	2.82
plane	2.48	2.57	3.27	1.86
planque	2.77	2.9	2.72	3
plant	3.2	2.43	3.33	2.38
plante	4.44	3.77	3.7	1.94
plaque	4.16	3.1	2.87	2.79
plat	3.97	3.67	3.47	2
plâtre	4.36	3.57	2.57	2.73
plein	2.4	2.73	3.97	2.59
pleur	3.44	3.93	1.97	4
pli	3.47	2.83	2.79	2.72
plomb	3.88	3.07	2.5	2.91
plot	4.28	2.77	2.97	2.56
pluie	3.83	4.03	2.48	2.59
plume	4.63	3.6	3.94	1.31
plus	1.87	1.7	4.07	2.86
pneu	4.8	3.93	3.25	2.55
poche	4.36	3.53	3.3	2.56
poêle	4.59	3.53	3.66	2.62
poids	3.16	3.43	2.57	3.06
poigne	2.92	2.67	3	3.09
poil	4.47	3.47	2.59	3.14
poing	4.43	3.17	2.38	3.83
point	3.67	2.43	3.17	2.31
pointe	3.4	3.27	2.77	3.26
poire	4.67	3.4	4.17	2.21
pois	4.13	2.67	3	2.31
poisse	2.03	2.77	1.31	3.9
poisson	4.83	3.8	4	1.97
poivre	4.33	3.73	3.43	2.79
poivron	4.87	3.5	3.53	2.31
pôle	2.48	3.6	3.27	2.79
pomme	4.96	4.3	3.6	2.06
pomme de terre	4.8	3.53	3.72	2.28
pompe	4.2	3.13	3.13	2.55
pondre	3.4	3.31	3.52	2.55
pont	4.57	4.03	3.77	2.38
pop	2.4	2.83	3.63	2.62
porc	4.77	3.6	3.07	2.66
porche	4.23	2.93	3.24	2.66
port	4.37	3.7	3.77	2.48
porte	4.92	4	3.2	2.67
pose	2.1	2.03	3	2.21
poste	3.53	3.2	3.09	2.28
pot	4.33	3.33	3.17	2.31
potiron	4.9	3.53	3.94	1.86
poubelle	4.92	3.67	2.47	3
pouce	4.77	3.9	3.57	2.24
poudre	4.12	3.67	2.67	2.65
pouf	3.56	3.47	2.87	2.64
poule	4.83	4	3.72	2.41
poulet	5	4	3.43	2.38
poulpe	4.57	3.6	2.66	3.03
poupée	4.72	3.8	3.63	2.29
pour	1.43	1.57	3.52	2.45
pourpre	3.1	2.47	3.25	2.55
pousse	2.92	2.63	3.47	2.53
poutre	4.8	3.07	3.16	2.48
pré	4.5	3.77	3.67	1.59
prendre	2.7	2.6	3.28	2.48
près	2.04	2.43	3.33	2.39
presque	1.47	1.77	2.88	2.52
presse	3.4	3.17	3.5	3
prêt	2.37	3.07	3.69	2.55
prêtre	4.27	3.77	3.1	2.79
preuve	2.43	3.2	3.66	2.76
prime	2.77	2.77	3.97	2.69
prince	3.8	3.93	3.72	2.52
pris	2.03	2.1	2.94	2.55
prise	3.47	2.8	3	3
prise (électrique)	4.73	2.9	3.45	3.69
prisme	3.27	2.13	3.34	2.38
prix	2.83	3.63	2.87	3.55
pro	2.3	2.4	3.75	2.69
proche	2.73	2.77	4.31	1.79
proie	3.67	3.17	2.14	3.97
prompt	2.1	1.83	3.53	2.86
propre	2.36	2.97	4.23	2.33
prune	4.63	3.57	3.47	2
psy	2.97	3.43	3.03	2.62
puant	2.47	3.07	1.38	3.83
pub	3.04	3.7	2.77	3.27
puce	4.23	3.03	1.86	3.79
puer	2.63	3.53	1.45	4.1
puis	1.4	1.7	3.33	2.07
puisque	1.3	1.57	3	2.24
puits	4.7	3.5	3.17	2.41
pull	4.73	3.63	3.83	2.34
pulpe	4.13	3.4	3.53	2.28
punch	3.44	3.03	3.63	3.06
pur	1.76	2.97	4.4	1.94
purge	2.88	2.17	1.73	3.39
putois	4.7	2.8	1.97	3.14
puzzle	4.56	3.73	3.4	2.39
quai	4.4	3.77	3.17	2.64
quand	1.68	2.2	2.9	2.61
quant	1.52	1.7	3.06	2.31
quart	2.83	2.28	2.91	2.31
quartz	3.64	2.97	3.33	2.38
quatre	3.5	2.7	3.25	2.34
que	1.47	1.33	2.97	2.66
quel	1.88	2.47	3	2.5
quelque	1.47	1.83	3.1	2.07
quête	2.32	3.23	3.53	2.85
queue	4.2	3.13	2.88	2.48
qui	1.93	1.67	2.94	2.31
quiche	4.6	4.4	3.73	2.45
quille	4.6	3.37	3.24	2.72
quinze	2.53	2.43	3.17	2.24
quitte	2.12	2.73	2.3	2.91
quiz	2.96	3.23	3.53	2.94
quoi	1.4	1.9	2.97	2.68
race	2.5	2.83	2.45	3.24
rafle	2.88	2.97	1.3	4.03
rage	2.43	2.83	1.9	4.1
raid	3.17	2.7	3.28	3.34
raide	2.6	2.73	2.47	2.59
raie	3.92	3.17	3.13	2.45
rail	4.4	3.69	3.23	2.55
râle	2.57	2.1	1.94	3.45
rame	4	2.9	3.17	2.38
rampe	4.2	3.03	3.17	2.58
ranch	4.4	3.4	3.72	2.38
rang	2.43	2.6	3.1	2.79
rap	2.4	2.93	2.7	3.45
râpe	4.28	3.17	2.87	2.85
raquette de tennis	4.8	3.37	3.62	2.97
rare	1.88	2.73	3.67	2.88
ras	2.46	2.47	2.8	2.56
rat	4.73	3.33	2.07	3.38
rate	3.1	2.27	2.66	2.86
raton-laveur	4.67	2.7	3.14	2.66
réfrigérateur	4.83	3.6	3.55	2.48
règle	3.43	3.17	2.93	2.97
règne	2.57	3.1	3.13	2.93
rein	4.1	3.27	3.28	2.52
reine	3.47	4.37	3.63	2.69
renard	4.87	3.53	3.38	2.62
rendre	2.7	1.83	3.28	2.66
rêne	4	3.17	3.53	2.38
renne	4.43	3.86	3.59	2.38
reste	2.33	2.77	3.07	2.14
rêve	2.2	4.07	4.59	1.48
revolver	4.47	3.37	1.52	4.41
rhinocéros	4.73	3.3	3.34	3.07
rhum	4.6	3.77	3.33	2.79
rhume	3.28	3.63	1.8	3.3
riant	2.52	2.83	4.13	2.42
riche	2.27	3.7	4.1	3.03
ride	4.33	3.7	2.06	2.93
rien	1.47	2.2	2.03	2.1
rieur	2.79	3.1	4.33	2.7
rime	2.63	3.2	3.8	1.93
ring	4.03	3.43	2.07	3.52
rire	3.2	4.37	4.57	2.68
risque	2.07	2.47	2.45	3.69
rive	3.77	2.73	3.41	1.93
riz	4.6	3.03	3.66	2.34
robe	4.8	4.23	4.1	2.17
roc	3.67	2.03	3.5	2.52
roche	4.27	3.07	3.31	2.17
rock	2.93	3.73	3.86	3.21
roi	3.47	4.1	3.53	2.9
rôle	1.93	3	3.45	2.69
rompre	2.7	3.2	1.52	4.17
rond	3.32	3.47	3.2	2
ronde	3	3.07	3.14	2.62
rose	4.17	3.77	4.06	1.59
roué	2.5	1.93	2.07	3.48
roue	4.72	3.9	3.43	2.65
rouer	2.9	2.17	1.69	3.72
rouet	3.07	1.3	2.88	2.48
rouge	2.9	3	3.34	3.28
rouille	3.9	3.13	2.17	2.83
rouleau à pâtisserie	4.87	4.2	4	2.28
route	4.17	3.93	3.72	2.69
roux	3.67	3.23	3.31	2.52
ruche	4.68	3.73	3.63	3
rude	2.1	1.93	2.07	3.69
rue	4.33	4.17	3.6	2.66
ruée	2.24	2.9	2.8	3.5
ruelle	4.17	3.2	3.07	2.76
ruer	2.48	2.5	2.7	3.39
ruine	3.43	3.3	2	2.97
ruse	1.9	2.93	3.43	3.14
rustre	2.13	2.13	1.97	3
rythme	2.52	3.13	3.83	3.21
sa	1.7	1.4	3.24	2.62
sable	4.63	4.37	3.83	1.72
sabre	4.67	3.33	2.4	3.59
sac	4.6	4.37	3.27	2.7
sac à main	4.72	4.1	3.4	2.71
sacre	2.53	2.87	3.79	2.69
sage	1.8	3.03	4.24	1.55
sain	1.96	2.63	4.43	1.94
saint	1.8	2.87	3.88	2.21
sale	2.67	3.6	1.72	3.34
salière	4.43	2.73	3.21	2.55
salle	4.1	3.5	3.34	2.48
sandwich	4.87	4.4	3.5	2
sang	4.23	3.83	2.94	3.69
sangle	4.4	2.6	2.72	3.28
sans	1.57	1.4	2.41	3.17
saoul	3.1	3.63	1.59	3.83
sauce	4.17	3.63	3.47	2.21
sauf	1.73	1.53	2.69	2.69
saut	3.1	3.43	3.69	3
sauterelle	4.88	3.63	3.13	2.48
sauve	2.33	2.17	3.97	2.62
scalp	3.96	2.62	1.53	3.97
scarabée	4.73	3.2	3	2.97
sceau	4.1	2.43	3.09	2.21
scène	3.73	3.9	3.76	2.55
sceptre	3.9	2.47	2.97	2.66
scie	4.67	3	2.86	3.38
science	2.17	3.3	3.88	2.45
scier	3.64	3.3	2.8	3.21
sciure	4.27	3	2.6	2.52
scoop	2.37	3.3	3.41	3.1
score	2.93	3.33	3.38	3.17
scotch	4.7	3.77	2.83	2.45
scribe	2.97	2	3.31	2.17
script	3.3	3.13	3.33	2.28
seau	4.53	3.3	3.2	2.14
sec	2.43	2.77	2.91	2.86
sèche	2.56	3.03	2.73	2.71
secte	2.36	3.33	1.43	4.15
seigle	3.73	2.33	3.56	2.28
sein	4.53	3.8	3.72	2.34
seize	2.9	1.73	3.24	2.62
sel	4.5	3.2	3.11	2.66
self	2.67	2.47	3.17	2.34
selle	4.47	2.8	3.31	2.93
sens	1.93	2.7	3.44	2.28
sept	2.47	2.6	3.33	2.34
serf	3.67	1.77	2.24	3.24
serpent	4.96	3.93	2.23	3.62
serre	3.23	3.13	3.17	2.66
ses	1.5	1.97	3.37	2.14
set	3.2	2.9	3.13	2.7
seuil	2.79	2.47	3	2.67
seul	2.57	3.1	2.03	2.52
sève	4	2.9	3.72	2.03
sexe	3.47	4.3	3.78	2.93
short	4.6	3.4	3.83	2.21
show	2.73	3.77	3.97	3.03
si	1.23	2.3	3.03	2.48
siècle	2.5	2.8	3.13	2.66
siège	4.67	3.52	3.3	1.86
sien	1.6	1.63	3.24	2.52
sieste	3.27	4.17	4.31	1.31
sifflet	4.7	3.57	2.83	3.28
sigle	3.3	1.97	3.03	2.66
signe	2.5	3.03	3.44	2.28
simple	2.1	2.53	3.73	1.76
singe	4.97	3.77	3.33	2.45
site	3.5	3.23	3.33	2.14
six	2.84	3.17	3.27	2.5
skate	4.6	3.8	3.41	2.55
sketch	2.77	3.8	3.73	2.9
ski	4.17	4.47	4.19	2.48
skier	3.9	3.77	3.8	3.21
skieur	4.63	3.97	4	2.66
slave	2.64	2.07	2.93	2.82
slip	4.83	4.07	2.87	2.59
slow	3	4	3.63	1.97
snack	3.93	3.33	3.34	2.48
snob	2.13	2.47	1.79	3.69
sobre	2.5	3.47	3.75	1.9
socle	3.93	2.13	3.21	2.52
soeur	4.07	3.43	4.1	2.17
soi	2.03	2.5	3.43	2.1
soie	4.2	3.23	4.16	1.52
soif	2.6	3.47	2.7	3.21
soin	2.83	3.63	3.9	1.9
soir	2.77	3.8	3.66	1.79
soit	1.7	1.83	3.27	2.1
sol	4.44	2.87	3.23	2.29
solde	2.53	4.13	3.5	2.38
soleil	4	4.27	4.72	2
sombre	2.47	2.93	2.17	3.38
somme	2.64	3.53	3.23	2.55
son	2.53	2.83	3.62	2.28
sonde	4.17	2.67	2.83	2.9
songe	1.76	2.83	3.67	1.62
sort	1.9	3.1	2.9	2.9
sorte	1.83	1.63	2.83	2.62
sot	2.3	2	1.84	2.76
sou	3.87	2.7	3.59	2.59
souche	3.92	3.07	2.97	2.32
soude	3.2	2.13	2.83	3.07
souffle	3.07	2.93	3.66	2.17
soufre	2.87	2.43	2.19	3.07
souk	3	2.7	2.93	3.62
soupe	4.32	4.03	3.4	2.29
souple	2.47	2.47	3.88	1.83
source	3.2	3.1	4.31	1.62
sourd	3.13	3.1	1.91	2.79
souris	4.83	3.73	3.07	2.48
sous	2.27	2.73	3	2.41
spasme	3.23	3.13	1.9	4.07
spectre	2	2.9	2.17	3.03
sphère	3.24	2.3	3.27	2.32
sphinx	3.73	3.57	3.57	2.45
sport	3.3	4.07	4.13	3.07
spot	3.77	2.77	3.16	2.48
spray	3.87	3.2	3	2.66
sprint	3.1	3.03	3.55	3.69
squash	3.54	3	3.2	3.21
stable	2.1	2.83	3.93	1.93
stade	3.93	4.17	3.48	3.28
stage	3.17	3.6	3.59	2.79
stand	3.67	3.13	3.25	2.38
star	2.73	3.9	3.28	2.86
steak	4.83	3.67	3.9	2.79
stock	3.1	2.7	3.21	2.66
stop	3.03	3.73	2.62	3.07
stress	2.4	3.67	1.28	4.34
stretch	2.93	2.4	2.79	2.97
strict	2.27	2.86	2.41	3.21
string	4.87	4	2.87	3.24
style	1.7	3	3.47	2.34
stylo	4.92	4.13	3.6	2.44
su	1.8	1.47	3.33	2.53
suant	2.7	2.17	2.07	3.59
sucre	4.73	4.03	3.67	2.14
sud	2.4	3.5	4.4	2.03
suée	3.67	2.93	2.23	3.38
suer	3.37	3.5	2.59	3.59
sueur	3.8	3.77	2.27	3.5
suite	2.56	2.57	3.2	2.7
suivre	2.47	2.83	3.37	2.69
sûr	1.77	1.7	3.84	2.07
