word	imageability (young adults)	imageability (older adults)	emotionality (young adults)	emotionality (older adults)
Galgen	91.55	82.91	-74.39	-86.63
Gang	69.33	60.96	5.4	8.16
Gans	92.1	93.26	21.83	34.89
Gänsehaut	79.86	84.91	2.16	-22.26
Garage	81.24	91.68	8.56	29.79
Garbe	46.86	84.35	12.33	26.16
Gardine	85.3	91.73	-2.11	33.68
Garn	74	83.32	4.16	17.16
Garten	80	92.09	47	54.16
Gärtner	69.7	89.65	27.17	45.95
Gärtnerei	68.19	83.95	26.89	41.68
Gasse	76.35	90.57	14.79	16.05
Gast	48.7	74.04	33.5	53.58
Gaul	79.71	92.26	-10.79	11.58
Gaumen	74.57	79.48	10.56	18.63
Gazelle	80.29	85.52	40.94	47.89
Gebäude	71.76	91.32	6.56	26.16
Gebet	42.35	58.04	-0.33	43.32
Gebiet	41.35	63.52	6.47	9.63
Gebirge	85.62	90	46.78	55.58
Gebiss	87.14	91.7	-8.22	-4.53
Geburt	66.8	74.78	30.39	59.05
Geburtstag	47.19	70.91	55.94	55.84
Gedächtnis	20.3	37.65	39.95	46.63
Gedanke	27.15	32.22	39.11	44.47
Gedicht	53.81	60.73	49.26	39.16
Geduld	16.67	39.57	27.89	48.37
Gefahr	30.29	40.17	-58.89	-61.21
Gefährdung	21.38	34.48	-44.32	-56.58
Gefängnis	82.05	83.83	-61.88	-75.2
Gefäß	71.35	81.86	7.56	22.79
Gefüge	25.05	35.3	-0.67	4.79
Gegenteil	18.6	31.91	-3.5	-12.58
Gegenwart	20.16	37.95	10.72	18.45
Gehalt	28.62	62.7	27.61	58.21
Gehege	70.62	81.04	-9.16	13.11
Gehirn	86.29	79.32	12.56	44.45
Geier	84.25	89.43	-26.17	-9.74
Geige	94.16	94.13	38.21	46.58
Geisel	65.3	75.52	-72.89	-83.32
Geist	60.55	51.05	19.94	13.26
Geiz	27	38.5	-56.22	-58.95
Geklapper	41.9	50.17	-23.33	-28.32
Geländer	80.85	86.5	8.05	26.63
Geld	78.42	91	18.39	52.74
Geldstück	86.55	93.91	18.83	42.63
Gelee	69.1	80.52	2.89	42.16
Gelenk	77.73	89.36	-4.47	21.05
Gemälde	73.4	91.41	33.61	47.05
Gemse	75.24	89.43	18.89	38.79
Gemüse	78.81	86.04	40.94	57.26
Gemüt	17.8	30.78	11.68	19
General	66.25	78.3	-37.72	-16.47
Genesung	24.52	46.52	56.22	73.58
Genick	73.53	87.09	-14	11.68
Genuss	33.1	53.04	63.94	51.42
Gepard	88.5	90.78	30.89	8.95
Gerät	54.55	60.17	4.22	16.05
Gericht	70.75	72.17	-1.89	-21.5
Geröll	71.68	81	-19.89	-26.95
Gerte	68.6	80.41	-15.53	-0.74
Geruch	30.62	39.09	2.44	9.32
Gerüst	81.11	89.96	-2.11	-9.58
Geschäft	55.5	78.48	9.06	22.53
Geschenk	75.53	66.27	59.72	56.55
Geschichte	49.72	60.53	32.11	26.32
Geschick	19.3	43.52	36.72	41.47
Geschirr	84.57	92.52	-5.95	30.47
Geschöpf	37.47	57.65	35.89	31.24
Geschoss	58.05	73.39	-17.63	-47.37
Geschrei	46.7	45.7	-36.94	-44.42
Gesetz	21.24	48.22	-1.28	24.58
Gesicht	81.48	91.57	38.56	33.05
Gespenst	84.9	65.39	-2.95	-51.37
Gespräch	50.21	50	24.28	43.95
Gestalt	50.74	64.35	7.32	15.74
Gestaltung	25.89	44.83	19.72	22.2
Gestank	46.19	39.78	-54	-65.84
Geste	45.83	49.95	26.37	21.63
Gesundheit	27.45	55.55	46.12	81.8
Getränk	73.05	80	34.47	52.84
Getreide	75.32	90.7	26.16	32.42
Gewalt	52.19	47.74	-70.56	-86.05
Gewand	68.55	81.95	20.89	30.21
Gewässer	66.47	86.58	36.72	37.32
Gewehr	90.42	88.48	-41.32	-67.05
Geweih	87.14	90.22	9	34.42
Gewicht	44.75	56.27	-19.56	1.74
Gewitter	77.6	85.14	21.53	-31.05
Gewürz	66.36	77.17	37.39	43.37
Giebel	65.9	87.5	13.78	15.89
Gier	33	43.36	-64.95	-65.89
Gift	61.45	56.87	-51	-77.3
Gigant	50.45	56.7	5.06	-10.11
Ginster	52.11	78.86	16.12	45.32
Gipfel	87.05	85.43	35.74	43.05
Gips	76.43	81.43	-4.05	1.47
Giraffe	92.43	93.96	37.58	43.47
Girlande	76.58	85.55	24.89	28.21
Gitarre	93.47	92.74	47	46.79
Gitter	82.85	87.22	-39.63	-25.74
Glas	88.25	88.43	10.94	18.05
Glatze	89.25	90.74	-30.79	-25.16
Glaube	29	37.17	17.53	34
Gleichnis	25.57	40.7	6.56	25.16
Gleichung	53.05	57.83	-0.94	3.74
Gleis	85.05	88.48	6.74	20.37
Gletscher	84.15	90.7	24.05	12.32
Globus	90.45	89.83	33	37.68
Glocke	92.95	91.65	20.32	45
Glück	35.62	39.87	76	77.21
Glucke	59.55	77.65	-21.78	27.84
Glühbirne	89.57	94.26	10.05	23.47
Glut	81.3	79.83	15	-17.84
Gnade	30.11	36.04	17.42	41.21
Gnom	66.7	65.77	-10.78	-17.11
Gold	81.4	86.73	38.72	48.05
Goldfisch	89.9	93	21.94	42.74
Gondel	80.76	88	14.16	33.26
Gönner	34.89	51.22	5.44	26.11
Gorilla	89.95	93.35	12.11	6.75
Gott	30.9	55.64	2	52.37
Göttin	65	56.09	29.21	29
Grab	86.2	87.7	-60.06	-70.84
Graben	76.05	88	-17	-6.95
Grad	33.53	50.17	10	2.58
Graf	68.65	60.86	3.11	-5.15
Gram	20.55	35.26	-39.83	-59.74
Gramm	26.05	60.57	6.84	10.68
Granate	84.83	83.83	-52.39	-85.42
Granit	66.5	81.43	-3.44	14.4
Grapefruit	80.68	91.22	33.4	40.58
Gras	89.86	90.78	38.5	42.26
Gräte	80.48	85	-29.47	-44.53
Grauen	22.95	44.39	-59.47	-64.95
Greis	74.47	85.83	-19.72	-12.84
Grenze	66.1	72.09	-21.74	-24.55
Grieß	71.16	89.39	6.95	25.42
Griffel	60.22	86.91	-1.71	20.89
Grille	80.37	88.41	22	9.79
Grimasse	70.4	72.41	7.95	-18.95
Groschen	79.95	92.57	14.78	31.32
Größe	41.29	52.7	19.5	17.89
Großmutter	69.8	89.65	51.44	80.11
Großstadt	73.9	85.13	39.78	37.47
Großvater	66.5	89.26	37.11	68.95
Grotte	75.76	82.32	4.47	10.79
Grube	79	86.96	-27.21	-21.79
Grund	46.07	53.25	4.58	13.16
Grundlage	11.38	38.74	10.61	20.42
Grundrecht	20	33.57	25.79	53.47
Grundsatz	7.8	29.96	2.72	34.21
Gruppe	53.65	77	14.67	15
Gruß	49.76	58.96	41.83	51.32
Gulden	59.25	71.13	14.89	38.58
Gummi	78.8	72.87	1.53	12.37
Gunst	23.2	30.39	19.67	38.11
Gurke	93.68	94	20.33	31.89
Gürtel	85.63	92.22	2.39	16.15
Güte	22.32	37.35	59.72	62.32
Gymnastik	63	72.29	7.89	33.05
Haar	89.55	93.5	31.78	39.95
Habicht	74.3	87.74	11.63	15
Hacke	80.48	85.32	-0.68	9.35
Hafen	84.2	88.61	33.39	45.61
Hafer	66.19	89.43	19.56	30.63
Häftling	79.7	83.35	-52.33	-58.95
Hagel	76.63	87.7	-20.42	-36.89
Hahn	89.55	94.48	5.33	38.63
Hähnchen	85.9	90.09	28.44	34.74
Hai	95.55	93.41	-12.22	-58.84
Haken	83.41	82.83	-17.37	9.63
Hälfte	51.65	66.39	-3.72	5.58
Hall	29.68	38.38	18.9	0.74
Halle	68.24	86.65	6.78	19.3
Halma	60.05	82.48	12.17	30.95
Hals	88.59	86.65	23.79	26.05
Halsband	85.9	91.18	2.79	19.26
Halstuch	88.94	92.45	15.21	39.37
Haltung	45.05	46.39	6.22	23.47
Hammer	96.9	92.59	-1.94	13.26
Hamster	90.4	89.61	29.42	21.79
Hand	91.81	92.59	22	36.95
Handel	35	45.23	0.72	15.3
Handgelenk	87.65	91.13	0.21	27.58
Händler	55.76	70.45	4.67	6.84
Handschuh	91.35	93.74	18.53	37.74
Handtasche	81.9	90.82	10.11	27.42
Handtuch	88.5	93.86	22.94	36.8
Handy	94.25	91.14	9.17	29.16
Hanf	77.16	73.39	6.89	2.26
Hantel	85.62	84.87	6.42	6.53
Harfe	90.25	91.61	47.89	48.1
Harke	82.85	90.52	-4.63	13.16
Harpune	83.55	85.96	-26.53	-33.79
Härte	28.5	41.26	-21.06	-25.84
Hase	91.14	94.13	38.5	46.68
Haselnuss	88	95.22	20.94	42.26
Haube	71.1	81.62	-3.39	5.42
Häuptling	69.85	78.87	18.53	1.75
Hauptmann	64.67	70.78	-15.16	-15.89
Haus	92.68	94.32	32.47	45.21
Haustier	73.52	91.96	26.56	48.63
Haustür	86.85	92.04	6.28	29.16
Haut	83.63	90.09	33.28	32.74
Hebamme	69.35	84.78	26.22	45.58
Hebel	81	84.17	6.17	11.74
Hecht	80.8	89	15.17	35.26
Heer	63.15	79.22	-43.63	-41.95
Hefe	67.35	74.39	11.61	29.47
Heft	85.95	87.96	13.11	14.74
Hefter	80.16	82	4.67	13.42
Heil	28.85	34.09	-7.22	23.21
Heim	55.48	69.04	19.42	58.63
Heimfahrt	42.45	61.82	30.39	59.53
Heiterkeit	32.9	57.41	59.27	74.12
Heizung	84.11	89.74	26.21	63.74
Hektar	38.05	54.13	8.58	7.68
Held	41.45	40.95	41.68	28.2
Heldenmut	22.63	37.65	27.28	15.89
Helm	86.95	88.57	3.78	9.11
Hemd	84.95	94.17	11.28	25.3
Hemmnis	12.3	41.83	-43.33	-40.79
Hengst	85.81	90.91	9.84	30.11
Henkel	77.84	89.74	3.28	18.63
Henker	72.86	72.52	-67.37	-93.11
Henne	80	92.04	12.68	22.42
Herbst	66	73.57	41.28	25.74
Herd	89	93.43	13.89	31.63
Herdplatte	87.45	94.27	-4.61	9.68
Hering	77.67	92.27	14.61	39.63
Herr	46.45	75.27	-1.47	24.05
Herrscher	44.38	62.27	-45.06	-36.16
Herz	95.3	86.91	55.06	47.2
Herzog	46.2	67.39	-2.89	-0.95
Heu	86.21	88.55	21.61	42.47
Hexe	87.2	73.09	-2.83	-45.32
Hilfe	32.26	47.36	34.05	55.89
Himbeere	91.05	92.04	49.84	48.11
Himmel	83.5	89.61	60.56	65.21
Hinweis	19	33.57	11.33	22.21
Hirsch	91.25	93.65	29.47	45.32
Hirse	66.35	76.43	7.26	19.16
Hirte	72.05	85.78	25	36.68
Hobel	72.84	87.22	-5.28	14.47
Hochhaus	89.14	91.13	-17.05	1.89
Hochschule	63.9	70.26	31.53	56.32
Hochzeit	71.32	89.36	47.22	70.84
Hocker	90.53	89.3	6.47	14.26
Hockey	75.77	82.78	9.37	18.84
Hof	69.74	84.96	16.33	24.21
Hoffnung	22	36.43	68.11	68.05
Höhe	60.53	66.83	4.56	-4.58
Höhle	81.32	84.04	12.47	-13.47
Hohn	27.05	31.91	-38.47	-51.6
Holz	88	86.43	25.83	28.84
Holzhaus	85.58	91.65	34.33	35.05
Honig	83.32	88.96	39.95	53.53
Horn	86.1	78.52	6.67	1.89
Hornisse	87.26	85.52	-25.74	-44.5
Hort	36.63	68.86	1.82	32.58
Hose	91.43	94.77	19.53	30.11
Hotel	72	90.3	27.79	39.63
Huf	80.19	87.61	4.67	10
Hufeisen	87.62	91.55	30.67	40.11
Hüfte	78.9	85.13	20.47	19.37
Huhn	88.3	93.68	6.74	33.84
Hummer	88.14	87.43	24.21	24
Humor	30.2	48.13	64.25	64.63
Humpen	57.31	83	13.38	9.58
Hund	92.55	96.57	28.28	51.05
Hunger	40.9	58.23	-38.17	-46.15
Hupe	77.1	78.21	-3.74	-11.37
Hürde	64.41	74.39	-24.28	-5.68
Husar	61.07	75.7	3.88	-1.68
Hut	93	91.09	7	23.58
Hütte	81.74	88.96	29.06	30.47
Hyäne	87.62	86.04	-22.32	-28.68
Hydrant	79.55	82.74	14.78	20.79
Ideal	19.15	30.7	31.94	44.47
Idee	29.6	40.13	55.78	53.89
Igel	94.85	91.87	30.5	42.26
Iglu	90.95	84.09	32.06	25.35
Ikone	47.4	75.91	21.17	29.47
Imbiss	66.11	79.22	13.63	39.58
Imker	77.25	80.48	28.94	40.11
Impfung	60.7	83.26	4.22	-7.11
Inbegriff	9	29.55	6.32	13.58
Indianer	88.25	81.13	33.39	23.79
Industrie	49.79	62.04	-27.78	5.89
Inhalt	27.58	44.09	11.26	13.47
Insekt	80.29	87.43	-6.68	-14.58
Insel	89.58	91	59.11	47.05
Instanz	23.52	40.91	-24.11	-4.95
Institut	50.58	66.43	15.06	23.47
Instrument	65.29	86.3	40.58	27.63
Internat	50.24	72.65	-11.44	12.16
Interview	48.58	59.39	3.79	10.37
Ironie	21.76	34.43	10.47	-12.58
Irrtum	12.2	31.48	-23.11	-30.95
Jacke	90.68	91.7	16.67	40.53
Jade	61.84	63.91	41.67	35.47
Jagd	66.24	67.87	-28.53	-16.79
Jagdhund	82.21	90.22	0.33	28.16
Jäger	75	88	-12.89	-3.32
Jaguar	87.75	86.83	43.53	8.68
Jahr	34.17	50.5	17.5	19.25
Jahreszeit	36.68	65.61	31.44	16.11
Jalousie	87.43	91.48	9.56	32.79
Joghurt	79.35	83.74	36.72	53.3
Joker	78.09	72.57	46.5	36.84
Journalist	57.84	72.74	15.06	13.32
Jugend	38.05	66.91	36.78	77.84
Junge	74.2	90.78	20.26	43.6
Jungfrau	47.16	64.61	14.11	33.74
Jupiter	64.43	67.45	17.68	20.58
Juwel	75.6	71.35	35.61	48
Kabel	87.45	84.09	1	4
Kabine	72.4	81.26	15.89	23.68
Kachel	83.32	87.65	-0.56	20.68
Kadett	54.55	58.96	-9.76	2.11
Käfer	90.1	90.83	10.67	-4.53
Kaffee	90.75	94.65	30.83	50
Käfig	85.85	93.86	-39.84	-47.05
Kaftan	49.93	63.73	-16.67	1.5
Kahn	80.15	92.55	12.17	36.16
Kaiser	62.76	75	-11.89	-1.79
Kajak	81.79	87.13	28	23.58
Kajüte	71.53	88.04	31.61	35.26
Kakao	82.45	88.91	49.05	49
Kaktus	90.05	92.65	17.33	20.58
Kalb	88	90.87	21.33	38.32
Kalender	79.24	90.48	20.06	24.37
Kalif	60.15	58.7	4.63	-13.79
Kalk	66.1	68.59	-16.5	-3.63
Kamel	92.48	93.61	27.61	35.32
Kamera	89.8	92.23	39.32	34.95
Kamerad	47.55	67.96	16.61	57.47
Kamille	78.1	82.91	32.05	42.42
Kamin	88.45	92.22	50.67	50.42
Kamm	90.95	94.74	9.11	19.78
Kammer	68.45	87.48	-17.33	6.32
Kampf	59.15	63.18	-33.61	-45.42
Kanal	75.05	87.96	-2.05	22.63
Känguruh	93.33	89	42.33	34.11
Kaninchen	92.85	93.52	39.33	44.89
Kanister	78.58	90.73	-6.28	3
Kanne	88.67	93.57	11.32	26.89
Kanone	87.57	87.7	-42.79	-68.21
Kante	72.44	75.65	-13.84	4.37
Kanu	90.9	89.68	36.94	27.26
Kanzler	59.95	78	-14.94	0.05
Kapelle	77.81	90.05	9	54.16
Kapitän	76	86.26	33.5	36.21
Kaplan	47.75	74.83	-19.27	13.79
Kappe	73.79	81.59	1.39	15.74
Kapsel	71	78.35	-6.17	4.42
Kapuze	87.37	88.26	24.39	23.37
Karaffe	75.84	90.78	20.21	26.42
Kardinal	55.8	83.48	-29.94	3.95
Karotte	92.75	88.91	20.11	44.79
Karpfen	77.9	92.7	5.89	34.25
Karren	74.1	84.09	4.67	11.16
Karte	84.45	79.65	12.83	20.16
Kartell	26.6	39.26	-29.47	-36.79
Kartoffel	93.85	95.26	21.16	50.84
Karton	76.85	92.87	5.68	10.85
Karussell	86.19	94.7	24.32	24
Käse	88.42	91.04	44.11	45.53
Kaserne	73.62	85.09	-39.95	-40.58
Kasper	70.24	85.35	11.56	22.11
Kasse	79.45	79.22	-0.22	19.89
Kassette	88.21	85.96	16	22.05
Kästchen	75.11	86.78	11.83	7.68
Kasten	82.85	85.52	0.11	4.47
Katalog	73.2	84.96	13.32	15.68
Katapult	79.95	75.27	-5.37	-20.5
Kater	87.05	92.68	9.17	34
Katze	92.38	93.3	33.32	44.16
Kaufhaus	73.68	87.39	10	36.05
Kaufmann	48.11	73.83	8.37	19.05
Kaugummi	86.42	85.13	10.72	-12.63
Kaulquappe	87.95	89.57	9.06	-6.37
Kautabak	61.41	75.78	-12.05	-42.63
Kautschuk	48.79	66.22	10.68	21.37
Kavalier	51.48	68.09	42.58	38.84
Kaviar	86.8	87.13	8.74	25.74
Kegel	84.2	88.91	6.78	12.95
Kehle	69.35	84.35	-9.21	1.25
Kehlkopf	76.8	82.22	-9.44	14.74
Keil	72.58	79.91	-9.84	-1.11
Keks	91.37	87.65	38.22	53.89
Kelch	80.3	88.48	10.56	27.16
Kelle	83.62	89.96	7.32	13.32
Keller	83.71	85.7	-14.11	-10.84
Kellner	76.21	87.36	15.05	23.42
Kenntnis	16.95	37.65	34.05	46.63
Kerker	79.5	80.83	-63.17	-79.89
Kerl	54.5	70.3	3.78	-6.32
Kern	77.53	84	8.67	14.21
Kerze	91	93.5	34.05	37.47
Kessel	86.95	85.78	5.58	8.83
Ketchup	89.05	85	12.39	29.58
Kette	92.56	92.78	20.68	10
Kiefer	78.2	94	4.47	42.11
Kieme	70.48	72.96	3.11	6.65
Kies	80.52	83.82	4.61	11.74
Kiesel	76.58	80.61	11.22	12.95
Kilo	42.05	56.95	-5.94	10.58
Kimono	86.71	84.78	35.29	27.4
Kind	93.72	92.91	42.58	78.12
Kinn	85	93	8.79	21.26
Kino	82.8	89.17	53.79	41.74
Kiosk	83.7	90.22	17.21	15.95
Kirche	94.21	95.78	-0.63	43.58
Kirchturm	85.95	95.43	21.05	41.16
Kirsche	94.7	95	47.11	63.74
Kissen	92.62	92.48	43.53	45.16
Kiste	86.71	93.17	4.63	9.16
Kittel	82.25	87.13	-1.61	-0.47
Kiwi	92.63	89.74	38.32	44.63
Klammer	80.05	85.96	1.22	10
Klang	36.1	49.91	45.32	43.21
Klappe	63.15	70.73	-5.78	0.7
Klapper	59.68	74.86	-8.38	15.63
Klasse	48.71	77.5	8.84	18.75
Klavier	93.05	95.32	47.95	57.68
Kleber	70.19	82.09	1.33	9.47
Klecks	77.52	80.09	2.22	-31.21
Klee	84.4	94.61	39.5	43.26
Kleid	87.48	94.36	42.37	30.37
Kleidung	69.55	87.26	23.67	41.79
Kleinkind	72.32	92.05	27.95	55.68
Kleister	64.95	84.61	-2.06	0.53
Klempner	65.33	83.22	-4.11	15.16
Klette	60.75	80.26	-17.83	-10.26
Klingel	85.57	86.48	-1.56	19.37
Klinke	85.21	92.17	6.44	16.16
Klippe	81.42	78.74	-0.74	-9.58
Klo	87.9	91.22	-6.44	18
Kloß	75.67	88.09	6.33	32.74
Kloster	79.57	83.87	-10.63	10.21
Klotz	69.89	83.14	-18.74	-15.32
Klumpen	72.85	81.39	-18.68	-13.05
Knall	48.8	41.95	-33.33	-46.68
Knäuel	77.7	84.48	6.22	6.63
Knecht	56.1	75.26	-41.42	-26
Kneifzange	81.45	92.26	-20	4.53
Kneipe	78.74	87.74	19.83	-12.2
Knete	73.35	78.61	13.06	17.42
Knie	87.76	92.57	3.05	27.63
Knoblauch	90.5	88.61	25.89	-8.58
Knöchel	81.6	86.7	-5.37	12.16
Knochen	88.67	87.83	-14.16	-0.05
Knödel	84.21	91.09	27.33	46.47
Knopf	87.53	91.7	10	24.05
Knospe	84.25	91.57	52.42	57.79
Knüppel	82.9	82.36	-48.5	-34.79
Kobold	70.64	63.04	14.06	3.26
Kobra	87.7	80.77	1.33	-41.67
Koch	79.33	86.43	38.32	42.11
Kochlöffel	89.5	91.52	17.37	26.32
Kochtopf	88.85	94.7	20.58	33.35
Koffer	92.21	93.14	23.68	26.53
Kofferraum	83	89.7	2.78	10.63
Kohl	82.15	90.55	7.94	29.1
Kohle	84.57	89.87	5.58	22.37
Kohlrabi	83.14	93.09	6.33	47.21
Kokosnuss	91.5	89.96	36.79	37.05
Kolibri	84.57	86.96	42.53	53.74
Kollege	50.29	69.04	20.78	48.63
Komet	77.86	78.52	23.83	22
Komma	83.62	88.35	1.16	-0.53
Kommissar	52.3	55.78	4	-6.11
Kommode	76.81	85.27	10.22	15.11
Kompass	92.05	92.14	22.61	33.75
Komponist	54.75	61.7	36	46.84
Kompost	75.05	83.17	7.94	-7.11
Kompott	73.05	88.09	22.11	42.89
Konditor	59.94	83.35	24.39	53.95
Konferenz	48	67.04	-5.56	-2
Konfetti	86.68	92.35	30.39	21.11
König	80.14	71.39	1.47	0.26
Königin	78.95	77.78	23.89	9.53
Konserve	80.5	84.43	1.39	12.5
Kontakt	32.6	50.43	28.89	45.42
Kontrabass	91.45	90.39	34.11	30.47
Konzept	23.55	45.43	13.5	22.32
Konzert	67.25	76	59.33	70.95
Kopf	89.76	95.09	21.95	33.84
Kopftuch	90.76	91.78	-13.95	4.42
Kopfweh	43.79	58.91	-56.72	-53.11
Kopierer	85.23	84.3	2.26	28.05
Koralle	86.85	85.91	49.29	33.89
Korb	85.78	88	17.22	20.53
Korken	87.37	88.91	19.72	11.47
Korn	79.6	87.52	33.22	24.74
Kornblume	71.53	90.52	44.89	56.79
Kornfeld	82.16	92.18	44.89	46.37
Körper	82.5	84.26	32.26	32.53
Korsett	80.35	85.13	-13	-24.68
Kosak	57.94	75.59	5.21	-9.47
Kosten	23.86	38.61	-47.26	-32.84
Kostüm	70.65	81.86	28.22	33.37
Kotelett	82.2	94.43	23.53	29.16
Krabbe	85.15	86.61	22.32	14.58
Kraft	41.45	41.65	33.5	42.21
Kragen	74.47	87.04	-4.44	22.11
Krähe	86.35	93.83	-7.84	4.47
Kralle	83.77	83.57	-24.37	-24.53
Kran	87.05	89.48	0.56	14.05
Kranführer	59.9	82.13	3.28	13.11
Kranker	53.21	73.04	-51.61	-58.75
Krankheit	42.24	62.91	-72.96	-72.76
Kranz	81.84	91.22	2.9	-4.05
Kraut	63.35	80.5	8.94	24.16
Krawatte	91.33	94.22	1.22	29.47
Krebs	95.1	81.77	-35.94	-45
Kreide	81.25	84.61	4.61	15.84
Kreis	94	92.84	12	12.95
Kreisel	79.18	83.64	23.78	11.42
Kreislauf	51	54.65	17.89	27.42
Kreissäge	83.26	88.32	-29.72	-9.16
Kresse	73.68	81.91	22.32	32.16
Kreuz	91.52	91.82	-16.94	5.89
Krieg	65.42	71.83	-80	-87.58
Krieger	73	69.23	-24	-61.32
Krise	26.55	36.74	-52	-48.84
Kristall	73.05	79.67	31.56	39.21
Kritik	24.25	35.48	-11.37	-4.55
Krokodil	95	95.26	-6.5	-23.79
Krone	91.38	87.96	19.94	25
Kröte	89.81	92.95	1.67	-7.16
Krücke	87.85	86.09	-35.5	-38.32
Krug	87.29	92.09	22.28	27.21
Kübel	66.24	83	-7.63	7.79
Küche	79.75	93.63	29.21	38.95
Kuchen	89.1	96.13	39.89	58.32
Kuckuck	79.8	88.35	23.89	46.63
Kugel	93.15	91.43	9.06	5
Kuh	94.95	94.91	22.11	35.53
Kuhstall	82.71	88.26	7.94	14.89
Kuhweide	77.2	82.26	20.67	21.05
Küken	92.56	95	46.58	59.32
Kulisse	55.05	66.57	21.21	12.05
Kult	28.33	40.09	-13.33	-1.58
Kümmel	78	88.55	4.44	25.74
Kummer	29	43.96	-61.06	-61.68
Kunde	44.1	67.48	9.84	30.37
Kunst	52.86	52.26	37.32	59.26
Künstler	51.6	72.65	43.28	45.32
Kunststück	37.95	59.35	35.32	27.05
Kupfer	64.42	74.55	5.94	16.63
Kürbis	91.26	91.39	35.58	36.63
Kurgast	46.11	68	6.67	31.26
Kurs	37.05	49.09	18.78	20.11
Kurve	75.5	84	14.11	12.58
Kusine	45.64	71.04	26.22	38.74
Kuss	80.65	89.39	79.85	83.56
Küste	78.59	87.17	59.32	49.68
Kutsche	87.35	91.27	25.47	40.95
Kutte	75.11	83.82	-5.32	2.11
Labyrinth	81.9	76.13	1.89	-30.37
Lachs	79.35	89.52	27.83	42.47
Laden	74.35	85.91	13.78	24.35
Lage	20.84	38.3	2.53	3.79
Lager	65.7	69.39	-19.5	6.6
Laken	87	91.87	11.05	25
Lakritze	81	86.05	10.17	15.32
Lama	86.75	91.48	29.11	33.53
Lametta	84.33	88.04	6.11	25.16
Lamm	87.05	93.59	29.47	55.11
Lampe	92.18	95.87	19	42.8
Land	61	83.43	20.42	36.26
Landhaus	81.26	89.87	32.11	46.89
Landschaft	67.55	83	51.16	53.05
Languste	68.33	79.96	15.61	19.53
Lanze	82	81.74	-17.72	-20.16
Lappen	81.95	82.68	-7.84	7.85
Lärche	74.9	88.86	27.11	52.11
Larve	74.47	80.57	-8.21	-29.2
Lasso	88.67	87.26	8.21	-0.95
Last	48.85	62.43	-44.39	-45.89
Lastwagen	86.42	95.09	-16.61	-3.1
Laterne	84.26	92.65	26.21	36.5
Laub	82.25	89.43	26.84	10
Laube	70.15	89.3	22	35.68
Lauch	78.24	85.13	23.32	37.05
Laune	25.65	41.52	20.84	5.63
Laus	77.4	86.39	-35.79	-76.32
Laut	36.8	36.64	3.95	-10.37
Lava	85.81	77.78	-0.33	-38.26
Lawine	76.43	82.22	-34.89	-58
Leben	29.6	58.57	71.56	76
Leber	71.71	83.87	-12	9.05
Leberfleck	86.95	88.95	-4.32	-10.79
Leder	74	84.96	16.9	23.16
Leere	40.76	41.78	-41.94	-21.47
Legende	28.05	40.18	31.5	18.32
Lehm	72.6	78.65	14.33	6.63
Lehne	76.62	81.23	15.78	28.79
Lehre	26	44.32	2.33	37.58
Lehrer	69.5	72.09	0.94	24.16
Lehrerin	63.25	78.04	9.79	31.58
Lehrling	52.48	75.23	4.44	21.79
Leiche	81.76	82.96	-78.56	-93.32
Leier	43.05	62.14	11.83	12.53
Leim	77.9	80.43	-5.11	-0.53
Leine	78.65	85.27	4.05	7.95
Leinen	64.85	72.48	13.78	24.68
Leinwand	79.75	86	35	23.84
Leistung	22.11	43.91	0.37	33.95
Leiter	83.38	92	3.58	20.68
Leitung	50.37	58	-4.32	16.84
Lenker	77.21	77	11.72	21.47
Lenkrad	87.45	92.3	11.78	20.37
Leopard	86.9	88.26	31.89	3.89
Lerche	68.6	90.78	28.37	54.26
Lesung	48.6	60.39	42.84	32.11
Leute	55.55	71.78	13.67	18.11
Lexikon	75.05	91.26	36.72	52.11
Liane	77.8	70.13	20.67	10.84
Libelle	90.3	86.3	32	34.1
Licht	71.74	80.96	48.58	70.63
Lid	79.62	83.14	17.68	24.79
Liebe	45.45	55.87	74	90
Liebschaft	31.67	55.32	45.28	31.89
Lied	46.9	62.64	57.67	55.7
Liege	80	92.09	25.56	35.89
Liegestuhl	88.71	94.13	45.63	43.21
Likör	65.6	83.83	19.53	24.84
Lilie	85.85	92.61	44.79	45.74
Linde	79.5	93.35	36.33	50.74
Lineal	87	91.61	5.5	18
Linie	89.63	83.48	9.37	12.21
Linse	80.5	86.3	7.89	22.11
Lippe	89.6	92.57	34.26	25.68
Liste	62.84	82.87	-0.44	0.58
Litanei	21.87	30.26	-22.69	-21.11
Liturgie	26.37	48.74	10.07	13.16
Lob	27.95	47.65	49.72	63
Loch	83.4	87.05	-15.95	-23.74
Locke	83.5	87.74	31.28	33.16
Löffel	94.2	93.83	15.44	27.47
Logik	16.62	29.61	29.58	51.05
Lok	87.76	94.27	22.63	22.74
Lokal	74.43	79.14	18.83	17.42
Lorbeer	79.9	85.13	21.89	32.6
Los	65.05	69.43	21.32	17.68
Lösung	32.55	36.17	40.78	37.58
Löten	61.21	72.22	2.79	5.68
Lotterie	48.3	59.18	15	10.89
Löwe	96.71	97.13	38.58	-3.79
Löwenzahn	90.8	92.17	38.94	43.84
Luchs	86.1	89.09	19.11	31.95
Lücke	68.29	71.78	-9.44	-12.47
Luft	50.3	44.59	48.26	50.11
