word	valence	arousal	concreteness	imageability	context availability	familiarity
editora	5.62	4.5	5.38	3.0	3.36	4.57
educadora	6.71	4.3	4.91	4.57	4.57	4.82
efectividad	7.0	4.05	3.2	1.95	3.92	5.7
efecto	5.36	4.65	2.3	1.95	3.0	4.95
egoísmo	2.27	6.9	3.33	2.36	4.55	5.77
ejecutivo	5.29	5.13	5.65	6.05	4.62	4.19
ejemplar	5.91	4.32	2.36	2.33	4.1	5.45
ejemplo	5.45	4.09	2.05	1.82	4.32	6.52
electricidad	5.36	5.3	4.3	4.15	3.64	6.13
elegante	7.95	4.4	4.35	4.95	5.39	6.27
elemento	5.09	4.25	1.55	1.86	3.64	5.83
eliminación	2.59	5.0	3.8	2.75	3.26	5.43
elogio	7.8	6.05	3.14	2.8	4.22	4.81
embajada	4.95	4.73	5.4	4.14	4.0	3.57
embarazada	7.68	5.95	6.76	6.73	6.29	6.1
embarazo	7.2	7.18	5.95	6.85	6.52	6.09
emoción	8.3	8.23	2.5	3.15	6.43	6.55
emperador	4.85	5.05	5.05	5.05	4.18	4.29
emperatriz	5.1	4.75	5.38	4.59	3.5	4.29
empresaria	5.57	4.48	4.18	4.48	4.43	5.35
empresario	5.29	4.8	4.73	4.71	4.62	5.38
enamorado	8.05	6.0	4.1	4.0	6.5	6.35
encaje	5.52	3.8	4.95	5.14	2.95	4.48
encuentro	7.25	5.86	2.65	3.65	5.43	6.35
enemigo	2.57	6.95	5.1	3.4	4.85	5.64
enérgico	6.9	6.18	4.57	4.17	5.14	5.0
enfadado	1.95	6.9	5.04	5.09	5.91	6.48
enfado	2.43	7.35	4.74	4.74	5.77	6.62
enfermedad	1.35	8.35	2.35	3.1	5.77	6.1
enfermero	5.5	5.6	6.0	6.57	6.18	6.25
enfurecido	2.5	7.24	5.26	4.52	4.77	5.19
engañar	1.48	7.64	4.05	2.67	5.0	6.23
enigma	5.27	6.68	2.95	2.65	3.35	4.24
enmienda	4.7	4.0	4.3	1.83	1.77	3.14
enredo	3.33	5.86	3.55	3.71	3.85	5.5
enterrador	1.6	6.4	5.81	5.41	4.68	3.95
entierro	1.35	7.27	6.15	5.95	6.2	5.71
entorno	5.95	5.25	2.9	2.64	4.88	6.2
entusiasmo	7.91	7.35	3.4	2.75	5.09	5.81
episodio	5.71	4.14	3.9	3.05	4.8	6.32
época	5.22	4.65	2.55	2.76	3.82	5.71
erección	6.9	7.41	6.27	6.57	5.96	6.2
erótico	7.48	7.14	5.35	5.43	5.77	6.09
escala	4.75	3.73	2.5	2.91	4.35	5.91
escalera	4.95	4.0	6.29	6.82	6.36	6.6
escaparate	5.86	3.83	4.91	6.67	5.14	6.0
escasez	2.04	6.35	3.55	3.76	3.82	5.55
escena	5.55	4.55	3.45	4.35	5.55	5.7
escenario	6.5	6.38	5.2	6.41	5.9	5.55
escéptico	4.23	4.55	4.0	1.77	2.55	3.91
escorpión	3.35	6.5	6.7	6.78	5.36	5.05
escote	5.71	4.87	5.68	6.52	4.62	6.23
escritora	6.04	3.52	5.68	5.14	5.0	6.09
escuela	6.15	4.9	5.52	6.65	6.32	6.67
escultora	6.39	4.17	5.27	4.14	3.52	4.73
esfuerzo	7.85	5.55	2.4	3.09	5.35	6.15
espanto	2.86	7.45	3.05	2.68	3.41	4.1
espantoso	2.55	6.35	3.83	3.61	5.59	5.24
esperanza	7.7	4.65	2.5	2.3	4.5	5.95
esqueleto	4.38	5.0	5.9	6.62	5.95	5.86
esquina	4.45	4.1	5.59	6.62	4.5	5.81
estado	5.17	4.86	2.35	1.95	3.45	5.55
estallido	3.35	7.45	5.25	3.95	4.73	4.09
estantería	5.0	3.65	5.73	6.81	5.0	6.0
estilista	6.2	4.55	5.38	5.25	4.95	4.55
estilo	6.35	3.82	2.5	3.3	3.96	6.0
estimulación	6.73	6.75	3.3	2.15	4.22	5.86
estímulo	6.09	6.55	3.4	2.5	4.7	5.95
estómago	4.73	4.27	5.95	5.87	5.23	6.57
estrecho	4.48	4.95	3.85	4.6	5.15	5.38
estuche	5.17	3.7	5.67	6.75	6.45	5.9
eternidad	6.7	4.55	2.68	1.9	3.91	4.75
ética	6.95	3.77	3.27	1.9	3.96	4.95
etiqueta	4.81	3.86	4.41	6.2	5.2	6.05
eufórico	7.68	7.2	4.91	4.74	5.55	5.3
evolución	7.09	5.59	2.59	2.73	4.41	5.61
exceso	3.88	6.9	3.09	3.15	4.45	6.0
excitado	7.62	7.82	4.17	4.78	5.95	6.0
exclusión	2.22	6.86	3.05	2.55	4.14	4.23
excursión	7.67	5.81	4.3	5.09	6.8	6.2
exhibición	5.82	6.15	3.8	3.85	4.17	5.55
exigencia	4.38	6.23	3.4	1.77	4.45	5.19
exilio	2.82	5.95	3.76	4.1	3.5	4.55
éxito	8.3	6.7	2.45	3.6	5.41	5.95
explosión	1.59	8.25	5.1	5.45	5.61	5.59
explotación	2.0	7.55	3.6	3.09	4.91	4.67
explotador	1.85	7.15	3.38	2.73	2.95	4.73
éxtasis	6.29	7.55	4.41	3.41	4.25	5.0
extinción	2.33	5.48	3.65	2.32	3.8	5.2
extrañeza	4.18	4.82	3.14	1.86	2.59	4.6
fábrica	4.14	4.5	6.09	6.27	5.23	5.95
facha	3.05	6.81	3.55	4.15	5.0	4.82
facilidad	6.65	4.2	2.45	2.45	3.59	6.25
facultad	5.71	5.68	4.38	5.81	6.15	6.45
falda	6.04	4.17	6.0	6.86	5.81	6.64
falso	2.71	6.14	3.25	2.5	3.75	6.19
famosa	5.6	6.0	4.33	4.9	5.82	5.95
fantasía	7.86	5.7	2.82	2.61	4.14	5.91
farmacéutica	5.75	4.04	5.95	6.48	5.81	5.86
faro	5.6	3.05	6.7	6.86	5.59	4.9
fascinación	7.33	6.95	3.0	2.26	4.15	4.75
fascinante	8.36	6.2	3.2	1.6	3.7	5.5
fatalidad	2.32	6.7	2.35	1.86	2.86	4.68
faz	4.91	3.45	3.1	2.17	2.32	3.35
fealdad	3.14	5.25	3.36	3.81	3.77	3.76
fecha	5.05	4.64	3.91	3.9	6.3	6.7
felicidad	8.83	5.3	2.85	4.0	5.95	6.75
feliz	8.55	5.55	5.0	5.39	6.41	6.77
figura	5.14	3.83	2.5	5.38	4.29	5.0
firma	5.45	3.95	5.48	6.27	5.65	6.05
flamenco	5.86	4.19	4.95	5.85	5.0	4.86
foco	4.86	4.86	4.86	6.0	5.0	4.85
follón	3.67	6.5	3.61	4.61	5.86	5.95
forastero	5.09	4.05	3.85	4.55	4.91	4.61
fortuna	7.09	5.7	2.62	4.4	4.55	4.9
fotógrafa	7.35	3.85	5.57	6.29	6.27	6.14
fotografía	6.5	3.85	5.76	6.3	6.14	6.5
fotógrafo	6.45	4.05	6.59	6.64	6.13	5.95
fracaso	1.61	7.75	3.27	2.48	4.23	5.76
fracción	4.67	3.35	3.15	4.0	3.55	4.14
fragilidad	3.05	4.6	3.4	3.3	4.73	5.85
frialdad	3.33	4.81	2.85	2.3	3.4	5.1
frustración	1.88	5.62	3.8	2.32	4.0	5.5
fruto	6.23	3.15	4.14	5.91	4.95	6.18
fuerte	7.5	6.19	3.73	4.96	5.4	6.71
fuerza	7.63	7.24	2.2	3.41	5.4	6.5
fugitivo	2.85	6.91	4.05	5.14	5.26	4.25
función	5.33	4.05	2.59	2.17	3.45	5.5
furgoneta	5.25	4.35	6.27	7.0	5.38	6.14
furia	3.05	7.09	3.76	3.62	4.64	5.19
fusil	2.59	6.86	6.4	6.3	4.45	5.15
fútbol	5.32	6.0	6.64	6.32	6.17	6.65
futuro	7.4	7.41	2.0	2.61	4.48	6.75
gabardina	5.0	3.3	6.32	6.52	4.0	4.73
galardón	7.75	6.0	4.27	3.14	3.14	4.33
ganado	6.29	4.14	4.65	6.0	5.25	4.5
ganadora	7.5	6.05	4.1	5.24	4.68	6.09
ganar	7.58	7.1	4.14	3.45	6.15	6.52
gangrena	2.4	6.36	5.39	4.26	2.68	3.7
garfio	4.29	4.87	6.0	6.43	3.38	4.04
garganta	4.55	3.95	6.35	6.14	5.09	6.4
garrote	3.15	6.3	5.05	4.32	3.05	3.2
gato	5.76	4.1	6.38	7.0	6.4	6.62
gemido	5.27	7.1	4.5	3.86	5.38	5.77
género	4.9	3.91	2.5	3.81	3.86	5.45
genialidad	8.27	5.7	3.2	2.3	4.04	4.86
genio	6.45	5.2	3.86	4.95	4.55	5.82
gente	6.48	5.41	3.1	6.6	6.2	6.85
gerente	4.73	5.2	5.24	3.5	2.95	4.48
gestión	4.64	4.5	3.5	2.48	3.73	5.25
gimnasio	5.5	6.1	6.2	6.87	5.75	6.77
gimnasta	6.04	4.96	5.59	5.9	5.24	4.82
giro	4.86	4.82	4.3	4.18	4.0	6.45
globo	6.17	3.6	5.77	6.48	6.5	5.57
gobernador	3.45	5.45	6.23	5.71	4.55	5.45
goce	7.1	6.77	3.09	2.77	4.55	4.65
golfista	5.1	4.0	5.48	5.95	4.68	5.3
golfo	4.19	4.7	4.29	4.15	3.45	4.09
gota	5.41	3.29	5.25	6.65	5.85	6.52
gozar	7.77	4.4	3.86	3.4	6.05	4.95
grado	5.39	4.27	3.1	1.91	4.18	5.62
graduada	7.07	6.61	4.36	5.52	4.95	5.95
granjero	5.5	2.95	5.95	6.38	5.19	4.76
grano	3.7	4.77	4.68	6.52	5.2	6.23
grave	2.7	6.82	3.78	3.39	5.18	5.82
grieta	3.0	4.85	6.14	6.85	3.88	4.75
guante	5.15	3.95	6.14	6.86	5.91	6.62
guardería	6.55	4.43	6.2	6.35	5.6	5.33
guardián	5.29	4.91	3.82	4.1	3.29	4.36
guerrero	3.65	6.23	5.7	5.45	4.26	5.55
guión	4.9	4.23	4.24	5.09	5.3	5.0
habilidad	7.26	4.85	3.4	2.65	4.45	6.45
habitación	5.63	3.52	5.76	6.71	6.65	6.91
hábito	5.32	4.0	2.82	3.25	4.27	5.5
hacha	3.91	6.05	6.5	6.55	4.36	5.05
hacienda	3.0	5.8	4.57	2.32	4.64	5.0
hada	6.27	4.2	4.68	5.59	4.5	4.33
hallazgo	6.14	6.7	3.7	2.7	3.0	4.77
hechicero	5.32	5.0	5.18	4.52	3.57	4.59
heno	4.91	3.91	5.55	3.86	1.64	3.41
herido	2.05	6.91	5.04	6.52	5.68	5.43
hermana	7.75	3.6	5.05	5.36	5.91	6.67
heroína	3.85	6.15	5.14	4.23	5.2	5.59
heroísmo	6.41	6.15	3.05	3.25	3.67	3.45
herramienta	5.25	4.4	3.29	5.64	5.09	5.67
hervir	4.52	4.45	5.5	4.86	5.86	6.05
hidalguía	4.9	3.6	4.17	1.57	1.64	1.85
hielo	5.05	4.3	6.5	6.5	5.86	6.64
hierro	4.81	4.77	5.86	5.91	4.82	5.86
hija	7.27	4.7	6.19	4.15	5.73	6.57
hijo	7.05	5.27	6.2	5.85	5.85	6.67
historia	5.95	4.32	2.64	2.14	5.18	6.38
hoguera	5.5	3.7	6.4	6.65	5.77	5.38
hoja	5.05	3.14	5.7	6.62	6.1	6.57
homenaje	7.0	4.5	3.24	3.91	4.14	4.57
homicidio	1.27	7.8	4.65	4.25	4.04	4.73
honradez	7.5	3.5	3.05	1.68	3.92	4.75
horca	2.82	6.39	5.86	5.57	3.33	2.9
hormigueo	5.18	6.7	4.4	3.71	4.79	4.7
hormiguero	4.79	4.81	6.4	5.82	4.45	4.76
hornear	6.09	3.95	5.2	4.24	5.5	4.43
horquilla	4.76	3.14	6.05	6.38	5.36	5.55
horror	2.45	7.2	2.7	3.55	3.86	5.73
hotel	6.82	3.38	6.6	6.76	6.35	6.25
huérfano	1.45	5.74	6.05	4.75	5.39	4.65
huerto	6.74	3.55	6.1	6.57	6.18	5.55
huevo	5.0	3.65	6.57	6.91	5.91	6.81
humanidad	6.67	5.14	3.2	3.38	4.4	5.6
humanismo	7.39	4.5	2.29	1.74	3.45	4.24
humildad	7.6	3.32	2.6	1.64	4.96	5.15
humillación	1.32	7.3	2.59	3.38	4.21	5.09
huracán	2.62	7.27	6.0	6.14	5.73	5.14
hurgar	3.73	4.6	3.59	4.25	3.79	3.95
idealismo	6.0	4.05	2.81	1.45	3.32	3.71
iglesia	4.19	3.67	5.5	6.64	6.09	5.43
ilusión	7.55	5.95	2.3	2.55	5.5	6.55
imagen	6.42	4.1	3.05	4.9	5.2	6.8
imán	5.19	4.1	6.24	6.3	4.41	5.2
impermeable	5.21	3.65	4.59	5.29	5.24	5.86
importación	4.86	4.19	4.17	3.0	3.86	4.33
impotencia	2.27	7.75	3.45	2.67	5.45	5.33
impresionado	5.95	6.1	4.83	3.96	5.27	5.91
impureza	3.46	5.1	3.27	2.5	2.5	3.76
incapacidad	1.88	6.24	3.36	2.55	4.6	5.24
incendio	1.35	7.86	6.32	6.15	5.83	5.86
incentivo	7.0	6.3	3.83	2.87	2.55	4.91
incomodidad	2.95	6.09	3.68	2.59	4.32	6.14
incremento	6.04	5.91	3.4	3.7	4.55	5.2
indecisión	2.95	6.4	3.45	2.76	4.41	5.65
indicio	4.86	5.05	2.4	2.24	2.59	4.33
indio	5.1	3.75	5.52	6.32	5.0	4.75
industria	4.35	4.8	3.73	6.4	5.09	5.67
infanta	4.25	5.0	5.48	5.64	4.5	5.23
inferioridad	2.15	6.23	2.5	2.8	3.7	5.1
infiel	2.0	7.14	5.52	3.74	5.91	5.62
infinito	5.91	4.7	2.41	2.36	2.95	5.67
inflación	3.42	4.33	3.2	1.86	2.85	3.4
información	5.88	5.0	2.4	2.27	5.1	6.55
informática	5.46	4.61	3.95	3.24	4.62	6.05
informe	3.92	5.75	3.48	5.2	4.14	6.55
ingrediente	5.74	2.82	2.43	4.14	6.05	5.95
ingresar	4.05	5.05	3.77	2.5	5.58	6.0
ingreso	5.05	5.4	3.65	2.86	5.5	6.05
inmensidad	6.59	4.4	1.95	2.76	3.5	4.9
innovación	7.38	6.52	3.45	3.05	3.8	5.0
inodoro	4.0	4.26	6.0	6.71	4.33	4.5
inseguridad	2.5	6.38	2.05	2.09	4.8	5.57
inseguro	3.0	5.65	4.0	2.6	3.85	5.7
insomnio	2.65	7.05	5.18	3.18	5.26	5.3
inspiración	6.95	4.75	3.4	2.3	3.75	6.35
instancia	4.45	4.9	2.57	2.13	1.77	4.05
instante	5.18	4.2	2.85	1.3	3.22	5.5
institución	4.57	4.23	2.64	3.7	4.27	4.9
instituto	5.95	5.3	6.35	6.5	6.27	6.45
insulto	2.64	7.9	3.82	3.0	5.59	6.14
intelectual	6.95	4.15	4.6	2.45	4.87	5.05
intensidad	6.87	6.14	3.55	2.2	4.05	5.65
interrupción	3.25	6.09	2.95	2.77	4.96	5.5
intruso	3.15	6.95	4.91	3.55	4.64	4.55
inundación	2.45	6.45	5.7	5.91	5.55	5.77
inválido	2.23	5.5	4.95	6.4	5.83	4.8
invasión	3.0	7.35	3.2	3.25	3.91	4.62
invernadero	5.46	3.38	6.09	6.85	4.5	4.35
investigadora	6.55	4.95	4.52	5.52	5.5	5.3
invitada	6.3	5.2	3.71	4.76	4.55	5.76
inyección	3.59	6.77	5.27	6.3	5.83	5.45
irritación	2.18	7.7	3.48	4.0	4.79	5.14
jabón	6.0	3.14	6.05	6.75	6.45	6.68
jarra	5.22	3.7	6.1	6.64	5.82	6.41
jefe	4.38	5.19	5.5	5.14	5.14	6.32
jerarquía	4.38	4.95	3.65	4.1	3.59	4.25
jeringa	3.05	6.27	6.38	6.8	5.83	5.0
jeringuilla	2.86	6.45	6.7	6.95	5.58	5.74
jersey	5.42	3.35	5.86	7.0	6.36	6.55
jornalera	4.42	4.95	5.38	2.45	3.55	3.15
joya	6.12	4.75	4.43	6.7	5.86	6.26
jubiloso	5.09	5.18	4.52	3.65	2.55	2.67
juez	4.3	5.55	6.38	6.55	5.09	5.43
jugo	5.3	3.86	4.4	4.9	3.9	4.4
juguete	6.69	3.65	3.62	6.1	6.09	6.41
laberinto	4.54	6.19	5.23	6.55	5.9	4.95
laboratorio	4.68	4.1	5.86	6.76	4.41	6.27
labrador	5.41	5.05	5.32	5.59	4.27	4.33
lado	5.3	3.5	3.4	4.5	4.3	6.6
ladrillo	4.65	3.65	6.73	6.73	5.68	5.6
ladrón	2.82	7.23	5.29	5.18	5.95	6.36
ladrona	2.3	6.5	5.14	5.4	5.18	5.36
lágrima	2.35	5.55	6.32	6.76	6.0	6.27
lamento	1.92	5.38	2.36	3.38	4.85	5.3
lámpara	5.0	3.8	6.4	6.81	6.5	6.48
lápiz	5.55	3.95	6.5	7.0	6.68	6.64
lata	5.0	3.95	6.2	6.41	5.73	6.2
latido	6.67	5.6	5.55	4.2	5.15	5.65
látigo	2.7	6.15	6.76	6.61	4.77	4.64
leche	5.95	3.41	6.27	6.91	6.4	6.82
lechera	5.75	3.52	5.41	4.57	4.14	3.33
lechero	5.5	3.26	5.5	4.48	3.86	4.0
legalidad	6.6	4.0	3.68	2.67	3.91	5.29
lejos	2.77	4.1	5.2	4.05	4.65	6.3
lentilla	5.5	4.4	6.05	6.73	6.18	6.33
lento	3.95	3.0	4.7	4.91	5.36	5.95
leopardo	5.4	6.68	6.85	6.85	5.05	5.95
letra	5.27	3.05	5.38	6.45	5.75	6.77
liberación	7.29	4.52	3.64	2.68	3.64	5.43
liberar	7.32	4.45	3.1	2.57	4.88	5.65
libertad	8.45	4.1	2.85	2.95	6.0	6.4
libre	7.8	4.76	2.85	3.25	4.6	6.33
librería	6.61	2.64	6.36	6.3	6.5	6.27
libreta	5.35	3.15	6.41	7.0	6.09	6.86
licenciada	8.31	6.55	4.81	3.75	6.27	5.32
liga	5.27	4.8	3.38	5.35	4.73	5.68
ligar	6.91	5.95	3.82	3.64	6.05	6.52
lima	5.05	4.27	5.32	6.45	4.55	5.48
limón	5.27	4.45	6.82	6.95	5.7	6.45
lince	5.81	4.5	6.52	5.75	3.65	4.76
linterna	5.29	3.5	6.8	6.91	5.95	6.09
lío	3.77	6.6	2.1	2.95	3.88	6.4
lira	5.81	3.55	5.59	4.0	2.65	2.67
liso	5.2	3.5	5.15	4.62	5.64	6.27
lista	4.95	4.23	3.95	6.0	5.4	6.43
litro	5.3	4.09	5.0	5.74	4.73	6.75
llama	5.18	5.35	4.15	5.95	5.25	5.86
llamada	6.29	4.24	4.0	5.05	6.39	6.6
llano	4.71	2.71	5.35	5.57	4.5	4.6
llanto	2.59	6.9	6.14	5.5	6.29	5.64
llave	5.5	3.77	5.64	6.95	5.95	6.91
llovizna	5.14	3.2	5.55	6.05	4.96	5.59
lluvia	6.25	2.82	6.14	6.73	6.5	7.0
lobo	5.86	5.45	6.76	6.8	4.65	5.9
loca	4.0	6.3	3.67	4.1	4.77	6.41
local	4.85	4.5	3.82	5.76	4.85	6.29
loco	4.22	6.91	3.3	4.85	5.55	6.35
locura	5.82	7.2	2.45	3.55	5.82	5.83
logro	7.45	6.27	3.5	3.05	4.45	5.4
lotería	7.62	7.0	5.6	5.5	5.7	5.86
lucha	3.24	6.29	4.67	4.95	5.3	5.57
ludópata	2.15	6.7	5.1	4.91	5.45	5.23
lugar	6.2	3.73	2.36	2.59	5.26	6.77
luna	6.45	2.85	5.9	6.91	5.96	6.45
lunar	5.5	4.0	6.0	6.5	4.73	5.67
maceta	5.35	3.18	6.23	6.81	5.25	6.19
machista	1.39	7.32	4.23	4.24	5.5	5.75
maduración	7.08	5.29	3.0	2.85	4.05	5.4
maestra	6.32	4.83	5.14	6.19	6.24	6.73
maestro	5.59	4.1	5.55	5.95	6.55	5.45
mafioso	3.46	5.55	5.09	5.43	4.43	4.67
mágico	7.38	6.15	2.95	3.8	4.55	6.14
maíz	5.6	3.23	6.41	6.59	5.09	5.52
malabarista	6.14	4.43	5.55	5.38	4.71	5.09
maldad	1.3	7.77	3.52	2.5	4.55	5.9
maldición	1.86	6.85	3.52	2.0	4.0	5.25
maldito	2.09	7.15	3.23	2.75	3.32	5.1
maleficio	2.05	6.32	3.23	2.36	2.78	3.76
maleta	5.3	5.15	5.43	6.86	6.05	6.7
maletero	4.52	4.25	6.4	6.52	6.09	6.36
malo	2.75	5.9	2.6	3.25	4.85	6.59
maltrato	1.68	7.86	4.7	5.48	6.0	5.0
malvado	3.18	7.0	3.8	3.7	3.85	5.55
manejo	4.77	4.18	2.91	2.57	2.36	4.43
manga	5.55	3.73	5.41	6.18	5.1	6.36
mango	5.15	3.23	5.33	6.09	4.25	5.0
maníaco	2.75	7.1	4.39	3.22	4.05	4.64
manicomio	2.09	7.05	6.45	5.5	5.91	5.19
manta	5.95	2.35	5.48	6.95	5.86	6.65
mantel	5.22	4.0	6.55	6.55	6.05	6.61
manto	5.05	2.9	4.3	5.14	2.3	4.65
manual	5.19	3.62	4.45	5.7	5.6	5.91
manuscrito	5.71	3.86	5.62	5.91	3.65	4.91
manzana	5.95	3.4	6.77	6.95	6.4	6.81
maquillaje	5.75	4.74	4.73	6.14	5.71	5.7
máquina	4.8	4.35	3.05	6.26	5.32	6.05
maquinilla	4.59	4.9	5.15	5.62	5.73	5.87
maravilla	7.68	5.65	2.67	2.6	4.4	5.68
marca	5.33	4.1	3.1	4.4	5.4	6.32
marco	4.9	3.36	4.05	6.27	5.1	5.91
margen	4.71	4.1	4.81	5.73	4.05	5.81
marginación	1.38	6.14	3.62	3.4	5.15	4.76
marido	6.04	5.4	5.86	3.9	5.36	6.17
marqués	4.82	3.86	5.23	4.77	2.91	3.57
martillo	4.9	5.5	6.55	6.95	6.27	5.85
martirio	2.19	6.15	2.45	2.0	2.36	3.82
masacre	1.55	7.59	4.5	4.7	5.3	4.67
masaje	8.25	2.57	5.55	6.48	6.3	6.19
masajista	6.89	3.48	5.68	5.38	4.9	4.8
máscara	4.93	5.0	4.09	6.33	4.62	5.85
masturbación	4.78	5.82	5.5	5.5	6.09	5.85
mate	4.91	4.25	4.86	4.3	3.35	4.0
matemático	5.86	3.85	5.7	4.55	5.0	5.57
materia	5.05	4.35	2.55	2.95	2.55	5.48
maternidad	7.96	6.43	5.67	5.52	6.05	4.75
matrimonio	6.61	4.86	5.36	5.05	6.36	6.5
mecánica	4.75	4.6	3.86	3.32	4.73	4.7
mecanismo	4.45	4.3	2.5	3.77	3.04	4.95
mechero	5.3	4.65	6.95	6.95	6.41	6.57
mechón	4.58	4.2	5.71	6.45	5.23	5.7
medalla	7.14	5.65	5.36	6.9	4.57	5.36
media	5.38	3.64	3.95	4.05	4.09	5.75
medusa	3.73	5.73	6.38	6.9	6.43	4.19
melena	6.19	4.0	5.05	6.65	6.14	6.5
mensaje	5.96	5.29	5.14	4.0	6.15	6.52
mensajero	5.39	3.91	5.68	5.5	5.27	5.15
menstruación	2.55	6.36	6.55	6.0	6.26	6.19
mente	5.22	4.8	3.43	3.25	4.14	6.38
mentiroso	1.91	6.57	4.68	2.38	4.83	6.43
mentón	5.09	4.14	6.5	5.86	4.0	4.4
mercado	5.0	5.14	4.14	6.24	5.55	5.9
merienda	6.95	4.1	5.45	5.82	6.18	6.82
mérito	7.46	6.24	3.15	2.5	4.6	6.05
mero	4.95	3.9	4.35	3.6	3.25	2.6
mesa	5.18	3.6	6.35	7.0	6.55	6.91
método	5.0	3.86	2.25	1.5	4.0	5.9
metro	4.67	3.85	4.5	6.65	6.05	5.5
mezquita	4.17	4.6	6.38	6.09	4.73	3.85
micrófono	5.36	5.7	6.55	6.91	5.5	5.8
microscopio	5.0	3.5	6.95	6.83	5.26	5.25
miedo	2.7	6.91	4.14	2.75	5.04	6.0
miedoso	3.1	6.71	4.67	2.8	4.87	5.52
miel	5.76	3.24	6.65	6.68	5.45	6.33
miembro	5.1	4.59	3.68	3.64	4.55	5.33
militar	3.71	5.78	4.55	6.38	5.14	5.35
millonaria	6.93	6.04	4.45	3.95	4.62	4.95
mimo	6.71	3.0	5.52	5.76	4.9	5.1
mina	3.55	5.86	5.29	6.09	4.45	4.82
minifalda	5.75	4.75	6.0	6.48	5.09	5.82
ministra	3.92	5.6	5.43	4.4	4.45	5.48
misil	2.7	7.1	6.23	5.85	4.09	4.48
misterio	5.32	6.6	3.14	1.95	3.91	5.33
mochila	5.35	3.95	6.45	6.86	6.64	6.82
moco	3.77	4.8	6.05	6.6	6.0	6.52
modista	6.04	3.91	5.82	5.33	4.76	3.95
modular	4.85	3.95	2.45	2.0	1.95	3.24
molde	5.25	3.68	3.85	6.24	6.05	5.14
molino	5.0	3.38	6.05	6.68	4.91	5.24
mona	5.9	4.15	5.33	6.5	5.55	5.5
monarquía	3.36	5.05	5.73	3.68	3.95	5.4
monasterio	4.2	3.1	5.62	6.26	4.67	4.05
monitor	5.36	3.95	5.23	6.1	6.2	6.09
monje	4.5	4.14	6.3	5.91	5.14	5.41
montaje	4.96	5.52	3.15	3.45	4.1	4.6
montón	5.18	4.0	2.5	4.0	4.23	6.05
monumento	5.86	4.1	4.45	5.95	5.18	5.7
moño	5.8	3.95	5.33	6.64	5.41	6.05
mora	5.3	4.05	5.43	6.68	5.05	5.86
mordisco	4.45	6.95	5.75	5.9	5.82	6.18
morena	5.85	4.25	4.6	5.57	6.05	6.43
moribundo	1.64	5.6	5.32	5.5	5.17	4.81
motivo	5.48	4.86	2.25	1.61	2.73	6.55
moto	5.31	6.15	6.29	6.85	6.09	6.65
motosierra	3.86	6.55	6.85	6.55	5.25	5.38
móvil	6.62	5.64	6.23	6.57	6.8	7.0
movimiento	5.32	5.5	3.85	4.62	4.75	6.7
muelle	5.45	3.1	5.1	6.09	4.7	5.45
muestra	5.33	4.1	2.32	3.57	4.09	5.5
municipio	4.86	3.65	5.24	4.27	4.73	5.14
muñeca	5.57	3.59	5.52	6.68	5.7	6.33
muñeco	5.48	3.9	4.67	6.75	6.05	5.67
músculo	5.6	4.77	5.48	5.64	5.68	6.59
musculoso	5.86	4.95	5.5	6.38	6.05	5.35
mutilación	1.32	7.6	4.25	3.65	3.61	4.45
mutilado	1.41	7.5	5.23	5.48	3.59	4.23
nacimiento	8.65	5.91	4.15	5.85	6.39	6.35
nación	5.32	5.35	4.05	4.45	4.5	5.1
nadadora	6.25	3.8	6.14	6.48	5.95	5.62
nariz	4.9	3.23	6.45	6.9	6.14	6.86
naufragio	2.0	6.4	5.55	5.52	4.21	4.36
náusea	2.13	6.19	4.77	4.71	5.0	5.0
navaja	2.35	7.41	6.45	6.43	4.7	4.68
navajero	2.85	6.9	5.95	3.65	2.73	3.32
navidad	6.2	5.05	4.8	5.7	6.55	6.3
necesitar	5.0	5.95	2.67	2.1	4.92	6.45
negro	4.95	3.86	6.29	6.67	5.05	6.43
nervio	4.42	7.43	4.05	4.29	4.5	5.65
neurótico	3.59	6.55	4.74	2.7	3.64	5.45
niebla	4.59	4.0	5.73	6.41	4.5	6.09
nieta	6.73	3.6	6.48	3.65	5.23	6.04
niña	6.64	4.0	5.23	6.9	6.43	6.77
niño	7.05	5.3	5.85	6.8	6.5	6.71
nitrógeno	5.04	4.45	4.65	2.91	3.5	4.23
noción	5.41	3.4	2.9	1.2	2.65	4.82
novedad	6.95	6.45	2.65	2.32	5.14	5.65
novio	6.55	6.09	6.14	5.23	6.41	6.64
obispo	3.32	3.9	6.65	5.64	4.09	5.32
objeto	4.95	3.62	1.73	4.0	3.86	6.39
obsesión	2.75	6.36	2.36	2.7	4.3	6.0
olvido	2.35	5.3	2.6	2.4	3.45	5.55
ombligo	5.23	3.1	6.55	6.86	5.5	6.36
opio	3.88	4.05	5.29	3.24	2.65	3.38
oportunidad	7.9	4.82	3.4	3.24	4.59	6.45
oposición	4.43	6.23	3.65	2.78	4.36	5.7
optimismo	7.83	4.6	3.05	2.8	3.91	6.2
oración	4.33	3.45	3.24	3.45	4.64	5.67
orfanato	1.73	6.1	6.1	5.4	5.04	4.52
órgano	4.91	5.6	4.62	5.68	5.0	5.62
orgasmo	8.15	7.36	5.0	4.0	6.14	6.23
otoño	5.19	3.4	4.95	6.19	6.59	6.35
