word	happiness	disgust	anger	fear	sadness	valence	arousal
cosechar	3.05	1.2	1.05	1.25	1.45	6.8	4.9
coser	1.95	1.25	1.3	1.25	1.25	5.5	4
cósmica	2	1.05	1.16	1.4	1.2	5.75	4.85
cosmología	2.6	1.8	1.5	1.45	1.41	6	4.21
cosmopolita	2.74	1.35	1.37	1.33	1.47	6.21	5.32
costado	1.55	1.25	1.25	1.11	1.3	5.25	4.95
costar	1.37	1.9	2.2	1.45	1.9	4.3	5.6
costarricense	2.63	1.08	1.2	1.33	1.21	5.53	4.27
coste	1.45	1.9	2.25	2	2.05	3.15	5.4
costear	2.26	1.4	1.9	1.47	1.75	4.2	5.95
costera	3.3	1	1	1.25	1	5.85	4.21
costillas	1.95	1.65	1.3	1.45	1.2	5.95	5.8
costoso	1.45	1.9	2.65	1.7	2.35	3.05	6.6
costra	1.47	3.15	2.05	1.65	1.79	3.9	5.45
costumbrista	1.53	1.5	2.05	1.53	1.88	4.58	4.39
costura	1.8	1.1	1.25	1.11	1.1	5.45	4.2
costurera	2.35	1	1.05	1.05	1.1	5.6	3.7
cota	1.44	1.27	1.25	1.43	1.47	5.08	5.11
cotidiana	2.35	1.35	1.4	1.2	1.4	5.3	3.9
cotización	2.2	1.75	1.4	1.55	1.8	5.89	5.45
cotizar	2.85	1.45	1.8	1.75	1.7	6	5.25
coto	1.59	2.24	1.74	1.72	2	3.95	5.53
country	2.65	1.32	1.65	1.15	1.16	5.75	4.83
coyote	2.1	1.05	1.32	2.2	1.25	5.53	5.4
coyuntura	1.74	1.43	1.59	1.67	1.42	4.72	5.39
coyuntural	1.47	1.28	1.5	1.57	1.5	4.94	4.94
crack	2.55	1.6	1.45	1.32	1.95	6.45	6.6
craneal	1.42	1.7	1.05	1.65	1.1	5.25	5.55
cráter	1.5	1.32	1.45	2.25	1.65	4.7	6.05
creador	2.3	1.1	1.35	1.3	1.15	6.65	5.65
creadora	2.75	1.25	1.15	1.25	1.1	7.2	4.95
crear	3.55	1.25	1.15	1.35	1.1	7.75	5.4
creativa	4.05	1	1	1.15	1.05	7.65	5.55
creces	2.75	1.31	1.42	1.26	1.2	5.65	4.9
creciente	3	1	1.45	1.3	1.2	6.3	5.2
credibilidad	3.2	1.2	1.45	1.35	1.1	6.7	4.55
crédito	2.3	1.55	1.95	2	1.25	5.2	5.9
credo	1.78	1.88	1.78	2.06	1.25	4.47	5.05
credulidad	2.21	1.6	2.1	1.9	1.61	5.63	5.16
creer	2.35	1.25	1.4	1.35	1.55	6.7	4.85
creíble	2.8	1.05	1.3	1.55	1.15	6.65	4.9
crema	2.65	1.45	1.25	1.2	1.2	5.85	3.35
cresta	1.35	1.4	1.35	1.3	1.2	5.55	5.1
creyente	1.75	2.05	1.75	1.6	1.55	5.3	4.4
cría	3	1.25	1.35	1.2	1.5	6.65	5.35
criada	1.7	1.6	2.3	1.35	2.68	3.25	5.2
crianza	2.7	1.2	1.65	1.65	1.5	6.65	5.35
criar	3.7	1.25	1.25	2.1	1.75	7.2	5.7
criminalidad	1.35	3.35	3.95	3.9	3.6	2.3	6.95
criolla	1.59	1.65	1.6	1.38	1.56	5.2	4.67
cripta	1.63	2.47	1.5	2.69	2.06	3.26	6.5
criptografía	1.53	1.27	1	1.47	1.11	5.06	5.8
críquet	2.17	1.25	1.47	1.06	1.06	5.38	4.44
crisantemo	2.23	1.08	1	1	1.07	4.92	4.73
crispación	1.42	2.67	2.93	1.79	1.74	3.5	6.45
cristales	1.95	1.25	1.45	2.5	1.35	4.6	5.15
cristalina	3.05	1.05	1.21	1	1.1	6.5	3.55
cristalización	2.25	1.3	1	1.25	1.05	6	4.95
cristiana	2.4	2.2	1.65	1.55	1.35	4.8	4.55
cristiandad	1.7	2.2	1.74	1.5	1.75	5.05	4.85
cristianismo	1.75	2.35	2	1.95	2.1	4.8	5.15
cristiano	2.6	2.15	2.2	1.5	1.8	4.95	4.15
cristo	1.7	2.45	2.1	1.55	2	4.3	5.2
crítica	2	2.2	3.05	3.15	2.55	3.8	7.1
criticar	1.25	2.53	3.45	2.25	3	2.2	6.25
crítico	1.65	1.65	2.45	1.95	2.42	5.2	6.5
croata	1.79	1.21	1	1.15	1.1	5.16	4.68
cromática	2	1.25	1.22	1.06	1.17	6.2	5.05
cromos	2.55	1.05	1.05	1	1	5.55	4.16
cromosoma	2.6	1.15	1	1.2	1.15	5.95	5.15
crónica	1.95	1.5	1.4	2	1.65	5.05	5.05
cronista	1.59	1.33	1.4	1.12	1.27	5.25	5.24
cronología	2.45	1.1	1.32	1.25	1.65	5.15	4.75
cronológico	2.15	1.2	1.1	1.1	1.2	5.35	4.35
croquet	2.3	1.46	1.08	1	1	5.18	4.93
crucería	1.69	1.5	1.33	1.36	1.36	4.69	4.27
crucial	1.95	1.26	1.65	1.6	1.45	4.85	6.3
crudeza	1.37	2.16	3.22	1.9	3.05	3.05	5.45
crudo	1.25	2.84	1.4	1.9	1.3	3.5	5.3
crujido	1.75	1.85	2.2	2.75	1.45	4.35	5.85
crujir	1.3	2.05	2	2.1	1.6	4.5	5.65
cruzada	1.63	1.8	2.35	2.2	1.85	4.5	6.35
cruzar	1.65	1	1.15	1.3	1.35	5.3	5.65
cuadernillo	1.9	1.1	1.35	1.05	1.3	5.1	4.45
cuadra	1.55	2.2	1.4	1.1	1.35	5.15	4.85
cuadrangular	1.55	1.11	1.11	1.11	1.15	4.89	5.2
cuadrante	1.58	1.3	1.53	1.25	1.1	5.15	4.35
cuadrilla	2.05	1.4	1.35	1.9	1.1	5.75	5.35
cual	1.45	1.05	1.37	1	1.05	5.1	4.79
cualidad	3.25	1.15	1.21	1.25	1.3	7.05	4.9
cualificación	2.6	1.6	1.3	1.8	1.6	6.7	5.65
cualitativo	2	1.15	1.05	1.1	1.1	6.15	5
cualquier	1.65	1.2	1.2	1.3	1.25	5.05	4.6
cuándo	1.42	1.15	1.35	1.4	1.3	5.6	5.3
cuantía	2.11	1.18	1.55	1.61	1.16	5.2	5.65
cuántica	1.95	1.5	1.47	1.11	1.22	4.4	5.35
cuantificación	1.95	1.45	1.55	1.26	1.1	5.45	5.2
cuantificar	1.7	1.2	1.5	1.35	1.11	5.3	5.5
cuantitativa	2.1	1.2	1.35	1.1	1.15	4.9	5
cuanto	1.8	1.1	1.5	1.1	1.3	5.15	4.85
cuarcita	2.07	1.14	1.06	1	1.21	5.24	4.56
cuarenta	1.4	1.3	1.55	1.75	1.3	5	5.3
cuarentena	1.25	2.74	2.25	3	2.65	2.8	6.95
cuarta	1.7	1.35	1.1	1.15	1.15	5.05	4.85
cuartel	1.25	1.5	2.25	2.63	1.8	3.75	6.05
cuarteto	2.55	1.3	1.15	1.25	1.35	5.8	4.85
cuartilla	1.55	1.12	1.39	1.39	1.35	5	4.8
cuartito	1.75	1.1	1.4	1.65	1.7	5.65	4.35
cuarzo	1.88	1.15	1.15	1.11	1.2	6.05	5.25
cuasi	1.56	1.57	1.47	1.35	1.06	4.72	5
cuatrimestre	1.9	1.65	1.8	1.85	1.55	4.4	6.2
cuatro	2.1	1	1.25	1	1.3	5.3	4.15
cubalibre	3.42	1.5	1.3	1.17	1.15	5.6	6.47
cubano	2.85	1.15	1.2	1.15	1.25	5.85	5.85
cubata	3.5	1.45	1.75	1.6	1.25	5.55	6.05
cubeta	1.32	1.53	1.16	1.11	1.26	4.9	4.85
cúbico	1.7	1.3	1.35	1.1	1.45	5.15	5.05
cubierta	1.95	1.1	1.45	1.35	1.2	5.65	4.65
cubiertos	1.7	1.45	1.15	1.65	1.05	5.15	4.8
cubismo	1.74	1.28	1.21	1.4	1.26	5.16	5.19
cúbito	1.67	1.11	1.05	1.11	1.35	5.1	4.4
cubrir	1.7	1.4	1.15	1.45	1.45	5.8	4.35
cucharada	2.15	1.21	1.15	1.37	1.3	5.75	4.95
cucharilla	1.95	1.25	1.1	1	1.05	5.85	4.2
cucharón	2.3	1.1	1.05	1.3	1.25	5.65	4.55
cuchicheo	1.65	2.79	3.5	2.75	2.7	4.1	6.45
cuchilla	1.35	2.15	1.95	3	1.5	2.85	6.6
cuclillas	1.9	1.5	1.5	1.3	1.15	4.75	4.85
cuco	2.35	1.22	1.4	1.26	1.26	5.89	4.42
cuelga	1.42	1.75	1.3	1.9	1.5	4.9	4.7
cuello	2.3	1.45	1.15	1.15	1.35	5.65	5.45
cuenca	1.45	1.45	1.25	1.05	1.15	5.35	5.25
cuenta	1.8	1.3	1.35	1.2	1.35	5.2	5.5
cuerno	1.25	2	1.9	2.95	2.2	4.55	6.15
cuero	1.85	1.6	1.55	1.2	1.45	5.6	5.4
cuestionable	1.65	1.6	2.05	1.9	1.75	4.6	5.65
cuestionamiento	1.75	1.3	2.25	1.85	1.75	4.35	5.95
cuestionar	2.3	1.5	2.35	1.6	1.65	4.55	6.15
cuestionario	1.85	1.5	1.4	1.2	1.35	4.85	5
cuida	2.8	1.25	1.1	1.3	1.25	6.9	3.6
cuidado	2.65	1.5	1.35	1.55	1.5	5.55	4.3
cuidador	3.1	1.3	1.25	1.25	1.45	6.4	4.8
cuidadosa	3.5	1	1.1	1.4	1.15	7.15	3.3
culata	1.33	1.53	1.85	1.79	1.73	4.35	5.65
culminación	2.6	1.42	1.21	1.61	1.85	5	5.85
culminante	2.3	1.25	1.55	1.8	1.7	5.1	7.35
culminar	2.75	1.58	1.1	1.45	1.45	6.05	5.8
culo	2.45	2.25	1.5	1.1	1.35	5.8	5.95
culpar	1.35	2.65	3	2.25	3.05	2.2	6.55
culta	3.45	1.05	1.2	1.16	1	7	4.8
cultivar	3.1	1.1	1.35	1.15	1.15	6.1	4.55
cultivo	2.7	1.3	1.2	1.05	1.15	6.15	4.3
cultura	3.4	1	1.4	1.45	1.3	7.45	5.5
culturismo	1.8	2.4	1.65	1.3	1.55	4.75	5.85
cumbia	1.86	1.15	1.36	1	1.27	6.2	5.33
cumbre	3	1.45	1.1	1.55	1.05	6.45	5.55
cumplimiento	3.2	1.2	1.4	1.35	1.05	6.1	5.3
cumplir	3.45	1.05	1.3	1.25	1.15	6.55	4.95
cúmulo	1.6	2.15	2	1.8	2.58	4.42	6.05
cuna	2.9	1.15	1.15	1.2	1.3	7.2	3.05
cuña	1.85	1.3	1.06	1.35	1.15	5.4	4.4
cuñada	2.7	1.15	1.25	1.1	1	6.3	5.1
cuñado	2.4	1.2	1.7	1.5	1.55	5.65	5
cundir	2.89	1.42	1.37	1.15	1.06	6.05	5.45
cuneta	1.3	1.75	1.8	2.25	1.95	3.79	5.9
cuota	1.3	2.15	2.1	1.8	1.7	3.2	5.75
cupo	1.68	1.53	1.53	1.35	1.33	4.8	5.45
cúpula	1.7	1.05	1.45	1.6	1.65	4.9	5.6
curador	2.55	1.5	1.3	1.32	1.2	6.05	4.95
curiosidad	2.7	1.15	1.35	1.45	1.1	6.65	7
curo	2.2	1.58	1.18	1.41	1.35	6.47	4.94
currículo	2	1.2	1.35	1.76	1.21	5.7	5.4
currículum	2.45	1.3	1.35	1.65	1.3	6.55	5.45
curry	2.5	1.7	1.3	1	1	6	4.65
cursar	2.15	1.1	1.05	1.3	1.55	5.85	5.45
cursiva	2	1.1	1.05	1	1.05	5.3	4.65
curva	2	1.05	1.21	1.4	1.05	5.3	4.85
curvatura	1.8	1.5	1.35	1.4	1.4	4.85	4.2
cúspide	2.17	1.2	1.42	1.61	1.17	6.5	5.25
custodia	1.45	2	1.75	2.1	2.6	4.55	4.9
dados	2	1.15	1.1	1.1	1.05	5	5.3
dale	1.84	1.3	1.8	1.5	1.45	5.55	5.05
damas	2.85	1.1	1.3	1	1.2	5.9	4.3
dame	1.89	1.39	1.47	1.33	1.33	5.4	4.95
dance	3.37	1.18	1.11	1.21	1.05	6.95	6.59
danés	1.65	1.32	1.1	1.05	1.05	5.5	4.84
danzar	4.35	1.2	1	1.2	1.25	6.9	5.15
data	2.44	1.12	1.32	1.06	1.39	5	4.79
datación	1.72	1.47	1.06	1.07	1.11	5.12	5.06
datar	1.67	1.35	1.26	1.17	1.26	5.2	4.92
dátil	1.7	2.21	1.16	1	1.17	4.9	4.45
dato	1.75	1.1	1.2	1.16	1.2	5.2	4.7
datos	1.85	1.1	1.3	1.4	1.1	5.5	4.6
debajo	1.65	1.15	1.15	1.15	1.6	4.95	4.75
debate	2.55	1.5	1.7	1.75	1.35	5.2	6.45
debatir	2.3	1.3	1.75	1.75	1.4	5.9	5.65
deber	1.35	2.05	2.15	1.75	1.95	4.1	6.05
debido	1.5	1.21	1.9	1.25	1.8	4.8	5.1
debilidad	1.7	1.4	2.45	2.25	3.25	3.1	6.2
debilitamiento	1.1	1.85	2.4	2.8	2.95	2.35	5.05
debilitar	1.37	1.85	2.35	2	2.85	3.5	4.6
debut	2.68	1.15	1.4	1.2	1.22	6.65	5.85
debutar	2.75	1.15	1.3	1.58	1.15	6.5	6.8
decadente	1.05	2.55	2.45	2.45	3.32	3.5	5.3
decaer	1.05	2.05	2.45	3	3.4	2.95	4.9
decaimiento	1.11	1.72	2.39	1.79	3.42	2.85	4.9
decalitro	1.29	1.42	1.16	1	1.06	4.89	4.68
decámetro	1.24	1.17	1.11	1.05	1.16	4.79	5.05
decano	1.65	1.28	1.3	1.63	1.22	5.35	5.25
decatlón	2.85	1	1.15	1.06	1	5.85	6.37
decena	2.2	1.1	1.1	1.05	1.15	5.05	4.6
decencia	2.65	1.45	1.7	1.1	1.15	6.5	4.65
decenio	2.12	1.24	1	1.13	1.08	4.88	4.86
decente	2.65	1.2	1.4	1	1.15	6.4	3.5
decepción	1	2.75	3.9	3.1	4.25	2.55	6.1
decepcionante	1.1	2.75	3.45	2.5	4.05	2.25	7.1
decibelios	1.85	1.35	2	1.74	1.55	4.75	6.05
décima	1.9	1.15	1.35	1.11	1.2	5	5.2
decimal	1.55	1.15	1.32	1.05	1.15	4.85	4.75
decímetro	1.25	1	1.05	1.11	1.1	4.95	4.5
décimo	2.3	1.4	1.3	1.15	1.2	5.6	5.35
decir	2.3	1.05	1.05	1.4	1.05	6.05	5.1
decirlo	2.45	1.1	1.2	1.74	1.05	5.85	5.8
decisión	2.1	1.25	1.65	2.25	1.9	6.05	6.5
decisivo	2.2	1.45	1.6	2.05	1.25	5.7	6.15
decisorio	1.6	1.53	1.63	1.53	1.37	5	7.13
declaración	2.6	1.3	1.35	1.75	1.3	5.7	5.75
declarar	2.05	1.55	2.05	2.2	1.65	5.05	6.1
declinación	1.6	1.7	2.15	1.37	1.6	4.7	4.95
declinar	1.5	1.42	1.95	1.37	1.75	4.45	5.15
decora	2.95	1	1	1	1	6.26	4.63
decoración	3.75	1.15	1.15	1.05	1	7.5	4.75
decorado	2.95	1.25	1.1	1.05	1	6.45	5
decorativo	2.95	1	1	1	1.3	6.8	3.95
decreciente	1.55	1.55	1.5	1.65	2.05	3.6	5.1
decretar	1.35	1.65	2.21	1.5	1.89	4.45	5.65
decreto	1.8	2.55	1.8	1.55	1.25	4.7	4.7
dedicación	3.5	1.25	1.2	1.1	1.3	6.75	5.4
dedicar	3.2	1.05	1.25	1.3	1.3	6.9	4.9
dedos	1.7	1.35	1.05	1.1	1.2	5.7	4.75
deducción	2.3	1.15	1.2	1.5	1.4	5.65	5.15
deducir	3.25	1.2	1.55	1.3	1	5.8	4.9
defectuosa	1.35	2.35	2.65	2.55	2.6	2.45	5.7
defensa	1.85	1.2	1.85	1.45	1.42	5.55	5.6
defensiva	1.75	1.35	2.6	1.9	1.5	3.4	5.55
defensor	2.65	1	1.25	1.6	1.15	7.1	4.9
defensora	2.65	1.15	1.3	1.21	1.2	7.25	5.45
deferencia	1.73	1.31	1.14	1.29	1.53	5.36	4.92
deficiencia	1.1	1.6	1.75	2.25	3.65	2.85	6.15
deficiente	1.2	1.7	2.2	1.95	3	3.05	6
déficit	1.15	2.2	2.45	2.15	2.75	3.1	6.45
definición	2.2	1.4	1.25	1.15	1.3	5.6	4.55
definir	1.5	1.2	1.35	1.25	1.35	5.55	4.55
definitiva	2.3	1.25	1.8	1.7	1.6	5.65	5.5
deforestación	1.1	3.2	3.95	2.9	3.8	2.35	7.05
deformación	1.2	2.4	2.1	2.5	2.8	2.7	6.2
defraudar	1.05	3.15	3.7	3	4	2	6.75
defunción	1	2.55	2.95	4.35	4.4	1.75	6.9
degradar	1.32	2.2	3.05	2.2	2.8	3.2	5.45
degustar	2.9	1.15	1	1.35	1.15	7.05	4.85
dehesa	1.76	1.13	1.38	1.14	1.08	5.6	4
deidad	1.23	1.4	1.9	1.58	1.57	5	5
dejar	1.3	1.85	2.1	2.2	3.15	3.3	5.3
dejo	1.26	1.4	1.85	2.2	2.35	3.8	5.4
delante	1.9	1.1	1.4	1.35	1.2	5.7	4.85
delantera	1.45	1.2	1.55	1.1	1.15	6.15	5.05
delantero	2.25	1.25	1.25	1.15	1.15	5.6	5.5
delegación	1.74	1.2	1.3	1.3	1.05	5.1	5.05
delegado	1.95	1.3	1.55	1.4	1.2	5.35	5.7
delegar	1.45	1.25	1.5	1.74	1.55	5.11	5
deliberación	2.35	1.4	1.75	1.75	1.4	5.75	5.35
deliberar	1.85	1.2	1.47	1.3	1.2	5.55	5.4
delicia	4	1.05	1	1.1	1.05	8.2	4.35
delictiva	1.1	2.45	3.25	3.3	2.37	3.5	6.85
delimitación	1.15	1.6	1.95	1.5	2.1	3.55	5.25
delimitar	1.55	1.85	1.95	1.45	1.6	4.45	5
delineante	1.5	1.21	1.41	1.17	1.16	5	4.79
delirante	1.85	2.2	1.85	2.75	2.7	3	6.79
delito	1.15	3.25	3.8	4	3.2	2.1	7.4
delta	1.4	1.21	1	1.2	1.25	5.35	5.45
demagogia	1.22	3.44	3.32	2.74	3	3.53	5.47
demanda	1.6	1.8	2.8	1.85	1.9	3.2	6.6
demandada	1.6	1.85	2.85	3	2.9	3.65	6.3
demandado	1.35	2.05	2.3	2.25	2.2	3.25	6.5
demandante	1.5	1.9	2.15	1.9	2	4.05	6
demandar	1.5	1.9	3.1	3	2.6	3.55	6.55
demarcación	1.63	1.74	1.63	1.42	1.95	4.63	4.89
demás	1.9	1.3	1.2	1.25	1.35	4.9	5.15
demasía	1.83	2.07	1.57	1.62	1.9	5.11	5.93
demasiado	2.25	1.3	1.8	1.75	1.7	4.8	5.9
demo	2.12	1.47	1.44	1	1.26	5.5	4.65
demócrata	2.9	1.55	1.8	1.35	1.25	5.8	5.15
democrático	3.3	1.2	1.35	1.55	1.75	6.4	4.35
democratización	2.55	1.65	1.75	1.4	1.26	7.05	4.9
democristiano	1.73	1.71	2.11	1.5	1.6	3.76	5.53
demografía	1.8	1.2	1.16	1.37	1.16	5.2	4.6
demográfico	1.55	1.11	1.2	1	1.25	5.1	4.65
demoler	1.3	1.6	2.79	2.7	2.89	3.05	6.35
demolición	1.4	1.95	2.42	2.75	3.4	3.21	6.85
demora	1.4	1.95	2.58	1.85	2.32	3.8	5.85
demorar	1.1	1.85	2.79	1.55	1.79	3.85	5.7
demostración	1.95	1.2	1.3	1.4	1.15	5.65	5.35
demostrar	3	1.4	1.4	1.7	1.15	6.55	5.6
demostrativo	1.85	1.25	1.25	1.3	1.25	5.85	4.2
denegación	1.22	2.35	3.2	2.39	3	2.47	6.47
denegar	1.35	2.6	2.85	2.55	2.7	2.8	6.45
denim	2.09	1.42	1.07	1.22	1	5.15	4.42
denominación	1.55	1.3	1.35	1.35	1.1	5.15	4.95
denominador	1.6	1.3	1.75	1	1.1	5	4.7
denotar	1.65	1.16	1.47	1.56	1.5	5.05	4.82
densa	1.65	1.68	1.25	1.2	1.1	4.7	4.65
densidad	1.7	1.45	1.5	1.4	1.25	4.65	4.6
dentadura	1.8	2.4	1.5	1.55	1.95	4.75	5.05
dental	1.75	1.8	1.45	1.45	1.35	4.85	4.75
dentro	2.85	1.2	1.1	1.1	1.05	5.95	4.9
denunciar	1.1	2.1	2.7	2.95	2.8	3.1	6.7
departamental	1.68	1.15	1.32	1.1	1.4	4.85	4.45
departamento	1.5	1.05	1.4	1.2	1	5.1	4.55
dependencia	1.3	2.25	3.25	3	3.05	2.7	5.65
depender	1.35	2.1	2.75	2.4	3.1	3.05	5.55
dependiente	1.5	1.55	1.7	2.1	2.95	3.05	5
deplorable	1.16	3.26	2.89	2.28	3.37	2.74	6.06
deponer	1.11	1.76	1.67	1.33	1.62	4.28	5.06
deportación	1.35	2.55	3.84	2.74	3.74	2.75	5.95
deporte	3.45	1.25	1.35	1.9	1.15	6.5	5.7
deportiva	3.1	1.2	1.35	1.05	1.1	6.45	6.45
deportivo	3.35	1.15	1.65	1.05	1.1	6.35	5.5
deposición	1.45	3.28	1.95	1.37	1.47	4.11	5.11
depositar	1.7	1.5	1.15	1.35	1.4	5.15	4.6
depósito	1.55	1.8	1.3	1.7	2	5.3	5.55
depreciación	1.29	2.93	2.63	2.13	2.5	3.28	5.58
depredador	1.4	2.1	2.25	4.1	2.1	3.25	6.85
deprimente	1.05	3.05	2.75	2.95	4.4	1.7	5.6
deprisa	2	1.25	1.8	1.65	1.65	4.75	7.25
depuración	2.45	2.2	1.35	1.6	1.45	5.25	4.6
depurar	2.35	1.7	1.1	1.4	1.2	5.55	4.55
derby	2.13	1.47	2.11	1.47	1.25	5.25	5.63
derechista	1.11	2.63	2.63	2	2.55	3.45	6.15
derecho	2.75	1.4	1.55	1.2	1.35	5.35	5.3
derivación	1.9	1.15	1.35	1.4	1	5.25	5.35
derivar	1.95	1.4	1.55	1.35	1.6	4.6	5.3
dermatitis	1	2.9	2.95	2.6	2.5	2.75	6.5
derogación	1.67	1.67	1.72	1.63	1.89	4.87	5.25
derogar	1.33	1.67	2.11	2	2.22	4.59	4.88
derrama	1.25	2.25	2.35	2.25	2.35	2.6	6.6
derramamiento	1.3	2.63	2.65	3.25	2.25	3.21	6.1
derramar	1.35	2.1	1.95	1.85	1.8	3.8	5.9
derrame	1.05	2.95	2.45	3.45	3.3	2.4	7.15
derribar	1.75	1.75	2.4	2.35	1.9	3.8	6.1
derribo	1.35	2.2	2.58	2.85	3.47	3.15	6.7
derrocamiento	1.68	1.75	2	2.85	2.5	4.21	6.45
derrocar	1.61	1.37	2.15	1.75	2.16	4.55	5.78
derroche	1.67	2.1	2.6	2.4	2.6	3.05	6.45
derrota	1.05	2.7	3.7	3	3.65	2.35	6.6
derrotar	2.05	1.5	2.4	2.4	2.75	4.55	6.5
derrumbamiento	1.05	1.6	2.55	3.5	3.5	2.25	7.2
derrumbe	1.11	1.65	2.7	3.5	3.45	2.45	6.95
desacato	1.78	2.29	2.89	2.5	1.9	3.89	5.95
desaceleración	1.6	1.35	1.6	1.7	1.9	4.75	3.7
desacreditar	1.45	2.55	2.6	2.47	2.7	3.2	6.45
desactivar	1.95	1.1	1.65	1.6	1.55	4.3	4.85
desacuerdo	1.25	2	2.35	1.9	2.2	3.2	6.1
desafiante	1.55	1.6	3.1	1.95	1.55	4.6	7
desafortunado	1.15	1.8	2.2	2.85	3.6	3.15	5.65
desagües	1.05	4	1.45	1.55	1.2	3.9	5.45
desaliento	1.3	2	2.37	2.05	2.9	3.05	6.3
desalojar	1.35	2.45	2.9	2.9	3.15	2.65	6.8
desalojo	1.05	2.35	3	2.65	4.2	2.25	7.25
desamortización	1.4	1.67	2.32	1.8	2.21	4	5.4
desamparo	1	2.15	2.95	3.05	3.55	2.84	6.35
desapercibido	1.4	1.45	1.65	1.6	2.75	4.4	4.4
desaprobación	1.15	2.4	3.4	3.15	3.5	3.25	6
desarmar	1.89	1.55	1.6	2.2	1.8	5.8	5.37
desarme	1.63	1.58	1.83	1.61	1.53	5.1	5.55
desarrollar	2.8	1.2	1.55	1.15	1.25	6.4	5.25
desarrollo	2.95	1.21	1.15	1.45	1.1	7.1	4.9
desasosiego	1.67	1.72	1.85	2.06	2.05	3.15	6.5
desastrosa	1.1	2.15	3.25	3.05	3	2.6	6.6
desatar	1.8	1.2	1.25	1.5	1.3	5.4	5.25
desatino	1.18	1.73	2.58	1.89	2.4	3.58	5.9
desayunar	3.65	1.05	1	1.05	1	7	4.05
desayuno	3.3	1	1	1	1.05	7.4	3.7
desazón	1.19	1.88	2.33	1.67	3.12	3.29	6.15
desbaratar	1.25	2	2.65	1.65	1.58	3.95	6
desbloquear	2.4	1.3	1.35	1.6	1.4	5.4	4.9
desbordamiento	1.4	2	2.95	2.75	2.68	2.95	6.75
desbordante	1.84	1.4	1.6	2.2	1.9	4.7	6.3
desbordar	1.6	1.65	1.95	1.95	2.25	3.35	6.35
descabello	1.5	1.75	1.87	1.69	1.56	4.5	5.38
descalabro	1.47	2.2	1.85	3.06	2.74	3.32	6.65
descalificación	1.25	2.3	2.9	2.65	2.6	2.45	6.65
descalzadora	1.94	1.85	1.06	1.25	1.11	4.78	5
descalzo	2.45	1.8	1.35	1.65	2.05	5.25	4.5
descansillo	2	1.15	1.1	1.35	1.15	5.8	3.2
descapotable	3	1.25	1.15	1.2	1	6.25	6.5
descarga	2.4	1.65	1.75	2.05	1.45	5.4	6
descargar	2.3	1.1	1.45	1.32	1.3	5.9	5.3
descaro	1.47	2.2	2.95	2.05	1.95	3.9	6.3
descartar	1.7	1.4	1.5	1.7	1.85	4.35	4.7
descendencia	2.65	1.35	1.3	1.45	1.35	7.05	5.6
descendente	2	1.37	1.25	1.58	1.6	3.8	4.85
descender	1.53	1.55	2.05	1.9	2.25	4.05	5.7
descendiente	3.1	1.1	1.25	1.35	2.1	5.25	4.4
descentralización	1.6	1.45	1.55	1.53	1.47	4.65	5.7
descifrar	2.75	1.15	1.15	1.5	1.15	6.15	6.05
descolonización	1.9	1.3	1.65	1.58	1.85	4.53	5.18
descomponer	1.3	2.65	1.95	1.79	2.45	3.95	5.7
descomunal	2.2	1.75	1.7	1.95	1.55	5.8	6.55
desconcertante	1.1	1.4	2.6	1.9	2.1	3.11	7.05
desconcierto	1.25	1.75	2.4	3	2.15	2.7	6.75
desconexión	2.4	1.3	2.5	1.95	2.2	4.85	4
desconfiar	1.35	2.58	3.55	3.3	3.45	1.95	6.9
desconocer	1.35	1.6	1.9	2.3	2.4	3.95	6.2
desconocimiento	1.25	1.7	2.2	2.55	2.5	3.6	6.2
descontado	1.63	1.3	1.7	1.5	1.58	4.55	4.85
descrédito	1.2	2.21	2.53	1.5	2.61	3.61	5.6
describir	2.1	1.1	1.2	1.25	1.05	5.75	5
descripción	2	1.15	1.25	1.15	1.05	5.25	5.15
descriptiva	1.9	1.3	1.55	1.15	1.2	5.4	5.25
descubridor	2.75	1.25	1.25	1.25	1.05	6.5	5.9
descubrimiento	3.8	1.3	1.15	1.6	1.15	6.95	6.2
descubrir	4.05	1.2	1.3	1.55	1.45	6.85	6.7
descuento	3.6	1	1.3	1.2	1.2	7.3	5.55
descuidar	1.25	2	2.9	2.55	2.85	3.05	5.55
descuido	1.35	1.8	2.05	2.05	2	3.45	6
desdicha	1.05	1.89	2.63	2.8	3.4	3.3	6.6
desdichada	1.16	2.1	2.63	2.25	3.75	2.45	6
desdichado	1.2	1.8	2.94	2.05	3.58	2.9	6.25
desdoblamiento	1.4	1.35	1.6	1.3	1.6	4.7	4.75
deseable	3.9	1.15	1.25	1.35	1.3	7.2	5.75
desechar	1.25	2.35	2.2	1.7	2.6	4.8	5.55
desecho	1.35	3.4	2.25	1.8	2.5	2.85	5.7
desembarcar	2.1	1.05	1.15	1.45	1.7	5.95	5.6
desembarco	1.85	1.05	1.45	1.47	1.45	5.6	5.4
desembocadura	2.25	1.3	1	1.6	1.4	5.3	4.35
desembocar	1.65	1.35	1.1	1.05	1.15	5.2	4.8
desembolso	1.6	1.68	2.2	2.05	2.25	3.9	6
desempate	2	1.25	1.6	1.3	1.3	5.5	6.2
desempeñar	1.65	1.2	1.25	1.25	1.2	5.3	5.6
desempeño	2.25	1.45	1.35	1.3	1.35	5.35	5.15
